dataset,method,model,split,run,task_id,payload,payload_len,stream_key,source,view,view_label,packet_count,dedup_packet_count,conflicts,accepted_steps,len_mismatch_steps,decode_exception_steps,recovered_payload,decode_ok,failure_reason
alfworld,agentmark,deepseek,ID,3,100,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_100/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,2,2,0,2,15,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,3,101,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_101/evaluation_report.json,agentmark,AgentMark-F exact probabilities,23,23,0,10,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,3,101,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_101/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,17,17,0,8,2,0,11110101,False,payload_mismatch
alfworld,agentmark,deepseek,ID,3,101,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_101/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,2,2,0,2,8,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,3,102,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_102/evaluation_report.json,agentmark,AgentMark-F exact probabilities,26,26,0,11,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,3,102,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_102/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,12,12,0,6,5,0,11110111,False,payload_mismatch
alfworld,agentmark,deepseek,ID,3,102,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_102/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,2,2,0,1,10,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,3,103,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_103/evaluation_report.json,agentmark,AgentMark-F exact probabilities,6,6,0,3,0,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,3,103,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_103/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,0,0,0,0,3,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,3,103,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_103/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,0,0,0,0,3,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,3,104,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_104/evaluation_report.json,agentmark,AgentMark-F exact probabilities,2,2,0,2,0,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,3,104,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_104/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,1,1,0,1,1,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,3,104,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_104/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,1,1,0,1,1,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,3,105,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_105/evaluation_report.json,agentmark,AgentMark-F exact probabilities,44,44,0,19,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,3,105,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_105/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,26,26,0,11,8,0,11010110,False,payload_mismatch
alfworld,agentmark,deepseek,ID,3,105,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_105/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,6,6,0,4,15,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,3,106,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_106/evaluation_report.json,agentmark,AgentMark-F exact probabilities,5,5,0,2,0,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,3,106,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_106/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,2,2,0,1,1,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,3,106,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_106/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,0,0,0,0,2,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,3,107,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_107/evaluation_report.json,agentmark,AgentMark-F exact probabilities,6,6,0,2,0,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,3,107,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_107/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,2,2,0,1,1,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,3,107,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_107/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,0,0,0,0,2,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,3,108,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_108/evaluation_report.json,agentmark,AgentMark-F exact probabilities,14,14,0,6,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,3,108,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_108/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,9,9,0,3,3,0,,False,rank_deficient
alfworld,agentmark,deepseek,ID,3,108,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_108/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,0,0,0,0,6,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,3,109,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_109/evaluation_report.json,agentmark,AgentMark-F exact probabilities,11,11,0,5,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,3,109,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_109/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,3,3,0,1,4,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,3,109,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_109/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,0,0,0,0,5,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,3,110,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_110/evaluation_report.json,agentmark,AgentMark-F exact probabilities,2,2,0,1,0,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,3,110,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_110/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,0,0,0,0,1,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,3,110,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_110/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,2,2,0,1,0,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,3,111,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_111/evaluation_report.json,agentmark,AgentMark-F exact probabilities,8,8,0,3,0,0,,False,rank_deficient
alfworld,agentmark,deepseek,ID,3,111,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_111/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,2,2,0,1,2,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,3,111,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_111/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,0,0,0,0,3,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,3,112,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_112/evaluation_report.json,agentmark,AgentMark-F exact probabilities,16,16,0,6,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,3,112,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_112/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,8,8,0,3,3,0,11001010,False,payload_mismatch
alfworld,agentmark,deepseek,ID,3,112,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_112/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,0,0,0,0,6,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,3,113,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_113/evaluation_report.json,agentmark,AgentMark-F exact probabilities,5,5,0,3,0,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,3,113,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_113/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,3,3,0,2,1,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,3,113,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_113/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,0,0,0,0,3,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,3,114,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_114/evaluation_report.json,agentmark,AgentMark-F exact probabilities,1,1,0,1,0,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,3,114,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_114/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,0,0,0,0,1,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,3,114,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_114/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,1,1,0,1,0,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,3,115,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_115/evaluation_report.json,agentmark,AgentMark-F exact probabilities,12,12,0,6,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,3,115,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_115/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,7,7,0,3,3,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,3,115,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_115/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,6,6,0,3,3,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,3,116,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_116/evaluation_report.json,agentmark,AgentMark-F exact probabilities,12,12,0,6,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,3,116,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_116/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,6,6,0,3,3,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,3,116,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_116/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,5,5,0,4,2,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,3,117,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_117/evaluation_report.json,agentmark,AgentMark-F exact probabilities,55,55,0,24,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,3,117,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_117/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,31,31,0,12,12,0,10001011,False,payload_mismatch
alfworld,agentmark,deepseek,ID,3,117,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_117/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,5,5,0,3,21,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,3,118,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_118/evaluation_report.json,agentmark,AgentMark-F exact probabilities,32,32,0,15,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,3,118,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_118/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,12,12,0,4,11,0,11101100,False,payload_mismatch
alfworld,agentmark,deepseek,ID,3,118,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_118/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,2,2,0,2,13,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,3,119,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_119/evaluation_report.json,agentmark,AgentMark-F exact probabilities,14,14,0,6,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,3,119,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_119/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,6,6,0,3,3,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,3,119,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_119/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,1,1,0,1,5,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,3,120,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_120/evaluation_report.json,agentmark,AgentMark-F exact probabilities,1,1,0,1,0,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,3,120,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_120/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,1,1,0,1,0,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,3,120,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_120/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,0,0,0,0,1,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,3,121,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_121/evaluation_report.json,agentmark,AgentMark-F exact probabilities,11,11,0,5,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,3,121,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_121/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,6,6,0,2,3,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,3,121,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_121/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,2,2,0,1,4,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,3,122,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_122/evaluation_report.json,agentmark,AgentMark-F exact probabilities,43,43,0,20,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,3,122,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_122/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,21,21,0,10,10,0,11110100,False,payload_mismatch
alfworld,agentmark,deepseek,ID,3,122,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_122/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,5,5,0,4,16,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,3,123,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_123/evaluation_report.json,agentmark,AgentMark-F exact probabilities,19,19,0,9,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,3,123,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_123/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,13,13,0,5,4,0,10110000,False,payload_mismatch
alfworld,agentmark,deepseek,ID,3,123,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_123/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,1,1,0,1,8,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,3,124,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_124/evaluation_report.json,agentmark,AgentMark-F exact probabilities,42,42,0,18,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,3,124,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_124/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,29,29,0,11,7,0,00101001,False,payload_mismatch
alfworld,agentmark,deepseek,ID,3,124,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_124/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,2,2,0,2,16,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,3,125,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_125/evaluation_report.json,agentmark,AgentMark-F exact probabilities,14,14,0,6,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,3,125,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_125/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,11,11,0,5,1,0,00010001,False,payload_mismatch
alfworld,agentmark,deepseek,ID,3,125,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_125/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,2,2,0,1,5,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,3,126,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_126/evaluation_report.json,agentmark,AgentMark-F exact probabilities,51,51,0,23,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,3,126,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_126/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,34,34,0,12,11,0,10111101,False,payload_mismatch
alfworld,agentmark,deepseek,ID,3,126,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_126/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,8,8,0,5,18,0,11101011,False,payload_mismatch
alfworld,agentmark,deepseek,ID,3,127,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_127/evaluation_report.json,agentmark,AgentMark-F exact probabilities,5,5,0,3,0,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,3,127,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_127/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,3,3,0,1,2,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,3,127,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_127/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,2,2,0,2,1,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,3,128,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_128/evaluation_report.json,agentmark,AgentMark-F exact probabilities,13,13,0,8,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,3,128,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_128/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,4,4,0,2,6,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,3,128,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_128/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,4,4,0,3,5,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,3,129,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_129/evaluation_report.json,agentmark,AgentMark-F exact probabilities,47,47,0,20,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,3,129,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_129/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,24,24,0,10,10,0,01111011,False,payload_mismatch
alfworld,agentmark,deepseek,ID,3,129,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_129/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,6,6,0,4,16,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,3,130,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_130/evaluation_report.json,agentmark,AgentMark-F exact probabilities,13,13,0,7,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,3,130,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_130/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,9,9,0,4,3,0,,False,rank_deficient
alfworld,agentmark,deepseek,ID,3,130,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_130/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,2,2,0,2,5,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,3,131,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_131/evaluation_report.json,agentmark,AgentMark-F exact probabilities,48,48,0,20,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,3,131,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_131/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,30,30,0,10,10,0,01101001,False,payload_mismatch
alfworld,agentmark,deepseek,ID,3,131,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_3/ID/task_131/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,7,7,0,5,15,0,,False,insufficient_packets
