trial,selected,consumed_bits,decoded_bits,expected_bits,decode_ok,keyed_order
757,a0,3,011,011,True,a3 a1 a7 a5 a6 a2 a4 a0
758,a1,0,,,True,a1 a4 a7 a5 a3 a2 a0 a6
759,a5,1,1,1,True,a6 a0 a2 a4 a5 a3 a1 a7
760,a3,2,00,00,True,a7 a5 a0 a3 a1 a2 a4 a6
761,a5,2,11,11,True,a6 a1 a2 a3 a0 a5 a4 a7
762,a6,1,0,0,True,a2 a6 a3 a7 a0 a4 a1 a5
763,a1,3,111,111,True,a0 a4 a3 a5 a2 a7 a6 a1
764,a2,2,00,00,True,a7 a5 a1 a2 a4 a6 a3 a0
765,a2,2,11,11,True,a4 a1 a6 a2 a5 a0 a3 a7
766,a5,1,0,0,True,a6 a2 a7 a0 a5 a3 a4 a1
767,a2,3,111,111,True,a5 a1 a0 a3 a4 a7 a6 a2
768,a0,1,0,0,True,a7 a0 a1 a6 a2 a4 a3 a5
769,a3,2,01,01,True,a5 a2 a0 a6 a4 a3 a7 a1
770,a3,3,101,101,True,a2 a4 a7 a6 a1 a5 a0 a3
771,a1,1,1,1,True,a6 a1 a7 a5 a4 a3 a2 a0
772,a6,0,,,True,a6 a2 a7 a4 a3 a1 a5 a0
773,a0,1,1,1,True,a3 a0 a2 a1 a5 a6 a4 a7
774,a1,0,,,True,a1 a4 a7 a3 a2 a0 a6 a5
775,a1,0,,,True,a1 a7 a0 a3 a2 a5 a4 a6
776,a5,2,00,00,True,a1 a3 a0 a5 a6 a7 a2 a4
777,a2,1,1,1,True,a7 a6 a2 a0 a5 a3 a4 a1
778,a6,1,1,1,True,a1 a7 a6 a4 a2 a5 a3 a0
779,a2,2,01,01,True,a3 a4 a6 a0 a5 a1 a2 a7
780,a0,3,110,110,True,a4 a6 a2 a5 a1 a7 a3 a0
781,a6,2,01,01,True,a1 a2 a0 a6 a4 a7 a5 a3
782,a5,1,1,1,True,a6 a0 a5 a1 a7 a3 a2 a4
783,a0,2,01,01,True,a6 a2 a7 a3 a5 a4 a0 a1
784,a2,3,110,110,True,a3 a1 a0 a5 a7 a6 a4 a2
785,a6,2,01,01,True,a5 a0 a3 a2 a4 a6 a1 a7
786,a7,2,10,10,True,a4 a3 a0 a1 a6 a7 a5 a2
787,a4,2,11,11,True,a6 a2 a3 a4 a0 a7 a5 a1
788,a6,2,10,10,True,a1 a7 a3 a2 a5 a0 a6 a4
789,a6,2,01,01,True,a1 a2 a0 a5 a7 a6 a3 a4
790,a3,1,1,1,True,a1 a3 a2 a6 a5 a4 a0 a7
791,a6,1,0,0,True,a3 a6 a1 a2 a5 a4 a0 a7
792,a3,1,1,1,True,a6 a3 a2 a4 a0 a7 a5 a1
793,a1,2,11,11,True,a0 a5 a3 a2 a6 a1 a4 a7
794,a4,2,00,00,True,a0 a7 a1 a2 a3 a4 a5 a6
795,a7,1,1,1,True,a6 a7 a5 a3 a0 a2 a1 a4
796,a0,3,101,101,True,a5 a6 a4 a1 a7 a2 a3 a0
797,a3,1,1,1,True,a0 a7 a3 a6 a1 a4 a5 a2
798,a1,1,1,1,True,a4 a3 a6 a7 a1 a2 a0 a5
799,a7,2,00,00,True,a1 a0 a6 a5 a2 a7 a3 a4
800,a1,1,1,1,True,a5 a1 a4 a2 a6 a0 a3 a7
801,a2,2,10,10,True,a4 a0 a7 a6 a3 a1 a2 a5
802,a5,2,11,11,True,a2 a4 a1 a5 a7 a0 a6 a3
803,a5,2,10,10,True,a2 a0 a3 a4 a7 a1 a5 a6
804,a2,3,011,011,True,a3 a5 a6 a0 a4 a7 a1 a2
805,a7,2,01,01,True,a0 a6 a5 a4 a2 a3 a7 a1
806,a3,1,1,1,True,a2 a0 a1 a5 a3 a7 a6 a4
807,a7,2,10,10,True,a2 a4 a3 a5 a1 a7 a0 a6
808,a7,1,0,0,True,a0 a1 a7 a4 a6 a3 a2 a5
809,a5,2,11,11,True,a1 a3 a0 a5 a4 a7 a2 a6
810,a1,2,01,01,True,a0 a5 a4 a2 a6 a1 a3 a7
811,a0,3,110,110,True,a2 a7 a4 a5 a6 a3 a1 a0
812,a2,1,0,0,True,a6 a2 a7 a0 a4 a1 a5 a3
813,a3,1,1,1,True,a5 a3 a4 a1 a6 a2 a0 a7
814,a6,1,1,1,True,a4 a2 a6 a0 a5 a7 a1 a3
815,a2,1,0,0,True,a7 a3 a2 a4 a0 a6 a1 a5
816,a1,1,1,1,True,a7 a5 a1 a6 a4 a2 a3 a0
817,a6,2,11,11,True,a1 a7 a4 a0 a2 a5 a6 a3
818,a4,0,,,True,a4 a3 a5 a6 a2 a0 a7 a1
819,a3,2,00,00,True,a5 a6 a7 a2 a1 a3 a0 a4
820,a5,2,11,11,True,a2 a3 a7 a5 a1 a0 a4 a6
821,a1,3,011,011,True,a7 a2 a4 a0 a6 a5 a3 a1
822,a5,3,100,100,True,a3 a2 a6 a0 a1 a4 a7 a5
823,a5,2,11,11,True,a2 a1 a7 a4 a6 a5 a0 a3
824,a0,1,0,0,True,a3 a4 a0 a6 a5 a2 a1 a7
825,a2,2,11,11,True,a0 a6 a4 a2 a3 a7 a5 a1
826,a0,2,10,10,True,a1 a7 a6 a2 a3 a5 a0 a4
827,a3,1,0,0,True,a4 a7 a3 a0 a2 a6 a1 a5
828,a6,1,1,1,True,a0 a3 a6 a5 a1 a4 a7 a2
829,a1,1,1,1,True,a6 a0 a1 a3 a2 a5 a7 a4
830,a3,2,01,01,True,a5 a2 a1 a0 a7 a3 a4 a6
831,a0,1,1,1,True,a7 a4 a0 a2 a3 a6 a5 a1
832,a3,3,100,100,True,a2 a0 a4 a6 a7 a1 a5 a3
833,a3,1,1,1,True,a6 a2 a1 a4 a3 a5 a7 a0
834,a5,0,,,True,a5 a4 a3 a6 a0 a7 a2 a1
835,a1,3,101,101,True,a4 a0 a5 a2 a7 a3 a6 a1
836,a0,2,11,11,True,a2 a1 a7 a6 a3 a4 a0 a5
837,a6,2,00,00,True,a7 a0 a5 a6 a1 a2 a3 a4
838,a1,2,11,11,True,a5 a3 a6 a2 a7 a1 a0 a4
839,a3,3,011,011,True,a6 a5 a2 a1 a0 a7 a4 a3
840,a2,2,10,10,True,a3 a6 a4 a0 a1 a2 a5 a7
841,a2,1,0,0,True,a0 a2 a4 a1 a3 a7 a5 a6
842,a7,2,11,11,True,a5 a2 a3 a7 a0 a1 a4 a6
843,a1,2,01,01,True,a0 a5 a3 a1 a2 a6 a7 a4
844,a5,1,1,1,True,a4 a6 a5 a2 a1 a0 a3 a7
845,a6,2,10,10,True,a0 a5 a3 a7 a4 a6 a1 a2
846,a7,2,01,01,True,a2 a3 a5 a7 a4 a1 a0 a6
847,a4,2,10,10,True,a5 a1 a7 a0 a2 a4 a3 a6
848,a5,2,11,11,True,a0 a7 a6 a4 a1 a2 a5 a3
849,a1,1,1,1,True,a6 a2 a1 a5 a0 a3 a7 a4
850,a5,3,001,001,True,a7 a4 a3 a0 a2 a1 a6 a5
851,a0,2,10,10,True,a3 a1 a5 a4 a7 a2 a0 a6
852,a1,1,1,1,True,a5 a2 a1 a4 a6 a7 a0 a3
853,a5,1,1,1,True,a3 a1 a7 a2 a5 a4 a0 a6
854,a5,1,1,1,True,a2 a0 a5 a1 a6 a3 a4 a7
855,a4,2,00,00,True,a0 a7 a1 a5 a2 a3 a4 a6
856,a4,1,1,1,True,a1 a6 a4 a2 a7 a3 a5 a0
857,a1,0,,,True,a1 a7 a6 a5 a0 a2 a3 a4
858,a6,2,10,10,True,a2 a3 a5 a4 a7 a0 a6 a1
859,a2,1,1,1,True,a6 a7 a2 a1 a3 a4 a5 a0
860,a3,1,1,1,True,a7 a2 a1 a4 a3 a5 a0 a6
861,a1,2,10,10,True,a3 a6 a4 a1 a0 a7 a5 a2
862,a5,2,01,01,True,a0 a4 a2 a5 a7 a3 a6 a1
863,a1,2,10,10,True,a6 a0 a2 a5 a4 a3 a1 a7
864,a5,3,111,111,True,a3 a2 a7 a4 a0 a1 a6 a5
865,a6,2,00,00,True,a3 a1 a2 a5 a7 a4 a6 a0
866,a3,1,1,1,True,a2 a1 a3 a7 a6 a5 a4 a0
867,a3,1,1,1,True,a6 a3 a0 a7 a1 a5 a4 a2
868,a4,2,01,01,True,a7 a3 a6 a4 a2 a0 a5 a1
869,a0,3,110,110,True,a2 a3 a7 a1 a4 a6 a5 a0
870,a4,1,0,0,True,a6 a1 a4 a7 a2 a3 a0 a5
871,a6,1,1,1,True,a7 a6 a3 a4 a1 a0 a2 a5
872,a1,2,10,10,True,a6 a3 a2 a7 a4 a0 a1 a5
873,a2,1,1,1,True,a5 a1 a3 a0 a2 a6 a4 a7
874,a6,3,110,110,True,a4 a5 a1 a2 a0 a7 a3 a6
875,a5,2,01,01,True,a6 a7 a0 a5 a3 a4 a2 a1
876,a3,1,1,1,True,a5 a7 a3 a6 a2 a1 a0 a4
877,a4,2,01,01,True,a6 a5 a2 a3 a0 a1 a4 a7
878,a5,1,1,1,True,a4 a5 a6 a0 a3 a2 a1 a7
879,a4,2,10,10,True,a2 a3 a7 a6 a0 a4 a5 a1
880,a4,2,01,01,True,a7 a1 a5 a2 a3 a0 a4 a6
881,a4,1,1,1,True,a6 a4 a7 a2 a0 a5 a3 a1
882,a4,1,0,0,True,a7 a0 a4 a5 a1 a3 a2 a6
883,a5,3,111,111,True,a6 a3 a2 a7 a1 a0 a4 a5
884,a0,3,001,001,True,a7 a4 a3 a1 a6 a2 a5 a0
885,a7,2,10,10,True,a3 a6 a2 a7 a4 a0 a5 a1
886,a5,2,11,11,True,a1 a7 a6 a2 a4 a5 a3 a0
887,a6,1,1,1,True,a4 a6 a7 a2 a1 a0 a5 a3
888,a1,1,0,0,True,a7 a1 a3 a5 a0 a2 a4 a6
889,a0,2,01,01,True,a6 a3 a1 a7 a2 a4 a0 a5
890,a4,1,1,1,True,a6 a1 a4 a5 a3 a7 a0 a2
891,a3,2,01,01,True,a2 a0 a4 a1 a6 a7 a3 a5
892,a6,2,11,11,True,a0 a4 a5 a2 a3 a7 a6 a1
893,a4,3,001,001,True,a6 a1 a3 a5 a0 a7 a2 a4
894,a7,1,1,1,True,a6 a7 a2 a3 a5 a1 a4 a0
895,a1,2,01,01,True,a6 a0 a5 a7 a4 a3 a1 a2
896,a2,2,11,11,True,a0 a5 a4 a1 a7 a6 a2 a3
897,a0,2,00,00,True,a7 a2 a3 a5 a4 a0 a1 a6
898,a7,2,11,11,True,a4 a3 a0 a1 a2 a7 a6 a5
899,a1,2,01,01,True,a3 a6 a4 a5 a7 a2 a1 a0
900,a4,1,1,1,True,a7 a3 a5 a2 a4 a0 a6 a1
901,a3,1,1,1,True,a0 a3 a2 a1 a4 a5 a6 a7
902,a0,2,00,00,True,a5 a6 a4 a1 a2 a0 a3 a7
903,a5,2,11,11,True,a6 a2 a3 a0 a7 a5 a4 a1
904,a1,1,0,0,True,a5 a7 a1 a6 a2 a3 a0 a4
905,a4,1,1,1,True,a7 a0 a2 a3 a4 a1 a5 a6
906,a2,2,11,11,True,a3 a1 a6 a7 a4 a2 a0 a5
907,a3,2,00,00,True,a6 a5 a2 a3 a1 a4 a0 a7
908,a4,0,,,True,a4 a3 a0 a2 a5 a6 a1 a7
909,a1,2,11,11,True,a2 a7 a0 a3 a6 a5 a1 a4
910,a6,2,01,01,True,a5 a4 a3 a6 a2 a0 a7 a1
911,a2,0,,,True,a2 a4 a1 a0 a5 a3 a6 a7
912,a4,1,1,1,True,a1 a4 a5 a7 a6 a3 a0 a2
913,a6,2,10,10,True,a0 a1 a3 a7 a2 a6 a4 a5
914,a0,1,0,0,True,a2 a7 a0 a1 a4 a6 a3 a5
915,a1,3,110,110,True,a0 a4 a2 a6 a7 a5 a3 a1
916,a1,2,11,11,True,a0 a6 a5 a4 a7 a2 a1 a3
917,a0,1,1,1,True,a1 a6 a3 a2 a0 a5 a7 a4
918,a4,3,001,001,True,a3 a0 a6 a5 a1 a7 a2 a4
919,a5,0,,,True,a5 a2 a0 a6 a3 a1 a7 a4
920,a4,2,10,10,True,a5 a6 a1 a0 a7 a4 a3 a2
921,a2,3,111,111,True,a6 a4 a1 a7 a5 a0 a3 a2
922,a7,2,00,00,True,a5 a0 a6 a1 a2 a4 a7 a3
923,a1,0,,,True,a1 a5 a7 a3 a6 a0 a4 a2
924,a4,0,,,True,a4 a5 a2 a0 a7 a1 a6 a3
925,a6,2,11,11,True,a5 a7 a1 a3 a2 a4 a6 a0
926,a5,2,01,01,True,a7 a3 a1 a2 a6 a0 a5 a4
927,a5,1,1,1,True,a2 a0 a4 a1 a5 a3 a6 a7
928,a3,2,10,10,True,a7 a5 a2 a6 a1 a3 a4 a0
929,a0,1,0,0,True,a7 a1 a0 a6 a4 a3 a2 a5
930,a3,2,11,11,True,a6 a4 a1 a5 a0 a3 a7 a2
931,a7,2,01,01,True,a6 a3 a5 a7 a0 a4 a1 a2
932,a0,1,1,1,True,a2 a6 a0 a7 a5 a1 a4 a3
933,a7,1,1,1,True,a5 a7 a1 a6 a0 a4 a3 a2
934,a7,1,0,0,True,a2 a5 a7 a6 a3 a1 a0 a4
935,a6,1,0,0,True,a2 a6 a7 a3 a1 a4 a0 a5
936,a4,1,1,1,True,a6 a3 a4 a1 a2 a7 a0 a5
937,a0,1,1,1,True,a5 a2 a3 a7 a0 a1 a6 a4
938,a4,1,0,0,True,a7 a4 a3 a6 a1 a0 a2 a5
939,a0,2,11,11,True,a7 a5 a3 a0 a4 a6 a1 a2
940,a4,1,1,1,True,a0 a1 a4 a6 a3 a5 a7 a2
941,a1,2,00,00,True,a5 a6 a4 a7 a2 a3 a1 a0
942,a5,1,1,1,True,a6 a1 a5 a2 a7 a0 a4 a3
943,a4,3,101,101,True,a6 a3 a0 a2 a7 a5 a1 a4
944,a1,2,11,11,True,a6 a3 a4 a1 a0 a7 a5 a2
945,a4,0,,,True,a4 a5 a1 a0 a3 a6 a2 a7
946,a4,1,0,0,True,a0 a4 a7 a2 a5 a6 a1 a3
947,a3,3,011,011,True,a0 a7 a6 a5 a4 a2 a1 a3
948,a1,0,,,True,a1 a3 a5 a0 a2 a6 a4 a7
949,a6,2,01,01,True,a2 a1 a4 a7 a5 a6 a3 a0
950,a6,3,110,110,True,a3 a4 a5 a7 a2 a1 a0 a6
951,a3,2,01,01,True,a1 a7 a0 a2 a6 a3 a5 a4
952,a3,1,1,1,True,a0 a6 a7 a1 a3 a4 a2 a5
953,a0,1,0,0,True,a2 a1 a3 a6 a0 a4 a7 a5
954,a2,2,11,11,True,a4 a1 a7 a3 a6 a2 a0 a5
955,a2,0,,,True,a2 a6 a3 a5 a0 a7 a4 a1
956,a7,2,10,10,True,a2 a0 a1 a4 a6 a7 a3 a5
957,a3,0,,,True,a3 a5 a0 a2 a1 a4 a6 a7
958,a4,0,,,True,a4 a2 a1 a0 a7 a3 a5 a6
959,a3,1,0,0,True,a1 a4 a3 a6 a7 a0 a2 a5
960,a5,1,1,1,True,a1 a2 a5 a3 a4 a6 a7 a0
961,a1,3,101,101,True,a0 a5 a7 a6 a4 a2 a3 a1
962,a5,2,11,11,True,a3 a7 a6 a4 a2 a0 a5 a1
963,a0,3,001,001,True,a7 a6 a4 a2 a1 a3 a5 a0
964,a1,2,10,10,True,a7 a6 a5 a2 a0 a4 a1 a3
965,a7,3,111,111,True,a3 a5 a0 a2 a4 a1 a6 a7
966,a1,2,11,11,True,a2 a6 a4 a7 a3 a0 a1 a5
967,a5,0,,,True,a5 a2 a1 a7 a6 a3 a4 a0
968,a5,0,,,True,a5 a0 a1 a4 a7 a6 a3 a2
969,a7,1,0,0,True,a4 a1 a7 a5 a6 a3 a0 a2
970,a2,2,01,01,True,a0 a7 a6 a2 a5 a3 a4 a1
971,a6,2,10,10,True,a3 a5 a0 a2 a7 a6 a1 a4
972,a1,1,1,1,True,a6 a4 a0 a7 a1 a5 a3 a2
973,a6,1,1,1,True,a1 a3 a6 a7 a5 a0 a2 a4
974,a5,3,100,100,True,a4 a2 a7 a3 a6 a1 a0 a5
975,a2,0,,,True,a2 a6 a4 a1 a5 a7 a3 a0
976,a7,1,1,1,True,a1 a6 a4 a5 a7 a3 a0 a2
977,a1,3,101,101,True,a3 a7 a5 a4 a2 a6 a0 a1
978,a1,1,1,1,True,a4 a5 a1 a3 a0 a6 a2 a7
979,a5,2,10,10,True,a0 a1 a3 a7 a6 a4 a5 a2
980,a6,0,,,True,a6 a0 a3 a4 a5 a2 a7 a1
981,a3,2,01,01,True,a7 a2 a1 a5 a6 a4 a3 a0
982,a0,1,1,1,True,a6 a0 a5 a4 a1 a3 a2 a7
983,a2,2,01,01,True,a3 a1 a5 a2 a0 a6 a7 a4
984,a0,0,,,True,a0 a3 a6 a7 a5 a4 a1 a2
985,a5,2,11,11,True,a4 a0 a2 a6 a3 a7 a5 a1
986,a3,2,00,00,True,a2 a4 a0 a7 a6 a3 a5 a1
987,a0,1,1,1,True,a1 a0 a2 a4 a6 a7 a3 a5
988,a5,0,,,True,a5 a6 a7 a3 a0 a2 a1 a4
989,a1,1,1,1,True,a6 a4 a3 a2 a1 a7 a0 a5
990,a4,2,01,01,True,a7 a0 a2 a6 a3 a1 a4 a5
991,a4,1,1,1,True,a6 a5 a7 a1 a4 a0 a2 a3
992,a6,1,1,1,True,a4 a1 a6 a0 a3 a7 a2 a5
993,a4,2,00,00,True,a1 a7 a3 a5 a2 a0 a4 a6
994,a3,3,110,110,True,a6 a0 a4 a1 a2 a5 a7 a3
995,a7,0,,,True,a7 a1 a2 a6 a3 a4 a0 a5
996,a3,2,11,11,True,a2 a4 a7 a5 a0 a3 a6 a1
997,a2,1,1,1,True,a7 a2 a3 a5 a6 a4 a1 a0
998,a3,3,001,001,True,a0 a5 a4 a1 a7 a2 a6 a3
999,a4,1,1,1,True,a0 a1 a4 a7 a3 a2 a6 a5
