dataset,method,model,run,split,task_file,path_in_output_0510,original_path,source_pred_root
toolbench,rank,gemini-flash,1,G1_instruction,3308.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G1_instruction/3308.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G1_instruction/3308.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
toolbench,rank,gemini-flash,1,G1_instruction,3510.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G1_instruction/3510.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G1_instruction/3510.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
toolbench,rank,gemini-flash,1,G1_instruction,3723.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G1_instruction/3723.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G1_instruction/3723.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
toolbench,rank,gemini-flash,1,G1_instruction,3922.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G1_instruction/3922.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G1_instruction/3922.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
toolbench,rank,gemini-flash,1,G1_instruction,4505.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G1_instruction/4505.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G1_instruction/4505.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
toolbench,rank,gemini-flash,1,G1_instruction,5116.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G1_instruction/5116.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G1_instruction/5116.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
toolbench,rank,gemini-flash,1,G1_instruction,5810.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G1_instruction/5810.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G1_instruction/5810.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
toolbench,rank,gemini-flash,1,G1_instruction,5815.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G1_instruction/5815.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G1_instruction/5815.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
toolbench,rank,gemini-flash,1,G1_tool,394.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G1_tool/394.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G1_tool/394.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
toolbench,rank,gemini-flash,1,G1_tool,692.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G1_tool/692.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G1_tool/692.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
toolbench,rank,gemini-flash,1,G1_tool,1617.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G1_tool/1617.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G1_tool/1617.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
toolbench,rank,gemini-flash,1,G1_tool,1685.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G1_tool/1685.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G1_tool/1685.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
toolbench,rank,gemini-flash,1,G1_tool,2412.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G1_tool/2412.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G1_tool/2412.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
toolbench,rank,gemini-flash,1,G1_tool,2513.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G1_tool/2513.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G1_tool/2513.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
toolbench,rank,gemini-flash,1,G1_tool,2701.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G1_tool/2701.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G1_tool/2701.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
toolbench,rank,gemini-flash,1,G1_tool,3007.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G1_tool/3007.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G1_tool/3007.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
toolbench,rank,gemini-flash,1,G1_tool,3215.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G1_tool/3215.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G1_tool/3215.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
toolbench,rank,gemini-flash,1,G1_tool,3221.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G1_tool/3221.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G1_tool/3221.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
toolbench,rank,gemini-flash,1,G1_tool,3287.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G1_tool/3287.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G1_tool/3287.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
toolbench,rank,gemini-flash,1,G1_tool,5085.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G1_tool/5085.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G1_tool/5085.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
toolbench,rank,gemini-flash,1,G1_tool,5671.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G1_tool/5671.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G1_tool/5671.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
toolbench,rank,gemini-flash,1,G1_tool,5695.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G1_tool/5695.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G1_tool/5695.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
toolbench,rank,gemini-flash,1,G1_tool,6677.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G1_tool/6677.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G1_tool/6677.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
toolbench,rank,gemini-flash,1,G1_tool,7474.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G1_tool/7474.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G1_tool/7474.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
toolbench,rank,gemini-flash,1,G1_tool,7903.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G1_tool/7903.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G1_tool/7903.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
toolbench,rank,gemini-flash,1,G1_tool,7971.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G1_tool/7971.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G1_tool/7971.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
toolbench,rank,gemini-flash,1,G1_tool,8129.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G1_tool/8129.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G1_tool/8129.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
toolbench,rank,gemini-flash,1,G1_tool,8443.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G1_tool/8443.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G1_tool/8443.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
toolbench,rank,gemini-flash,1,G2_category,7.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G2_category/7.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G2_category/7.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
toolbench,rank,gemini-flash,1,G2_category,43.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G2_category/43.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G2_category/43.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
toolbench,rank,gemini-flash,1,G2_category,53.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G2_category/53.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G2_category/53.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
toolbench,rank,gemini-flash,1,G2_category,55.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G2_category/55.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G2_category/55.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
toolbench,rank,gemini-flash,1,G2_category,61.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G2_category/61.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G2_category/61.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
toolbench,rank,gemini-flash,1,G2_category,75.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G2_category/75.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G2_category/75.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
toolbench,rank,gemini-flash,1,G2_category,83.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G2_category/83.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G2_category/83.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
toolbench,rank,gemini-flash,1,G2_category,3432.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G2_category/3432.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G2_category/3432.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
toolbench,rank,gemini-flash,1,G2_category,3442.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G2_category/3442.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G2_category/3442.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
toolbench,rank,gemini-flash,1,G2_category,3456.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G2_category/3456.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G2_category/3456.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
toolbench,rank,gemini-flash,1,G2_category,3463.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G2_category/3463.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G2_category/3463.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
toolbench,rank,gemini-flash,1,G2_category,3482.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G2_category/3482.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G2_category/3482.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
toolbench,rank,gemini-flash,1,G2_category,3494.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G2_category/3494.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G2_category/3494.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
toolbench,rank,gemini-flash,1,G2_category,3534.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G2_category/3534.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G2_category/3534.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
toolbench,rank,gemini-flash,1,G2_category,3558.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G2_category/3558.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G2_category/3558.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
toolbench,rank,gemini-flash,1,G2_category,3602.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G2_category/3602.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G2_category/3602.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
toolbench,rank,gemini-flash,1,G2_category,3609.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G2_category/3609.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G2_category/3609.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
toolbench,rank,gemini-flash,1,G2_category,3640.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G2_category/3640.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G2_category/3640.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
toolbench,rank,gemini-flash,1,G2_category,3645.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G2_category/3645.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G2_category/3645.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
toolbench,rank,gemini-flash,1,G2_category,3652.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G2_category/3652.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G2_category/3652.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
toolbench,rank,gemini-flash,1,G2_instruction,1643.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G2_instruction/1643.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G2_instruction/1643.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
toolbench,rank,gemini-flash,1,G2_instruction,1844.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G2_instruction/1844.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G2_instruction/1844.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
toolbench,rank,gemini-flash,1,G2_instruction,4746.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G2_instruction/4746.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G2_instruction/4746.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
toolbench,rank,gemini-flash,1,G2_instruction,5744.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G2_instruction/5744.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G2_instruction/5744.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
toolbench,rank,gemini-flash,1,G2_instruction,7257.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G2_instruction/7257.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G2_instruction/7257.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
toolbench,rank,gemini-flash,1,G2_instruction,7468.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G2_instruction/7468.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G2_instruction/7468.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
toolbench,rank,gemini-flash,1,G2_instruction,7636.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G2_instruction/7636.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G2_instruction/7636.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
toolbench,rank,gemini-flash,1,G2_instruction,7691.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G2_instruction/7691.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G2_instruction/7691.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
toolbench,rank,gemini-flash,1,G2_instruction,9834.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G2_instruction/9834.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G2_instruction/9834.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
toolbench,rank,gemini-flash,1,G2_instruction,9957.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G2_instruction/9957.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G2_instruction/9957.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
toolbench,rank,gemini-flash,1,G2_instruction,9959.json,/root/autodl-tmp/output-0510.clean_build/toolbench/rank/gemini-flash/run_1/G2_instruction/9959.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1/G2_instruction/9959.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/rank/gemini-flash/run_1/exp_a1_rank_toolbench_gemini_r1
