dataset,method,model,run,split,task_id,success,steps,source,path_in_output_0510,original_path
alfworld,clean,gemini-flash,2,OOD,107,True,30.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_2/OOD/task_107/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_2/OOD/shard_08/20260413_072839/reports/round_03/evaluation_report_20260413_072839_r03.json
alfworld,clean,gemini-flash,2,OOD,108,True,18.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_2/OOD/task_108/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_2/OOD/shard_09/20260413_072836/reports/round_03/evaluation_report_20260413_072836_r03.json
alfworld,clean,gemini-flash,2,OOD,109,False,30.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_2/OOD/task_109/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_2/OOD/shard_10/20260413_072841/reports/round_03/evaluation_report_20260413_072841_r03.json
alfworld,clean,gemini-flash,2,OOD,110,True,26.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_2/OOD/task_110/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_2/OOD/shard_11/20260413_072841/reports/round_03/evaluation_report_20260413_072841_r03.json
alfworld,clean,gemini-flash,2,OOD,111,True,9.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_2/OOD/task_111/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_2/OOD/shard_12/20260413_072842/reports/round_03/evaluation_report_20260413_072842_r03.json
alfworld,clean,gemini-flash,2,OOD,112,True,6.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_2/OOD/task_112/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_2/OOD/shard_13/20260413_072841/reports/round_03/evaluation_report_20260413_072841_r03.json
alfworld,clean,gemini-flash,2,OOD,113,True,17.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_2/OOD/task_113/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_2/OOD/shard_14/20260413_072843/reports/round_03/evaluation_report_20260413_072843_r03.json
alfworld,clean,gemini-flash,2,OOD,114,True,19.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_2/OOD/task_114/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_2/OOD/shard_15/20260413_072842/reports/round_03/evaluation_report_20260413_072842_r03.json
alfworld,clean,gemini-flash,2,OOD,115,True,7.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_2/OOD/task_115/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_2/OOD/shard_16/20260413_072840/reports/round_03/evaluation_report_20260413_072840_r03.json
alfworld,clean,gemini-flash,2,OOD,116,True,7.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_2/OOD/task_116/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_2/OOD/shard_17/20260413_072841/reports/round_03/evaluation_report_20260413_072841_r03.json
alfworld,clean,gemini-flash,2,OOD,117,True,19.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_2/OOD/task_117/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_2/OOD/shard_18/20260413_072840/reports/round_03/evaluation_report_20260413_072840_r03.json
alfworld,clean,gemini-flash,2,OOD,118,False,30.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_2/OOD/task_118/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_2/OOD/shard_19/20260413_072839/reports/round_03/evaluation_report_20260413_072839_r03.json
alfworld,clean,gemini-flash,2,OOD,119,True,23.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_2/OOD/task_119/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_2/OOD/shard_20/20260413_072845/reports/round_03/evaluation_report_20260413_072845_r03.json
alfworld,clean,gemini-flash,2,OOD,120,False,30.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_2/OOD/task_120/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_2/OOD/shard_21/20260413_072848/reports/round_03/evaluation_report_20260413_072848_r03.json
alfworld,clean,gemini-flash,2,OOD,121,True,16.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_2/OOD/task_121/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_2/OOD/shard_22/20260413_072844/reports/round_03/evaluation_report_20260413_072844_r03.json
alfworld,clean,gemini-flash,2,OOD,122,False,30.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_2/OOD/task_122/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_2/OOD/shard_23/20260413_072843/reports/round_03/evaluation_report_20260413_072843_r03.json
alfworld,clean,gemini-flash,2,OOD,123,False,30.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_2/OOD/task_123/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_2/OOD/shard_24/20260413_072845/reports/round_03/evaluation_report_20260413_072845_r03.json
alfworld,clean,gemini-flash,2,OOD,124,False,30.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_2/OOD/task_124/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_2/OOD/shard_25/20260413_072843/reports/round_03/evaluation_report_20260413_072843_r03.json
alfworld,clean,gemini-flash,2,OOD,125,False,30.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_2/OOD/task_125/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_2/OOD/shard_26/20260413_072843/reports/round_03/evaluation_report_20260413_072843_r03.json
alfworld,clean,gemini-flash,2,OOD,126,False,30.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_2/OOD/task_126/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_2/OOD/shard_27/20260413_072840/reports/round_03/evaluation_report_20260413_072840_r03.json
alfworld,clean,gemini-flash,2,OOD,127,False,30.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_2/OOD/task_127/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_2/OOD/shard_28/20260413_072846/reports/round_03/evaluation_report_20260413_072846_r03.json
alfworld,clean,gemini-flash,2,OOD,128,False,30.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_2/OOD/task_128/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_2/OOD/shard_29/20260413_072843/reports/round_03/evaluation_report_20260413_072843_r03.json
alfworld,clean,gemini-flash,2,OOD,129,True,15.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_2/OOD/task_129/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_2/OOD/shard_30/20260413_072843/reports/round_03/evaluation_report_20260413_072843_r03.json
alfworld,clean,gemini-flash,2,OOD,130,True,10.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_2/OOD/task_130/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_2/OOD/shard_31/20260413_072843/reports/round_03/evaluation_report_20260413_072843_r03.json
alfworld,clean,gemini-flash,2,OOD,131,False,30.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_2/OOD/task_131/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_2/OOD/shard_32/20260413_072844/reports/round_03/evaluation_report_20260413_072844_r03.json
alfworld,clean,gemini-flash,2,OOD,132,False,30.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_2/OOD/task_132/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_2/OOD/shard_33/20260413_072840/reports/round_03/evaluation_report_20260413_072840_r03.json
alfworld,clean,gemini-flash,2,OOD,133,False,30.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_2/OOD/task_133/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_2/OOD/shard_34/20260413_072843/reports/round_03/evaluation_report_20260413_072843_r03.json
alfworld,clean,gemini-flash,3,ID,0,True,3.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_000/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_0/20260413_095024/reports/round_03/evaluation_report_20260413_095024_r03.json
alfworld,clean,gemini-flash,3,ID,1,False,30.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_001/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_1/20260413_095022/reports/round_03/evaluation_report_20260413_095022_r03.json
alfworld,clean,gemini-flash,3,ID,2,True,5.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_002/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_2/20260413_095851/reports/round_03/evaluation_report_20260413_095851_r03.json
alfworld,clean,gemini-flash,3,ID,3,False,30.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_003/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_3/20260413_095024/reports/round_03/evaluation_report_20260413_095024_r03.json
alfworld,clean,gemini-flash,3,ID,4,True,6.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_004/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_4/20260413_095027/reports/round_03/evaluation_report_20260413_095027_r03.json
alfworld,clean,gemini-flash,3,ID,5,True,11.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_005/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_5/20260413_095856/reports/round_01/evaluation_report_20260413_095856_r01.json
alfworld,clean,gemini-flash,3,ID,6,True,5.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_006/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_6/20260413_095021/reports/round_03/evaluation_report_20260413_095021_r03.json
alfworld,clean,gemini-flash,3,ID,7,False,30.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_007/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_7/20260413_095024/reports/round_03/evaluation_report_20260413_095024_r03.json
alfworld,clean,gemini-flash,3,ID,8,True,5.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_008/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_8/20260413_100020/reports/round_01/evaluation_report_20260413_100020_r01.json
alfworld,clean,gemini-flash,3,ID,9,True,19.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_009/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_9/20260413_095026/reports/round_03/evaluation_report_20260413_095026_r03.json
alfworld,clean,gemini-flash,3,ID,10,True,13.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_010/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_10/20260413_095022/reports/round_03/evaluation_report_20260413_095022_r03.json
alfworld,clean,gemini-flash,3,ID,11,True,10.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_011/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_11/20260413_095855/reports/round_01/evaluation_report_20260413_095855_r01.json
alfworld,clean,gemini-flash,3,ID,12,True,5.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_012/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_12/20260413_095848/reports/round_02/evaluation_report_20260413_095848_r02.json
alfworld,clean,gemini-flash,3,ID,13,True,17.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_013/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_13/20260413_095854/reports/round_01/evaluation_report_20260413_095854_r01.json
alfworld,clean,gemini-flash,3,ID,14,True,16.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_014/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_14/20260413_095852/reports/round_01/evaluation_report_20260413_095852_r01.json
alfworld,clean,gemini-flash,3,ID,15,True,4.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_015/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_15/20260413_095850/reports/round_02/evaluation_report_20260413_095850_r02.json
alfworld,clean,gemini-flash,3,ID,16,True,8.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_016/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_16/20260413_095024/reports/round_03/evaluation_report_20260413_095024_r03.json
alfworld,clean,gemini-flash,3,ID,17,False,30.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_017/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_17/20260413_095025/reports/round_03/evaluation_report_20260413_095025_r03.json
alfworld,clean,gemini-flash,3,ID,18,True,12.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_018/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_18/20260413_095854/reports/round_01/evaluation_report_20260413_095854_r01.json
alfworld,clean,gemini-flash,3,ID,19,True,5.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_019/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_19/20260413_095853/reports/round_02/evaluation_report_20260413_095853_r02.json
alfworld,clean,gemini-flash,3,ID,20,True,18.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_020/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_20/20260413_095019/reports/round_03/evaluation_report_20260413_095019_r03.json
alfworld,clean,gemini-flash,3,ID,21,True,19.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_021/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_21/20260413_095023/reports/round_03/evaluation_report_20260413_095023_r03.json
alfworld,clean,gemini-flash,3,ID,22,True,6.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_022/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_22/20260413_095855/reports/round_01/evaluation_report_20260413_095855_r01.json
alfworld,clean,gemini-flash,3,ID,23,True,9.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_023/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_23/20260413_095020/reports/round_03/evaluation_report_20260413_095020_r03.json
alfworld,clean,gemini-flash,3,ID,24,True,5.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_024/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_24/20260413_095854/reports/round_02/evaluation_report_20260413_095854_r02.json
alfworld,clean,gemini-flash,3,ID,25,True,6.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_025/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_25/20260413_095852/reports/round_01/evaluation_report_20260413_095852_r01.json
alfworld,clean,gemini-flash,3,ID,26,True,5.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_026/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_26/20260413_095849/reports/round_01/evaluation_report_20260413_095849_r01.json
alfworld,clean,gemini-flash,3,ID,27,True,5.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_027/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_27/20260413_095021/reports/round_03/evaluation_report_20260413_095021_r03.json
alfworld,clean,gemini-flash,3,ID,28,True,5.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_028/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_28/20260413_100021/reports/round_01/evaluation_report_20260413_100021_r01.json
alfworld,clean,gemini-flash,3,ID,29,False,30.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_029/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_29/20260413_095023/reports/round_03/evaluation_report_20260413_095023_r03.json
alfworld,clean,gemini-flash,3,ID,30,True,14.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_030/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_30/20260413_095853/reports/round_01/evaluation_report_20260413_095853_r01.json
alfworld,clean,gemini-flash,3,ID,31,True,5.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_031/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_31/20260413_095853/reports/round_01/evaluation_report_20260413_095853_r01.json
alfworld,clean,gemini-flash,3,ID,32,True,17.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_032/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_32/20260413_095854/reports/round_01/evaluation_report_20260413_095854_r01.json
alfworld,clean,gemini-flash,3,ID,33,True,6.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_033/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_33/20260413_095851/reports/round_03/evaluation_report_20260413_095851_r03.json
alfworld,clean,gemini-flash,3,ID,34,True,8.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_034/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_34/20260413_095023/reports/round_03/evaluation_report_20260413_095023_r03.json
alfworld,clean,gemini-flash,3,ID,35,True,5.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_035/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_35/20260413_095855/reports/round_02/evaluation_report_20260413_095855_r02.json
alfworld,clean,gemini-flash,3,ID,36,True,24.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_036/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_36/20260413_095025/reports/round_03/evaluation_report_20260413_095025_r03.json
alfworld,clean,gemini-flash,3,ID,37,True,8.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_037/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_37/20260413_095856/reports/round_01/evaluation_report_20260413_095856_r01.json
alfworld,clean,gemini-flash,3,ID,38,True,8.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_038/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_38/20260413_100020/reports/round_01/evaluation_report_20260413_100020_r01.json
alfworld,clean,gemini-flash,3,ID,39,True,7.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_039/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_39/20260413_095852/reports/round_02/evaluation_report_20260413_095852_r02.json
alfworld,clean,gemini-flash,3,ID,40,True,15.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_040/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_40/20260413_095854/reports/round_01/evaluation_report_20260413_095854_r01.json
alfworld,clean,gemini-flash,3,ID,41,True,8.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_041/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_41/20260413_095856/reports/round_01/evaluation_report_20260413_095856_r01.json
alfworld,clean,gemini-flash,3,ID,42,True,15.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_042/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_42/20260413_095022/reports/round_03/evaluation_report_20260413_095022_r03.json
alfworld,clean,gemini-flash,3,ID,43,True,16.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_043/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_43/20260413_095852/reports/round_01/evaluation_report_20260413_095852_r01.json
alfworld,clean,gemini-flash,3,ID,44,True,7.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_044/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_44/20260413_095022/reports/round_03/evaluation_report_20260413_095022_r03.json
alfworld,clean,gemini-flash,3,ID,45,True,7.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_045/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_45/20260413_095856/reports/round_02/evaluation_report_20260413_095856_r02.json
alfworld,clean,gemini-flash,3,ID,46,True,15.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_046/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_46/20260413_095025/reports/round_03/evaluation_report_20260413_095025_r03.json
alfworld,clean,gemini-flash,3,ID,47,False,30.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_047/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_47/20260413_095019/reports/round_03/evaluation_report_20260413_095019_r03.json
alfworld,clean,gemini-flash,3,ID,48,True,9.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_048/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_48/20260413_095853/reports/round_01/evaluation_report_20260413_095853_r01.json
alfworld,clean,gemini-flash,3,ID,49,True,8.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_049/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_49/20260413_095853/reports/round_01/evaluation_report_20260413_095853_r01.json
alfworld,clean,gemini-flash,3,ID,50,True,13.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_050/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_50/20260413_095106/reports/round_03/evaluation_report_20260413_095106_r03.json
alfworld,clean,gemini-flash,3,ID,51,False,30.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_051/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_51/20260413_095108/reports/round_03/evaluation_report_20260413_095108_r03.json
alfworld,clean,gemini-flash,3,ID,52,True,11.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_052/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_52/20260413_095109/reports/round_03/evaluation_report_20260413_095109_r03.json
alfworld,clean,gemini-flash,3,ID,53,False,30.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_053/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_53/20260413_095113/reports/round_03/evaluation_report_20260413_095113_r03.json
alfworld,clean,gemini-flash,3,ID,54,True,12.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_054/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_54/20260413_095131/reports/round_03/evaluation_report_20260413_095131_r03.json
alfworld,clean,gemini-flash,3,ID,55,False,30.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_055/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_55/20260413_095133/reports/round_03/evaluation_report_20260413_095133_r03.json
alfworld,clean,gemini-flash,3,ID,56,True,17.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_056/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_56/20260413_095133/reports/round_03/evaluation_report_20260413_095133_r03.json
alfworld,clean,gemini-flash,3,ID,57,True,25.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_057/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_57/20260413_095137/reports/round_03/evaluation_report_20260413_095137_r03.json
alfworld,clean,gemini-flash,3,ID,58,False,30.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_058/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_58/20260413_095138/reports/round_03/evaluation_report_20260413_095138_r03.json
alfworld,clean,gemini-flash,3,ID,59,True,20.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/gemini-flash/run_3/ID/task_059/evaluation_report.json,/root/output-0425/alfworld/clean/gemini-flash/run_3/ID/task_59/20260413_095139/reports/round_03/evaluation_report_20260413_095139_r03.json
