dataset,method,model,split,run,task_id,config,topk,source,step_start_index,bits_in_step,decoded_bits,expected_bits,step_match,bit_matches
alfworld,rank,deepseek,ID,2,139,full_rank,full,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/ID/task_139/evaluation_report.json,9,2,10,10,1,11
alfworld,rank,deepseek,ID,2,139,full_rank,full,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/ID/task_139/evaluation_report.json,11,1,0,0,1,1
alfworld,rank,deepseek,ID,2,139,full_rank,full,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/ID/task_139/evaluation_report.json,12,1,1,1,1,1
alfworld,rank,deepseek,ID,2,139,full_rank,full,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/ID/task_139/evaluation_report.json,13,1,0,0,1,1
alfworld,rank,deepseek,ID,2,139,full_rank,full,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/ID/task_139/evaluation_report.json,14,1,1,1,1,1
alfworld,rank,deepseek,ID,2,139,full_rank,full,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/ID/task_139/evaluation_report.json,15,2,11,11,1,11
alfworld,rank,deepseek,ID,2,139,full_rank,full,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/ID/task_139/evaluation_report.json,17,1,0,0,1,1
alfworld,rank,deepseek,ID,2,139,full_rank,full,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/ID/task_139/evaluation_report.json,18,2,10,10,1,11
alfworld,rank,deepseek,ID,2,139,full_rank,full,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/ID/task_139/evaluation_report.json,20,1,0,0,1,1
alfworld,rank,deepseek,ID,2,139,top10,10,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/ID/task_139/evaluation_report.json,0,3,111,111,1,111
alfworld,rank,deepseek,ID,2,139,top10,10,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/ID/task_139/evaluation_report.json,3,1,1,1,1,1
alfworld,rank,deepseek,ID,2,139,top10,10,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/ID/task_139/evaluation_report.json,4,1,1,1,1,1
alfworld,rank,deepseek,ID,2,139,top10,10,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/ID/task_139/evaluation_report.json,5,1,0,0,1,1
alfworld,rank,deepseek,ID,2,139,top10,10,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/ID/task_139/evaluation_report.json,6,1,0,0,1,1
alfworld,rank,deepseek,ID,2,139,top10,10,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/ID/task_139/evaluation_report.json,7,1,1,1,1,1
alfworld,rank,deepseek,ID,2,139,top10,10,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/ID/task_139/evaluation_report.json,8,1,0,0,1,1
alfworld,rank,deepseek,ID,2,139,top10,10,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/ID/task_139/evaluation_report.json,9,2,10,10,1,11
alfworld,rank,deepseek,ID,2,139,top10,10,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/ID/task_139/evaluation_report.json,11,1,0,0,1,1
alfworld,rank,deepseek,ID,2,139,top10,10,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/ID/task_139/evaluation_report.json,12,1,1,1,1,1
alfworld,rank,deepseek,ID,2,139,top10,10,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/ID/task_139/evaluation_report.json,13,1,0,0,1,1
alfworld,rank,deepseek,ID,2,139,top10,10,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/ID/task_139/evaluation_report.json,14,1,1,1,1,1
alfworld,rank,deepseek,ID,2,139,top10,10,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/ID/task_139/evaluation_report.json,15,2,11,11,1,11
alfworld,rank,deepseek,ID,2,139,top10,10,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/ID/task_139/evaluation_report.json,17,1,0,0,1,1
alfworld,rank,deepseek,ID,2,139,top10,10,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/ID/task_139/evaluation_report.json,18,2,10,10,1,11
alfworld,rank,deepseek,ID,2,139,top10,10,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/ID/task_139/evaluation_report.json,20,1,0,0,1,1
alfworld,rank,deepseek,ID,2,139,top5,5,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/ID/task_139/evaluation_report.json,3,1,1,1,1,1
alfworld,rank,deepseek,ID,2,139,top5,5,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/ID/task_139/evaluation_report.json,4,1,1,1,1,1
alfworld,rank,deepseek,ID,2,139,top5,5,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/ID/task_139/evaluation_report.json,5,1,0,0,1,1
alfworld,rank,deepseek,ID,2,139,top5,5,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/ID/task_139/evaluation_report.json,6,1,0,0,1,1
alfworld,rank,deepseek,ID,2,139,top5,5,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/ID/task_139/evaluation_report.json,7,1,1,1,1,1
alfworld,rank,deepseek,ID,2,139,top5,5,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/ID/task_139/evaluation_report.json,8,1,0,0,1,1
alfworld,rank,deepseek,ID,2,139,top5,5,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/ID/task_139/evaluation_report.json,11,1,0,0,1,1
alfworld,rank,deepseek,ID,2,139,top5,5,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/ID/task_139/evaluation_report.json,12,1,1,1,1,1
alfworld,rank,deepseek,ID,2,139,top5,5,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/ID/task_139/evaluation_report.json,13,1,0,0,1,1
alfworld,rank,deepseek,ID,2,139,top5,5,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/ID/task_139/evaluation_report.json,14,1,1,1,1,1
alfworld,rank,deepseek,ID,2,139,top5,5,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/ID/task_139/evaluation_report.json,15,2,11,11,1,11
alfworld,rank,deepseek,ID,2,139,top5,5,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/ID/task_139/evaluation_report.json,17,1,0,0,1,1
alfworld,rank,deepseek,ID,2,139,top5,5,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/ID/task_139/evaluation_report.json,18,2,10,10,1,11
alfworld,rank,deepseek,ID,2,139,top3,3,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/ID/task_139/evaluation_report.json,3,1,1,1,1,1
alfworld,rank,deepseek,ID,2,139,top3,3,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/ID/task_139/evaluation_report.json,4,1,1,1,1,1
alfworld,rank,deepseek,ID,2,139,top3,3,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/ID/task_139/evaluation_report.json,5,1,0,0,1,1
alfworld,rank,deepseek,ID,2,139,top3,3,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/ID/task_139/evaluation_report.json,6,1,0,0,1,1
alfworld,rank,deepseek,ID,2,139,top3,3,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/ID/task_139/evaluation_report.json,7,1,1,1,1,1
alfworld,rank,deepseek,ID,2,139,top3,3,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/ID/task_139/evaluation_report.json,8,1,0,0,1,1
alfworld,rank,deepseek,ID,2,139,top3,3,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/ID/task_139/evaluation_report.json,11,1,0,0,1,1
alfworld,rank,deepseek,ID,2,139,top3,3,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/ID/task_139/evaluation_report.json,13,1,0,0,1,1
alfworld,rank,deepseek,ID,2,139,top3,3,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/ID/task_139/evaluation_report.json,14,1,1,1,1,1
alfworld,rank,deepseek,ID,2,139,top3,3,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/ID/task_139/evaluation_report.json,17,1,0,0,1,1
alfworld,rank,deepseek,ID,2,139,top2,2,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/ID/task_139/evaluation_report.json,4,1,1,1,1,1
alfworld,rank,deepseek,ID,2,139,top2,2,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/ID/task_139/evaluation_report.json,7,1,1,1,1,1
alfworld,rank,deepseek,ID,2,139,top2,2,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/ID/task_139/evaluation_report.json,11,1,0,0,1,1
alfworld,rank,deepseek,ID,2,139,top2,2,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/ID/task_139/evaluation_report.json,14,1,1,1,1,1
alfworld,rank,deepseek,ID,2,139,top2,2,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/ID/task_139/evaluation_report.json,17,1,0,0,1,1
alfworld,rank,deepseek,OOD,2,000,full_rank,full,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_000/evaluation_report.json,0,1,1,1,1,1
alfworld,rank,deepseek,OOD,2,000,full_rank,full,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_000/evaluation_report.json,1,1,1,1,1,1
alfworld,rank,deepseek,OOD,2,000,top10,10,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_000/evaluation_report.json,0,1,1,1,1,1
alfworld,rank,deepseek,OOD,2,000,top10,10,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_000/evaluation_report.json,1,1,1,1,1,1
alfworld,rank,deepseek,OOD,2,000,top5,5,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_000/evaluation_report.json,0,1,1,1,1,1
alfworld,rank,deepseek,OOD,2,000,top5,5,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_000/evaluation_report.json,1,1,1,1,1,1
alfworld,rank,deepseek,OOD,2,000,top3,3,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_000/evaluation_report.json,1,1,1,1,1,1
alfworld,rank,deepseek,OOD,2,000,top2,2,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_000/evaluation_report.json,1,1,1,1,1,1
alfworld,rank,deepseek,OOD,2,001,full_rank,full,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_001/evaluation_report.json,0,1,1,1,1,1
alfworld,rank,deepseek,OOD,2,001,full_rank,full,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_001/evaluation_report.json,1,1,1,1,1,1
alfworld,rank,deepseek,OOD,2,001,full_rank,full,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_001/evaluation_report.json,2,1,1,1,1,1
alfworld,rank,deepseek,OOD,2,001,full_rank,full,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_001/evaluation_report.json,3,1,1,1,1,1
alfworld,rank,deepseek,OOD,2,001,full_rank,full,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_001/evaluation_report.json,4,1,1,1,1,1
alfworld,rank,deepseek,OOD,2,001,full_rank,full,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_001/evaluation_report.json,6,1,0,0,1,1
alfworld,rank,deepseek,OOD,2,001,top10,10,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_001/evaluation_report.json,0,1,1,1,1,1
alfworld,rank,deepseek,OOD,2,001,top10,10,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_001/evaluation_report.json,1,1,1,1,1,1
alfworld,rank,deepseek,OOD,2,001,top10,10,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_001/evaluation_report.json,2,1,1,1,1,1
alfworld,rank,deepseek,OOD,2,001,top10,10,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_001/evaluation_report.json,3,1,1,1,1,1
alfworld,rank,deepseek,OOD,2,001,top10,10,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_001/evaluation_report.json,4,1,1,1,1,1
alfworld,rank,deepseek,OOD,2,001,top10,10,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_001/evaluation_report.json,6,1,0,0,1,1
alfworld,rank,deepseek,OOD,2,001,top5,5,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_001/evaluation_report.json,0,1,1,1,1,1
alfworld,rank,deepseek,OOD,2,001,top5,5,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_001/evaluation_report.json,1,1,1,1,1,1
alfworld,rank,deepseek,OOD,2,001,top5,5,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_001/evaluation_report.json,2,1,1,1,1,1
alfworld,rank,deepseek,OOD,2,001,top5,5,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_001/evaluation_report.json,3,1,1,1,1,1
alfworld,rank,deepseek,OOD,2,001,top5,5,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_001/evaluation_report.json,4,1,1,1,1,1
alfworld,rank,deepseek,OOD,2,001,top5,5,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_001/evaluation_report.json,6,1,0,0,1,1
alfworld,rank,deepseek,OOD,2,001,top3,3,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_001/evaluation_report.json,1,1,1,1,1,1
alfworld,rank,deepseek,OOD,2,001,top3,3,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_001/evaluation_report.json,2,1,1,1,1,1
alfworld,rank,deepseek,OOD,2,001,top3,3,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_001/evaluation_report.json,3,1,1,1,1,1
alfworld,rank,deepseek,OOD,2,001,top3,3,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_001/evaluation_report.json,4,1,1,1,1,1
alfworld,rank,deepseek,OOD,2,001,top3,3,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_001/evaluation_report.json,6,1,0,0,1,1
alfworld,rank,deepseek,OOD,2,001,top2,2,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_001/evaluation_report.json,3,1,1,1,1,1
alfworld,rank,deepseek,OOD,2,001,top2,2,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_001/evaluation_report.json,4,1,1,1,1,1
alfworld,rank,deepseek,OOD,2,002,full_rank,full,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_002/evaluation_report.json,0,1,1,1,1,1
alfworld,rank,deepseek,OOD,2,002,full_rank,full,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_002/evaluation_report.json,1,1,1,1,1,1
alfworld,rank,deepseek,OOD,2,002,full_rank,full,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_002/evaluation_report.json,2,2,11,11,1,11
alfworld,rank,deepseek,OOD,2,002,full_rank,full,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_002/evaluation_report.json,4,2,10,10,1,11
alfworld,rank,deepseek,OOD,2,002,full_rank,full,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_002/evaluation_report.json,6,1,0,0,1,1
alfworld,rank,deepseek,OOD,2,002,full_rank,full,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_002/evaluation_report.json,7,1,1,1,1,1
alfworld,rank,deepseek,OOD,2,002,full_rank,full,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_002/evaluation_report.json,8,2,01,01,1,11
alfworld,rank,deepseek,OOD,2,002,full_rank,full,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_002/evaluation_report.json,10,1,0,0,1,1
alfworld,rank,deepseek,OOD,2,002,full_rank,full,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_002/evaluation_report.json,11,2,01,01,1,11
alfworld,rank,deepseek,OOD,2,002,full_rank,full,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_002/evaluation_report.json,13,1,0,0,1,1
alfworld,rank,deepseek,OOD,2,002,full_rank,full,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_002/evaluation_report.json,14,1,1,1,1,1
alfworld,rank,deepseek,OOD,2,002,full_rank,full,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_002/evaluation_report.json,15,2,11,11,1,11
alfworld,rank,deepseek,OOD,2,002,full_rank,full,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_002/evaluation_report.json,20,2,11,01,0,01
alfworld,rank,deepseek,OOD,2,002,top10,10,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_002/evaluation_report.json,0,1,1,1,1,1
alfworld,rank,deepseek,OOD,2,002,top10,10,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_002/evaluation_report.json,1,1,1,1,1,1
alfworld,rank,deepseek,OOD,2,002,top10,10,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_002/evaluation_report.json,2,2,11,11,1,11
alfworld,rank,deepseek,OOD,2,002,top10,10,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_002/evaluation_report.json,4,2,10,10,1,11
alfworld,rank,deepseek,OOD,2,002,top10,10,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_002/evaluation_report.json,6,1,0,0,1,1
alfworld,rank,deepseek,OOD,2,002,top10,10,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_002/evaluation_report.json,7,1,1,1,1,1
alfworld,rank,deepseek,OOD,2,002,top10,10,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_002/evaluation_report.json,8,2,01,01,1,11
alfworld,rank,deepseek,OOD,2,002,top10,10,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_002/evaluation_report.json,10,1,0,0,1,1
alfworld,rank,deepseek,OOD,2,002,top10,10,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_002/evaluation_report.json,11,2,01,01,1,11
alfworld,rank,deepseek,OOD,2,002,top10,10,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_002/evaluation_report.json,13,1,0,0,1,1
alfworld,rank,deepseek,OOD,2,002,top10,10,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_002/evaluation_report.json,14,1,1,1,1,1
alfworld,rank,deepseek,OOD,2,002,top10,10,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_002/evaluation_report.json,15,2,11,11,1,11
alfworld,rank,deepseek,OOD,2,002,top10,10,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_002/evaluation_report.json,20,2,11,01,0,01
alfworld,rank,deepseek,OOD,2,002,top5,5,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_002/evaluation_report.json,0,1,1,1,1,1
alfworld,rank,deepseek,OOD,2,002,top5,5,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_002/evaluation_report.json,1,1,1,1,1,1
alfworld,rank,deepseek,OOD,2,002,top5,5,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_002/evaluation_report.json,2,2,11,11,1,11
alfworld,rank,deepseek,OOD,2,002,top5,5,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_002/evaluation_report.json,4,2,10,10,1,11
alfworld,rank,deepseek,OOD,2,002,top5,5,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_002/evaluation_report.json,6,1,0,0,1,1
alfworld,rank,deepseek,OOD,2,002,top5,5,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_002/evaluation_report.json,7,1,1,1,1,1
alfworld,rank,deepseek,OOD,2,002,top5,5,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_002/evaluation_report.json,8,2,01,01,1,11
alfworld,rank,deepseek,OOD,2,002,top5,5,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_002/evaluation_report.json,10,1,0,0,1,1
alfworld,rank,deepseek,OOD,2,002,top5,5,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_002/evaluation_report.json,13,1,0,0,1,1
alfworld,rank,deepseek,OOD,2,002,top5,5,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_002/evaluation_report.json,14,1,1,1,1,1
alfworld,rank,deepseek,OOD,2,002,top3,3,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_002/evaluation_report.json,0,1,1,1,1,1
alfworld,rank,deepseek,OOD,2,002,top3,3,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_002/evaluation_report.json,1,1,1,1,1,1
alfworld,rank,deepseek,OOD,2,002,top3,3,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_002/evaluation_report.json,6,1,0,0,1,1
alfworld,rank,deepseek,OOD,2,002,top3,3,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_002/evaluation_report.json,7,1,1,1,1,1
alfworld,rank,deepseek,OOD,2,002,top3,3,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_002/evaluation_report.json,10,1,0,0,1,1
alfworld,rank,deepseek,OOD,2,002,top3,3,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_002/evaluation_report.json,13,1,0,0,1,1
alfworld,rank,deepseek,OOD,2,002,top3,3,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_002/evaluation_report.json,14,1,1,1,1,1
alfworld,rank,deepseek,OOD,2,002,top2,2,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_002/evaluation_report.json,6,1,0,0,1,1
alfworld,rank,deepseek,OOD,2,002,top2,2,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_002/evaluation_report.json,7,1,1,1,1,1
alfworld,rank,deepseek,OOD,2,002,top2,2,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_002/evaluation_report.json,13,1,0,0,1,1
alfworld,rank,deepseek,OOD,2,002,top2,2,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_002/evaluation_report.json,14,1,1,1,1,1
alfworld,rank,deepseek,OOD,2,003,full_rank,full,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_003/evaluation_report.json,0,2,11,11,1,11
alfworld,rank,deepseek,OOD,2,003,full_rank,full,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_003/evaluation_report.json,2,1,1,1,1,1
alfworld,rank,deepseek,OOD,2,003,full_rank,full,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_003/evaluation_report.json,5,2,00,00,1,11
alfworld,rank,deepseek,OOD,2,003,full_rank,full,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_003/evaluation_report.json,7,2,10,10,1,11
alfworld,rank,deepseek,OOD,2,003,full_rank,full,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_003/evaluation_report.json,9,1,1,1,1,1
alfworld,rank,deepseek,OOD,2,003,full_rank,full,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_003/evaluation_report.json,10,2,00,00,1,11
alfworld,rank,deepseek,OOD,2,003,full_rank,full,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_003/evaluation_report.json,12,2,10,10,1,11
alfworld,rank,deepseek,OOD,2,003,full_rank,full,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_003/evaluation_report.json,16,1,1,1,1,1
alfworld,rank,deepseek,OOD,2,003,full_rank,full,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_003/evaluation_report.json,17,1,0,0,1,1
alfworld,rank,deepseek,OOD,2,003,full_rank,full,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_003/evaluation_report.json,18,2,10,10,1,11
alfworld,rank,deepseek,OOD,2,003,full_rank,full,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_003/evaluation_report.json,20,1,0,0,1,1
alfworld,rank,deepseek,OOD,2,003,full_rank,full,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_003/evaluation_report.json,21,1,1,1,1,1
alfworld,rank,deepseek,OOD,2,003,full_rank,full,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_003/evaluation_report.json,22,1,1,1,1,1
alfworld,rank,deepseek,OOD,2,003,full_rank,full,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_003/evaluation_report.json,23,2,11,11,1,11
alfworld,rank,deepseek,OOD,2,003,full_rank,full,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_003/evaluation_report.json,27,2,10,10,1,11
alfworld,rank,deepseek,OOD,2,003,full_rank,full,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_003/evaluation_report.json,29,1,0,0,1,1
alfworld,rank,deepseek,OOD,2,003,full_rank,full,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_003/evaluation_report.json,30,3,111,111,1,111
alfworld,rank,deepseek,OOD,2,003,top10,10,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_003/evaluation_report.json,0,2,11,11,1,11
alfworld,rank,deepseek,OOD,2,003,top10,10,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_003/evaluation_report.json,2,1,1,1,1,1
alfworld,rank,deepseek,OOD,2,003,top10,10,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_003/evaluation_report.json,5,2,00,00,1,11
alfworld,rank,deepseek,OOD,2,003,top10,10,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_003/evaluation_report.json,7,2,10,10,1,11
alfworld,rank,deepseek,OOD,2,003,top10,10,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_003/evaluation_report.json,9,1,1,1,1,1
alfworld,rank,deepseek,OOD,2,003,top10,10,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_003/evaluation_report.json,10,2,00,00,1,11
alfworld,rank,deepseek,OOD,2,003,top10,10,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_003/evaluation_report.json,12,2,10,10,1,11
alfworld,rank,deepseek,OOD,2,003,top10,10,/root/autodl-tmp/output-0510/alfworld/rank/deepseek/run_2/OOD/task_003/evaluation_report.json,16,1,1,1,1,1
