dataset,method,model,split,config,N,runs,observed_N_min,observed_N_mean,match_rate_mean,match_rate_std,log10_p_value_mean,log10_p_value_std,p_value_geomean
toolbench,rank,deepseek,G1_instruction,full_rank,100,3,28,34,1.0,0.0,-10.23501985257536,1.592901011395493,5.820766091346738e-11
toolbench,rank,deepseek,G1_instruction,full_rank,150,3,28,34,1.0,0.0,-10.23501985257536,1.592901011395493,5.820766091346738e-11
toolbench,rank,deepseek,G1_instruction,full_rank,200,3,28,34,1.0,0.0,-10.23501985257536,1.592901011395493,5.820766091346738e-11
toolbench,rank,deepseek,G1_instruction,top10,5,3,5,5,1.0,0.0,-1.505149978319906,0.0,0.031249999999999997
toolbench,rank,deepseek,G1_instruction,top10,10,3,10,10,1.0,0.0,-3.010299956639812,0.0,0.0009765624999999997
toolbench,rank,deepseek,G1_instruction,top10,20,3,20,20,1.0,0.0,-6.020599913279624,0.0,9.536743164062494e-07
toolbench,rank,deepseek,G1_instruction,top10,30,3,28,29.333333333333332,1.0,0.0,-8.830213206143448,0.3475994980615029,1.4783824346663447e-09
toolbench,rank,deepseek,G1_instruction,top10,50,3,28,34,1.0,0.0,-10.23501985257536,1.592901011395493,5.820766091346738e-11
toolbench,rank,deepseek,G1_instruction,top10,80,3,28,34,1.0,0.0,-10.23501985257536,1.592901011395493,5.820766091346738e-11
toolbench,rank,deepseek,G1_instruction,top10,100,3,28,34,1.0,0.0,-10.23501985257536,1.592901011395493,5.820766091346738e-11
toolbench,rank,deepseek,G1_instruction,top10,150,3,28,34,1.0,0.0,-10.23501985257536,1.592901011395493,5.820766091346738e-11
toolbench,rank,deepseek,G1_instruction,top10,200,3,28,34,1.0,0.0,-10.23501985257536,1.592901011395493,5.820766091346738e-11
toolbench,rank,deepseek,G1_instruction,top2,5,3,5,5,1.0,0.0,-1.505149978319906,0.0,0.031249999999999997
toolbench,rank,deepseek,G1_instruction,top2,10,3,7,9,1.0,0.0,-2.709269960975831,0.5213992470922544,0.0019531249999999996
toolbench,rank,deepseek,G1_instruction,top2,20,3,7,10.666666666666666,1.0,0.0,-3.2109866204157993,0.9676760489222194,0.0006151958251439812
toolbench,rank,deepseek,G1_instruction,top2,30,3,7,10.666666666666666,1.0,0.0,-3.2109866204157993,0.9676760489222194,0.0006151958251439812
toolbench,rank,deepseek,G1_instruction,top2,50,3,7,10.666666666666666,1.0,0.0,-3.2109866204157993,0.9676760489222194,0.0006151958251439812
toolbench,rank,deepseek,G1_instruction,top2,80,3,7,10.666666666666666,1.0,0.0,-3.2109866204157993,0.9676760489222194,0.0006151958251439812
toolbench,rank,deepseek,G1_instruction,top2,100,3,7,10.666666666666666,1.0,0.0,-3.2109866204157993,0.9676760489222194,0.0006151958251439812
toolbench,rank,deepseek,G1_instruction,top2,150,3,7,10.666666666666666,1.0,0.0,-3.2109866204157993,0.9676760489222194,0.0006151958251439812
toolbench,rank,deepseek,G1_instruction,top2,200,3,7,10.666666666666666,1.0,0.0,-3.2109866204157993,0.9676760489222194,0.0006151958251439812
toolbench,rank,deepseek,G1_instruction,top3,5,3,5,5,1.0,0.0,-1.505149978319906,0.0,0.031249999999999997
toolbench,rank,deepseek,G1_instruction,top3,10,3,10,10,1.0,0.0,-3.010299956639812,0.0,0.0009765624999999997
toolbench,rank,deepseek,G1_instruction,top3,20,3,14,18,1.0,0.0,-5.418539921951662,1.0427984941845088,3.8146972656249987e-06
toolbench,rank,deepseek,G1_instruction,top3,30,3,14,18.666666666666668,1.0,0.0,-5.619226585727649,1.2532878135862944,2.4031086919686764e-06
toolbench,rank,deepseek,G1_instruction,top3,50,3,14,18.666666666666668,1.0,0.0,-5.619226585727649,1.2532878135862944,2.4031086919686764e-06
toolbench,rank,deepseek,G1_instruction,top3,80,3,14,18.666666666666668,1.0,0.0,-5.619226585727649,1.2532878135862944,2.4031086919686764e-06
toolbench,rank,deepseek,G1_instruction,top3,100,3,14,18.666666666666668,1.0,0.0,-5.619226585727649,1.2532878135862944,2.4031086919686764e-06
toolbench,rank,deepseek,G1_instruction,top3,150,3,14,18.666666666666668,1.0,0.0,-5.619226585727649,1.2532878135862944,2.4031086919686764e-06
toolbench,rank,deepseek,G1_instruction,top3,200,3,14,18.666666666666668,1.0,0.0,-5.619226585727649,1.2532878135862944,2.4031086919686764e-06
toolbench,rank,deepseek,G1_instruction,top5,5,3,5,5,1.0,0.0,-1.505149978319906,0.0,0.031249999999999997
toolbench,rank,deepseek,G1_instruction,top5,10,3,10,10,1.0,0.0,-3.010299956639812,0.0,0.0009765624999999997
toolbench,rank,deepseek,G1_instruction,top5,20,3,20,20,1.0,0.0,-6.020599913279624,0.0,9.536743164062494e-07
toolbench,rank,deepseek,G1_instruction,top5,30,3,21,27,1.0,0.0,-8.127809882927492,1.5641977412767625,7.450580596923831e-09
toolbench,rank,deepseek,G1_instruction,top5,50,3,21,28.333333333333332,1.0,0.0,-8.529183210479466,2.0043564846352155,2.95676486933269e-09
toolbench,rank,deepseek,G1_instruction,top5,80,3,21,28.333333333333332,1.0,0.0,-8.529183210479466,2.0043564846352155,2.95676486933269e-09
toolbench,rank,deepseek,G1_instruction,top5,100,3,21,28.333333333333332,1.0,0.0,-8.529183210479466,2.0043564846352155,2.95676486933269e-09
toolbench,rank,deepseek,G1_instruction,top5,150,3,21,28.333333333333332,1.0,0.0,-8.529183210479466,2.0043564846352155,2.95676486933269e-09
toolbench,rank,deepseek,G1_instruction,top5,200,3,21,28.333333333333332,1.0,0.0,-8.529183210479466,2.0043564846352155,2.95676486933269e-09
toolbench,rank,deepseek,G1_tool,full_rank,5,3,5,5,1.0,0.0,-1.505149978319906,0.0,0.031249999999999997
toolbench,rank,deepseek,G1_tool,full_rank,10,3,10,10,1.0,0.0,-3.010299956639812,0.0,0.0009765624999999997
toolbench,rank,deepseek,G1_tool,full_rank,20,3,20,20,1.0,0.0,-6.020599913279624,0.0,9.536743164062494e-07
toolbench,rank,deepseek,G1_tool,full_rank,30,3,24,28,1.0,0.0,-8.428839878591473,1.0427984941845088,3.725290298461915e-09
toolbench,rank,deepseek,G1_tool,full_rank,50,3,24,30.666666666666668,1.0,0.0,-9.231586533695424,1.763874806953338,5.866964580001642e-10
toolbench,rank,deepseek,G1_tool,full_rank,80,3,24,30.666666666666668,1.0,0.0,-9.231586533695424,1.763874806953338,5.866964580001642e-10
toolbench,rank,deepseek,G1_tool,full_rank,100,3,24,30.666666666666668,1.0,0.0,-9.231586533695424,1.763874806953338,5.866964580001642e-10
toolbench,rank,deepseek,G1_tool,full_rank,150,3,24,30.666666666666668,1.0,0.0,-9.231586533695424,1.763874806953338,5.866964580001642e-10
toolbench,rank,deepseek,G1_tool,full_rank,200,3,24,30.666666666666668,1.0,0.0,-9.231586533695424,1.763874806953338,5.866964580001642e-10
toolbench,rank,deepseek,G1_tool,top10,5,3,5,5,1.0,0.0,-1.505149978319906,0.0,0.031249999999999997
toolbench,rank,deepseek,G1_tool,top10,10,3,10,10,1.0,0.0,-3.010299956639812,0.0,0.0009765624999999997
toolbench,rank,deepseek,G1_tool,top10,20,3,20,20,1.0,0.0,-6.020599913279624,0.0,9.536743164062494e-07
toolbench,rank,deepseek,G1_tool,top10,30,3,24,28,1.0,0.0,-8.428839878591473,1.0427984941845088,3.725290298461915e-09
toolbench,rank,deepseek,G1_tool,top10,50,3,24,30.666666666666668,1.0,0.0,-9.231586533695424,1.763874806953338,5.866964580001642e-10
toolbench,rank,deepseek,G1_tool,top10,80,3,24,30.666666666666668,1.0,0.0,-9.231586533695424,1.763874806953338,5.866964580001642e-10
toolbench,rank,deepseek,G1_tool,top10,100,3,24,30.666666666666668,1.0,0.0,-9.231586533695424,1.763874806953338,5.866964580001642e-10
toolbench,rank,deepseek,G1_tool,top10,150,3,24,30.666666666666668,1.0,0.0,-9.231586533695424,1.763874806953338,5.866964580001642e-10
toolbench,rank,deepseek,G1_tool,top10,200,3,24,30.666666666666668,1.0,0.0,-9.231586533695424,1.763874806953338,5.866964580001642e-10
toolbench,rank,deepseek,G1_tool,top2,5,3,5,5,1.0,0.0,-1.505149978319906,0.0,0.031249999999999997
toolbench,rank,deepseek,G1_tool,top2,10,3,6,8.666666666666666,1.0,0.0,-2.6089266290878372,0.6951989961230058,0.002460783300575923
toolbench,rank,deepseek,G1_tool,top2,20,3,6,11.666666666666666,1.0,0.0,-3.5120166160797806,1.5447659590659752,0.0003075979125719906
toolbench,rank,deepseek,G1_tool,top2,30,3,6,11.666666666666666,1.0,0.0,-3.5120166160797806,1.5447659590659752,0.0003075979125719906
toolbench,rank,deepseek,G1_tool,top2,50,3,6,11.666666666666666,1.0,0.0,-3.5120166160797806,1.5447659590659752,0.0003075979125719906
toolbench,rank,deepseek,G1_tool,top2,80,3,6,11.666666666666666,1.0,0.0,-3.5120166160797806,1.5447659590659752,0.0003075979125719906
toolbench,rank,deepseek,G1_tool,top2,100,3,6,11.666666666666666,1.0,0.0,-3.5120166160797806,1.5447659590659752,0.0003075979125719906
toolbench,rank,deepseek,G1_tool,top2,150,3,6,11.666666666666666,1.0,0.0,-3.5120166160797806,1.5447659590659752,0.0003075979125719906
toolbench,rank,deepseek,G1_tool,top2,200,3,6,11.666666666666666,1.0,0.0,-3.5120166160797806,1.5447659590659752,0.0003075979125719906
toolbench,rank,deepseek,G1_tool,top3,5,3,5,5,1.0,0.0,-1.505149978319906,0.0,0.031249999999999997
toolbench,rank,deepseek,G1_tool,top3,10,3,10,10,1.0,0.0,-3.010299956639812,0.0,0.0009765624999999997
toolbench,rank,deepseek,G1_tool,top3,20,3,15,18.333333333333332,1.0,0.0,-5.518883253839656,0.8689987451537573,3.0277272261966663e-06
toolbench,rank,deepseek,G1_tool,top3,30,3,15,19,1.0,0.0,-5.719569917615643,1.0427984941845088,1.907348632812499e-06
toolbench,rank,deepseek,G1_tool,top3,50,3,15,19,1.0,0.0,-5.719569917615643,1.0427984941845088,1.907348632812499e-06
toolbench,rank,deepseek,G1_tool,top3,80,3,15,19,1.0,0.0,-5.719569917615643,1.0427984941845088,1.907348632812499e-06
toolbench,rank,deepseek,G1_tool,top3,100,3,15,19,1.0,0.0,-5.719569917615643,1.0427984941845088,1.907348632812499e-06
toolbench,rank,deepseek,G1_tool,top3,150,3,15,19,1.0,0.0,-5.719569917615643,1.0427984941845088,1.907348632812499e-06
toolbench,rank,deepseek,G1_tool,top3,200,3,15,19,1.0,0.0,-5.719569917615643,1.0427984941845088,1.907348632812499e-06
toolbench,rank,deepseek,G1_tool,top5,5,3,5,5,1.0,0.0,-1.505149978319906,0.0,0.031249999999999997
toolbench,rank,deepseek,G1_tool,top5,10,3,10,10,1.0,0.0,-3.010299956639812,0.0,0.0009765624999999997
toolbench,rank,deepseek,G1_tool,top5,20,3,17,19,1.0,0.0,-5.719569917615643,0.5213992470922544,1.907348632812499e-06
toolbench,rank,deepseek,G1_tool,top5,30,3,17,23.666666666666668,1.0,0.0,-7.124376564047555,1.7638748069533376,7.509714662402108e-08
toolbench,rank,deepseek,G1_tool,top5,50,3,17,23.666666666666668,1.0,0.0,-7.124376564047555,1.7638748069533376,7.509714662402108e-08
toolbench,rank,deepseek,G1_tool,top5,80,3,17,23.666666666666668,1.0,0.0,-7.124376564047555,1.7638748069533376,7.509714662402108e-08
toolbench,rank,deepseek,G1_tool,top5,100,3,17,23.666666666666668,1.0,0.0,-7.124376564047555,1.7638748069533376,7.509714662402108e-08
toolbench,rank,deepseek,G1_tool,top5,150,3,17,23.666666666666668,1.0,0.0,-7.124376564047555,1.7638748069533376,7.509714662402108e-08
toolbench,rank,deepseek,G1_tool,top5,200,3,17,23.666666666666668,1.0,0.0,-7.124376564047555,1.7638748069533376,7.509714662402108e-08
toolbench,rank,deepseek,G2_category,full_rank,5,3,5,5,1.0,0.0,-1.505149978319906,0.0,0.031249999999999997
toolbench,rank,deepseek,G2_category,full_rank,10,3,10,10,1.0,0.0,-3.010299956639812,0.0,0.0009765624999999997
toolbench,rank,deepseek,G2_category,full_rank,20,3,20,20,1.0,0.0,-6.020599913279624,0.0,9.536743164062494e-07
toolbench,rank,deepseek,G2_category,full_rank,30,3,29,29.666666666666668,1.0,0.0,-8.930556538031443,0.17379974903075146,1.1733929160003286e-09
toolbench,rank,deepseek,G2_category,full_rank,50,3,29,31.333333333333332,1.0,0.0,-9.43227319747141,0.6266439067931472,3.695956086665861e-10
toolbench,rank,deepseek,G2_category,full_rank,80,3,29,31.333333333333332,1.0,0.0,-9.43227319747141,0.6266439067931472,3.695956086665861e-10
toolbench,rank,deepseek,G2_category,full_rank,100,3,29,31.333333333333332,1.0,0.0,-9.43227319747141,0.6266439067931472,3.695956086665861e-10
toolbench,rank,deepseek,G2_category,full_rank,150,3,29,31.333333333333332,1.0,0.0,-9.43227319747141,0.6266439067931472,3.695956086665861e-10
toolbench,rank,deepseek,G2_category,full_rank,200,3,29,31.333333333333332,1.0,0.0,-9.43227319747141,0.6266439067931472,3.695956086665861e-10
toolbench,rank,deepseek,G2_category,top10,5,3,5,5,1.0,0.0,-1.505149978319906,0.0,0.031249999999999997
toolbench,rank,deepseek,G2_category,top10,10,3,10,10,1.0,0.0,-3.010299956639812,0.0,0.0009765624999999997
toolbench,rank,deepseek,G2_category,top10,20,3,20,20,1.0,0.0,-6.020599913279624,0.0,9.536743164062494e-07
toolbench,rank,deepseek,G2_category,top10,30,3,29,29.666666666666668,1.0,0.0,-8.930556538031443,0.17379974903075146,1.1733929160003286e-09
toolbench,rank,deepseek,G2_category,top10,50,3,29,30.333333333333332,1.0,0.0,-9.131243201807429,0.3475994980615029,7.391912173331723e-10
toolbench,rank,deepseek,G2_category,top10,80,3,29,30.333333333333332,1.0,0.0,-9.131243201807429,0.3475994980615029,7.391912173331723e-10
toolbench,rank,deepseek,G2_category,top10,100,3,29,30.333333333333332,1.0,0.0,-9.131243201807429,0.3475994980615029,7.391912173331723e-10
toolbench,rank,deepseek,G2_category,top10,150,3,29,30.333333333333332,1.0,0.0,-9.131243201807429,0.3475994980615029,7.391912173331723e-10
toolbench,rank,deepseek,G2_category,top10,200,3,29,30.333333333333332,1.0,0.0,-9.131243201807429,0.3475994980615029,7.391912173331723e-10
toolbench,rank,deepseek,G2_category,top2,5,3,3,4.333333333333333,1.0,0.0,-1.3044633145439186,0.3475994980615029,0.04960628287400622
toolbench,rank,deepseek,G2_category,top2,10,3,3,7.666666666666667,1.0,0.0,-2.307896633423856,1.21659824321526,0.004921566601151847
toolbench,rank,deepseek,G2_category,top2,20,3,3,9,1.0,0.0,-2.7092699609758304,1.5929010113954924,0.0019531250000000017
toolbench,rank,deepseek,G2_category,top2,30,3,3,9,1.0,0.0,-2.7092699609758304,1.5929010113954924,0.0019531250000000017
toolbench,rank,deepseek,G2_category,top2,50,3,3,9,1.0,0.0,-2.7092699609758304,1.5929010113954924,0.0019531250000000017
toolbench,rank,deepseek,G2_category,top2,80,3,3,9,1.0,0.0,-2.7092699609758304,1.5929010113954924,0.0019531250000000017
toolbench,rank,deepseek,G2_category,top2,100,3,3,9,1.0,0.0,-2.7092699609758304,1.5929010113954924,0.0019531250000000017
toolbench,rank,deepseek,G2_category,top2,150,3,3,9,1.0,0.0,-2.7092699609758304,1.5929010113954924,0.0019531250000000017
toolbench,rank,deepseek,G2_category,top2,200,3,3,9,1.0,0.0,-2.7092699609758304,1.5929010113954924,0.0019531250000000017
toolbench,rank,deepseek,G2_category,top3,5,3,5,5,1.0,0.0,-1.505149978319906,0.0,0.031249999999999997
toolbench,rank,deepseek,G2_category,top3,10,3,10,10,1.0,0.0,-3.010299956639812,0.0,0.0009765624999999997
toolbench,rank,deepseek,G2_category,top3,20,3,12,14,1.0,0.0,-4.214419939295737,0.5213992470922544,6.103515625000001e-05
toolbench,rank,deepseek,G2_category,top3,30,3,12,14,1.0,0.0,-4.214419939295737,0.5213992470922544,6.103515625000001e-05
toolbench,rank,deepseek,G2_category,top3,50,3,12,14,1.0,0.0,-4.214419939295737,0.5213992470922544,6.103515625000001e-05
toolbench,rank,deepseek,G2_category,top3,80,3,12,14,1.0,0.0,-4.214419939295737,0.5213992470922544,6.103515625000001e-05
toolbench,rank,deepseek,G2_category,top3,100,3,12,14,1.0,0.0,-4.214419939295737,0.5213992470922544,6.103515625000001e-05
toolbench,rank,deepseek,G2_category,top3,150,3,12,14,1.0,0.0,-4.214419939295737,0.5213992470922544,6.103515625000001e-05
toolbench,rank,deepseek,G2_category,top3,200,3,12,14,1.0,0.0,-4.214419939295737,0.5213992470922544,6.103515625000001e-05
toolbench,rank,deepseek,G2_category,top5,5,3,5,5,1.0,0.0,-1.505149978319906,0.0,0.031249999999999997
toolbench,rank,deepseek,G2_category,top5,10,3,10,10,1.0,0.0,-3.010299956639812,0.0,0.0009765624999999997
toolbench,rank,deepseek,G2_category,top5,20,3,18,19.333333333333332,1.0,0.0,-5.819913249503637,0.3475994980615029,1.513863613098333e-06
toolbench,rank,deepseek,G2_category,top5,30,3,18,22.666666666666668,1.0,0.0,-6.823346568383574,1.2532878135862937,1.501942932480422e-07
toolbench,rank,deepseek,G2_category,top5,50,3,18,22.666666666666668,1.0,0.0,-6.823346568383574,1.2532878135862937,1.501942932480422e-07
toolbench,rank,deepseek,G2_category,top5,80,3,18,22.666666666666668,1.0,0.0,-6.823346568383574,1.2532878135862937,1.501942932480422e-07
toolbench,rank,deepseek,G2_category,top5,100,3,18,22.666666666666668,1.0,0.0,-6.823346568383574,1.2532878135862937,1.501942932480422e-07
toolbench,rank,deepseek,G2_category,top5,150,3,18,22.666666666666668,1.0,0.0,-6.823346568383574,1.2532878135862937,1.501942932480422e-07
toolbench,rank,deepseek,G2_category,top5,200,3,18,22.666666666666668,1.0,0.0,-6.823346568383574,1.2532878135862937,1.501942932480422e-07
toolbench,rank,deepseek,G2_instruction,full_rank,5,3,5,5,1.0,0.0,-1.505149978319906,0.0,0.031249999999999997
toolbench,rank,deepseek,G2_instruction,full_rank,10,3,9,9.666666666666666,1.0,0.0,-2.9099566247518185,0.17379974903075146,0.0012303916502879612
toolbench,rank,deepseek,G2_instruction,full_rank,20,3,9,16.333333333333332,1.0,0.0,-4.916823262511693,1.9117972393382658,1.2110908904786669e-05
toolbench,rank,deepseek,G2_instruction,full_rank,30,3,9,20.666666666666668,1.0,0.0,-6.221286577055611,3.2188163970256514,6.00777172992169e-07
toolbench,rank,deepseek,G2_instruction,full_rank,50,3,9,20.666666666666668,1.0,0.0,-6.221286577055611,3.2188163970256514,6.00777172992169e-07
toolbench,rank,deepseek,G2_instruction,full_rank,80,3,9,20.666666666666668,1.0,0.0,-6.221286577055611,3.2188163970256514,6.00777172992169e-07
toolbench,rank,deepseek,G2_instruction,full_rank,100,3,9,20.666666666666668,1.0,0.0,-6.221286577055611,3.2188163970256514,6.00777172992169e-07
toolbench,rank,deepseek,G2_instruction,full_rank,150,3,9,20.666666666666668,1.0,0.0,-6.221286577055611,3.2188163970256514,6.00777172992169e-07
toolbench,rank,deepseek,G2_instruction,full_rank,200,3,9,20.666666666666668,1.0,0.0,-6.221286577055611,3.2188163970256514,6.00777172992169e-07
toolbench,rank,deepseek,G2_instruction,top10,5,3,5,5,1.0,0.0,-1.505149978319906,0.0,0.031249999999999997
toolbench,rank,deepseek,G2_instruction,top10,10,3,9,9.666666666666666,1.0,0.0,-2.9099566247518185,0.17379974903075146,0.0012303916502879612
toolbench,rank,deepseek,G2_instruction,top10,20,3,9,16.333333333333332,1.0,0.0,-4.916823262511693,1.9117972393382658,1.2110908904786669e-05
toolbench,rank,deepseek,G2_instruction,top10,30,3,9,20.333333333333332,1.0,0.0,-6.120943245167617,3.08953191813195,7.569318065491679e-07
toolbench,rank,deepseek,G2_instruction,top10,50,3,9,20.333333333333332,1.0,0.0,-6.120943245167617,3.08953191813195,7.569318065491679e-07
toolbench,rank,deepseek,G2_instruction,top10,80,3,9,20.333333333333332,1.0,0.0,-6.120943245167617,3.08953191813195,7.569318065491679e-07
toolbench,rank,deepseek,G2_instruction,top10,100,3,9,20.333333333333332,1.0,0.0,-6.120943245167617,3.08953191813195,7.569318065491679e-07
toolbench,rank,deepseek,G2_instruction,top10,150,3,9,20.333333333333332,1.0,0.0,-6.120943245167617,3.08953191813195,7.569318065491679e-07
toolbench,rank,deepseek,G2_instruction,top10,200,3,9,20.333333333333332,1.0,0.0,-6.120943245167617,3.08953191813195,7.569318065491679e-07
toolbench,rank,deepseek,G2_instruction,top2,5,3,5,5,1.0,0.0,-1.505149978319906,0.0,0.031249999999999997
toolbench,rank,deepseek,G2_instruction,top2,10,3,5,6.333333333333333,1.0,0.0,-1.906523305871881,0.4598309138608074,0.01240157071850156
toolbench,rank,deepseek,G2_instruction,top2,20,3,5,6.333333333333333,1.0,0.0,-1.906523305871881,0.4598309138608074,0.01240157071850156
toolbench,rank,deepseek,G2_instruction,top2,30,3,5,6.333333333333333,1.0,0.0,-1.906523305871881,0.4598309138608074,0.01240157071850156
toolbench,rank,deepseek,G2_instruction,top2,50,3,5,6.333333333333333,1.0,0.0,-1.906523305871881,0.4598309138608074,0.01240157071850156
toolbench,rank,deepseek,G2_instruction,top2,80,3,5,6.333333333333333,1.0,0.0,-1.906523305871881,0.4598309138608074,0.01240157071850156
toolbench,rank,deepseek,G2_instruction,top2,100,3,5,6.333333333333333,1.0,0.0,-1.906523305871881,0.4598309138608074,0.01240157071850156
toolbench,rank,deepseek,G2_instruction,top2,150,3,5,6.333333333333333,1.0,0.0,-1.906523305871881,0.4598309138608074,0.01240157071850156
toolbench,rank,deepseek,G2_instruction,top2,200,3,5,6.333333333333333,1.0,0.0,-1.906523305871881,0.4598309138608074,0.01240157071850156
toolbench,rank,deepseek,G2_instruction,top3,5,3,5,5,1.0,0.0,-1.505149978319906,0.0,0.031249999999999997
toolbench,rank,deepseek,G2_instruction,top3,10,3,5,8,1.0,0.0,-2.4082399653118496,0.7964505056977463,0.00390625
toolbench,rank,deepseek,G2_instruction,top3,20,3,5,9.666666666666666,1.0,0.0,-2.9099566247518185,1.5151510848755532,0.0012303916502879612
toolbench,rank,deepseek,G2_instruction,top3,30,3,5,9.666666666666666,1.0,0.0,-2.9099566247518185,1.5151510848755532,0.0012303916502879612
toolbench,rank,deepseek,G2_instruction,top3,50,3,5,9.666666666666666,1.0,0.0,-2.9099566247518185,1.5151510848755532,0.0012303916502879612
toolbench,rank,deepseek,G2_instruction,top3,80,3,5,9.666666666666666,1.0,0.0,-2.9099566247518185,1.5151510848755532,0.0012303916502879612
toolbench,rank,deepseek,G2_instruction,top3,100,3,5,9.666666666666666,1.0,0.0,-2.9099566247518185,1.5151510848755532,0.0012303916502879612
toolbench,rank,deepseek,G2_instruction,top3,150,3,5,9.666666666666666,1.0,0.0,-2.9099566247518185,1.5151510848755532,0.0012303916502879612
toolbench,rank,deepseek,G2_instruction,top3,200,3,5,9.666666666666666,1.0,0.0,-2.9099566247518185,1.5151510848755532,0.0012303916502879612
toolbench,rank,deepseek,G2_instruction,top5,5,3,5,5,1.0,0.0,-1.505149978319906,0.0,0.031249999999999997
toolbench,rank,deepseek,G2_instruction,top5,10,3,8,9.333333333333334,1.0,0.0,-2.8096132928638244,0.3475994980615029,0.001550196339812695
toolbench,rank,deepseek,G2_instruction,top5,20,3,8,15,1.0,0.0,-4.515449934959718,1.8799317203794412,3.0517578125e-05
toolbench,rank,deepseek,G2_instruction,top5,30,3,8,16.333333333333332,1.0,0.0,-4.916823262511693,2.414503278790147,1.2110908904786669e-05
toolbench,rank,deepseek,G2_instruction,top5,50,3,8,16.333333333333332,1.0,0.0,-4.916823262511693,2.414503278790147,1.2110908904786669e-05
toolbench,rank,deepseek,G2_instruction,top5,80,3,8,16.333333333333332,1.0,0.0,-4.916823262511693,2.414503278790147,1.2110908904786669e-05
toolbench,rank,deepseek,G2_instruction,top5,100,3,8,16.333333333333332,1.0,0.0,-4.916823262511693,2.414503278790147,1.2110908904786669e-05
toolbench,rank,deepseek,G2_instruction,top5,150,3,8,16.333333333333332,1.0,0.0,-4.916823262511693,2.414503278790147,1.2110908904786669e-05
toolbench,rank,deepseek,G2_instruction,top5,200,3,8,16.333333333333332,1.0,0.0,-4.916823262511693,2.414503278790147,1.2110908904786669e-05
toolbench,rank,deepseek,G3_instruction,full_rank,5,3,5,5,1.0,0.0,-1.505149978319906,0.0,0.031249999999999997
toolbench,rank,deepseek,G3_instruction,full_rank,10,3,10,10,1.0,0.0,-3.010299956639812,0.0,0.0009765624999999997
toolbench,rank,deepseek,G3_instruction,full_rank,20,3,15,18.333333333333332,1.0,0.0,-5.518883253839656,0.8689987451537573,3.0277272261966663e-06
toolbench,rank,deepseek,G3_instruction,full_rank,30,3,15,21.666666666666668,1.0,0.0,-6.522316572719593,1.8393236554432293,3.0038858649608444e-07
toolbench,rank,deepseek,G3_instruction,full_rank,50,3,15,21.666666666666668,1.0,0.0,-6.522316572719593,1.8393236554432293,3.0038858649608444e-07
toolbench,rank,deepseek,G3_instruction,full_rank,80,3,15,21.666666666666668,1.0,0.0,-6.522316572719593,1.8393236554432293,3.0038858649608444e-07
toolbench,rank,deepseek,G3_instruction,full_rank,100,3,15,21.666666666666668,1.0,0.0,-6.522316572719593,1.8393236554432293,3.0038858649608444e-07
toolbench,rank,deepseek,G3_instruction,full_rank,150,3,15,21.666666666666668,1.0,0.0,-6.522316572719593,1.8393236554432293,3.0038858649608444e-07
toolbench,rank,deepseek,G3_instruction,full_rank,200,3,15,21.666666666666668,1.0,0.0,-6.522316572719593,1.8393236554432293,3.0038858649608444e-07
toolbench,rank,deepseek,G3_instruction,top10,5,3,5,5,1.0,0.0,-1.505149978319906,0.0,0.031249999999999997
toolbench,rank,deepseek,G3_instruction,top10,10,3,10,10,1.0,0.0,-3.010299956639812,0.0,0.0009765624999999997
toolbench,rank,deepseek,G3_instruction,top10,20,3,15,18.333333333333332,1.0,0.0,-5.518883253839656,0.8689987451537573,3.0277272261966663e-06
toolbench,rank,deepseek,G3_instruction,top10,30,3,15,21.666666666666668,1.0,0.0,-6.522316572719593,1.8393236554432293,3.0038858649608444e-07
toolbench,rank,deepseek,G3_instruction,top10,50,3,15,21.666666666666668,1.0,0.0,-6.522316572719593,1.8393236554432293,3.0038858649608444e-07
toolbench,rank,deepseek,G3_instruction,top10,80,3,15,21.666666666666668,1.0,0.0,-6.522316572719593,1.8393236554432293,3.0038858649608444e-07
toolbench,rank,deepseek,G3_instruction,top10,100,3,15,21.666666666666668,1.0,0.0,-6.522316572719593,1.8393236554432293,3.0038858649608444e-07
toolbench,rank,deepseek,G3_instruction,top10,150,3,15,21.666666666666668,1.0,0.0,-6.522316572719593,1.8393236554432293,3.0038858649608444e-07
toolbench,rank,deepseek,G3_instruction,top10,200,3,15,21.666666666666668,1.0,0.0,-6.522316572719593,1.8393236554432293,3.0038858649608444e-07
toolbench,rank,deepseek,G3_instruction,top2,5,3,5,5,1.0,0.0,-1.505149978319906,0.0,0.031249999999999997
toolbench,rank,deepseek,G3_instruction,top2,10,3,5,7.666666666666667,1.0,0.0,-2.307896633423856,0.7575755424377766,0.004921566601151847
toolbench,rank,deepseek,G3_instruction,top2,20,3,5,8.333333333333334,1.0,0.0,-2.508583297199843,1.057182601179489,0.0031003926796253902
toolbench,rank,deepseek,G3_instruction,top2,30,3,5,8.333333333333334,1.0,0.0,-2.508583297199843,1.057182601179489,0.0031003926796253902
toolbench,rank,deepseek,G3_instruction,top2,50,3,5,8.333333333333334,1.0,0.0,-2.508583297199843,1.057182601179489,0.0031003926796253902
toolbench,rank,deepseek,G3_instruction,top2,80,3,5,8.333333333333334,1.0,0.0,-2.508583297199843,1.057182601179489,0.0031003926796253902
toolbench,rank,deepseek,G3_instruction,top2,100,3,5,8.333333333333334,1.0,0.0,-2.508583297199843,1.057182601179489,0.0031003926796253902
