dataset,method,model,split,run,config,N,observed_N,matches,match_rate,p_value,log10_p_value,truncated
toolbench,rank,deepseek,G1_instruction,3,top2,200,7,7,1.0,0.0078125,-2.1072099696478683,True
toolbench,rank,deepseek,G1_instruction,3,top3,5,5,5,1.0,0.03125,-1.505149978319906,False
toolbench,rank,deepseek,G1_instruction,3,top3,10,10,10,1.0,0.0009765625,-3.010299956639812,False
toolbench,rank,deepseek,G1_instruction,3,top3,20,14,14,1.0,6.103515625e-05,-4.214419939295737,True
toolbench,rank,deepseek,G1_instruction,3,top3,30,14,14,1.0,6.103515625e-05,-4.214419939295737,True
toolbench,rank,deepseek,G1_instruction,3,top3,50,14,14,1.0,6.103515625e-05,-4.214419939295737,True
toolbench,rank,deepseek,G1_instruction,3,top3,80,14,14,1.0,6.103515625e-05,-4.214419939295737,True
toolbench,rank,deepseek,G1_instruction,3,top3,100,14,14,1.0,6.103515625e-05,-4.214419939295737,True
toolbench,rank,deepseek,G1_instruction,3,top3,150,14,14,1.0,6.103515625e-05,-4.214419939295737,True
toolbench,rank,deepseek,G1_instruction,3,top3,200,14,14,1.0,6.103515625e-05,-4.214419939295737,True
toolbench,rank,deepseek,G1_instruction,3,top5,5,5,5,1.0,0.03125,-1.505149978319906,False
toolbench,rank,deepseek,G1_instruction,3,top5,10,10,10,1.0,0.0009765625,-3.010299956639812,False
toolbench,rank,deepseek,G1_instruction,3,top5,20,20,20,1.0,9.5367431640625e-07,-6.020599913279624,False
toolbench,rank,deepseek,G1_instruction,3,top5,30,21,21,1.0,4.76837158203125e-07,-6.321629908943605,True
toolbench,rank,deepseek,G1_instruction,3,top5,50,21,21,1.0,4.76837158203125e-07,-6.321629908943605,True
toolbench,rank,deepseek,G1_instruction,3,top5,80,21,21,1.0,4.76837158203125e-07,-6.321629908943605,True
toolbench,rank,deepseek,G1_instruction,3,top5,100,21,21,1.0,4.76837158203125e-07,-6.321629908943605,True
toolbench,rank,deepseek,G1_instruction,3,top5,150,21,21,1.0,4.76837158203125e-07,-6.321629908943605,True
toolbench,rank,deepseek,G1_instruction,3,top5,200,21,21,1.0,4.76837158203125e-07,-6.321629908943605,True
toolbench,rank,deepseek,G1_tool,1,full_rank,5,5,5,1.0,0.03125,-1.505149978319906,False
toolbench,rank,deepseek,G1_tool,1,full_rank,10,10,10,1.0,0.0009765625,-3.010299956639812,False
toolbench,rank,deepseek,G1_tool,1,full_rank,20,20,20,1.0,9.5367431640625e-07,-6.020599913279624,False
toolbench,rank,deepseek,G1_tool,1,full_rank,30,30,30,1.0,9.313225746154785e-10,-9.030899869919436,False
toolbench,rank,deepseek,G1_tool,1,full_rank,50,33,33,1.0,1.1641532182693481e-10,-9.93398985691138,True
toolbench,rank,deepseek,G1_tool,1,full_rank,80,33,33,1.0,1.1641532182693481e-10,-9.93398985691138,True
toolbench,rank,deepseek,G1_tool,1,full_rank,100,33,33,1.0,1.1641532182693481e-10,-9.93398985691138,True
toolbench,rank,deepseek,G1_tool,1,full_rank,150,33,33,1.0,1.1641532182693481e-10,-9.93398985691138,True
toolbench,rank,deepseek,G1_tool,1,full_rank,200,33,33,1.0,1.1641532182693481e-10,-9.93398985691138,True
toolbench,rank,deepseek,G1_tool,1,top10,5,5,5,1.0,0.03125,-1.505149978319906,False
toolbench,rank,deepseek,G1_tool,1,top10,10,10,10,1.0,0.0009765625,-3.010299956639812,False
toolbench,rank,deepseek,G1_tool,1,top10,20,20,20,1.0,9.5367431640625e-07,-6.020599913279624,False
toolbench,rank,deepseek,G1_tool,1,top10,30,30,30,1.0,9.313225746154785e-10,-9.030899869919436,False
toolbench,rank,deepseek,G1_tool,1,top10,50,33,33,1.0,1.1641532182693481e-10,-9.93398985691138,True
toolbench,rank,deepseek,G1_tool,1,top10,80,33,33,1.0,1.1641532182693481e-10,-9.93398985691138,True
toolbench,rank,deepseek,G1_tool,1,top10,100,33,33,1.0,1.1641532182693481e-10,-9.93398985691138,True
toolbench,rank,deepseek,G1_tool,1,top10,150,33,33,1.0,1.1641532182693481e-10,-9.93398985691138,True
toolbench,rank,deepseek,G1_tool,1,top10,200,33,33,1.0,1.1641532182693481e-10,-9.93398985691138,True
toolbench,rank,deepseek,G1_tool,1,top2,5,5,5,1.0,0.03125,-1.505149978319906,False
toolbench,rank,deepseek,G1_tool,1,top2,10,10,10,1.0,0.0009765625,-3.010299956639812,False
toolbench,rank,deepseek,G1_tool,1,top2,20,13,13,1.0,0.0001220703125,-3.9133899436317554,True
toolbench,rank,deepseek,G1_tool,1,top2,30,13,13,1.0,0.0001220703125,-3.9133899436317554,True
toolbench,rank,deepseek,G1_tool,1,top2,50,13,13,1.0,0.0001220703125,-3.9133899436317554,True
toolbench,rank,deepseek,G1_tool,1,top2,80,13,13,1.0,0.0001220703125,-3.9133899436317554,True
toolbench,rank,deepseek,G1_tool,1,top2,100,13,13,1.0,0.0001220703125,-3.9133899436317554,True
toolbench,rank,deepseek,G1_tool,1,top2,150,13,13,1.0,0.0001220703125,-3.9133899436317554,True
toolbench,rank,deepseek,G1_tool,1,top2,200,13,13,1.0,0.0001220703125,-3.9133899436317554,True
toolbench,rank,deepseek,G1_tool,1,top3,5,5,5,1.0,0.03125,-1.505149978319906,False
toolbench,rank,deepseek,G1_tool,1,top3,10,10,10,1.0,0.0009765625,-3.010299956639812,False
toolbench,rank,deepseek,G1_tool,1,top3,20,20,20,1.0,9.5367431640625e-07,-6.020599913279624,False
toolbench,rank,deepseek,G1_tool,1,top3,30,21,21,1.0,4.76837158203125e-07,-6.321629908943605,True
toolbench,rank,deepseek,G1_tool,1,top3,50,21,21,1.0,4.76837158203125e-07,-6.321629908943605,True
toolbench,rank,deepseek,G1_tool,1,top3,80,21,21,1.0,4.76837158203125e-07,-6.321629908943605,True
toolbench,rank,deepseek,G1_tool,1,top3,100,21,21,1.0,4.76837158203125e-07,-6.321629908943605,True
toolbench,rank,deepseek,G1_tool,1,top3,150,21,21,1.0,4.76837158203125e-07,-6.321629908943605,True
toolbench,rank,deepseek,G1_tool,1,top3,200,21,21,1.0,4.76837158203125e-07,-6.321629908943605,True
toolbench,rank,deepseek,G1_tool,1,top5,5,5,5,1.0,0.03125,-1.505149978319906,False
toolbench,rank,deepseek,G1_tool,1,top5,10,10,10,1.0,0.0009765625,-3.010299956639812,False
toolbench,rank,deepseek,G1_tool,1,top5,20,20,20,1.0,9.5367431640625e-07,-6.020599913279624,False
toolbench,rank,deepseek,G1_tool,1,top5,30,26,26,1.0,1.4901161193847656e-08,-7.826779887263511,True
toolbench,rank,deepseek,G1_tool,1,top5,50,26,26,1.0,1.4901161193847656e-08,-7.826779887263511,True
toolbench,rank,deepseek,G1_tool,1,top5,80,26,26,1.0,1.4901161193847656e-08,-7.826779887263511,True
toolbench,rank,deepseek,G1_tool,1,top5,100,26,26,1.0,1.4901161193847656e-08,-7.826779887263511,True
toolbench,rank,deepseek,G1_tool,1,top5,150,26,26,1.0,1.4901161193847656e-08,-7.826779887263511,True
toolbench,rank,deepseek,G1_tool,1,top5,200,26,26,1.0,1.4901161193847656e-08,-7.826779887263511,True
toolbench,rank,deepseek,G1_tool,2,full_rank,5,5,5,1.0,0.03125,-1.505149978319906,False
toolbench,rank,deepseek,G1_tool,2,full_rank,10,10,10,1.0,0.0009765625,-3.010299956639812,False
toolbench,rank,deepseek,G1_tool,2,full_rank,20,20,20,1.0,9.5367431640625e-07,-6.020599913279624,False
toolbench,rank,deepseek,G1_tool,2,full_rank,30,30,30,1.0,9.313225746154785e-10,-9.030899869919436,False
toolbench,rank,deepseek,G1_tool,2,full_rank,50,35,35,1.0,2.9103830456733704e-11,-10.536049848239342,True
toolbench,rank,deepseek,G1_tool,2,full_rank,80,35,35,1.0,2.9103830456733704e-11,-10.536049848239342,True
toolbench,rank,deepseek,G1_tool,2,full_rank,100,35,35,1.0,2.9103830456733704e-11,-10.536049848239342,True
toolbench,rank,deepseek,G1_tool,2,full_rank,150,35,35,1.0,2.9103830456733704e-11,-10.536049848239342,True
toolbench,rank,deepseek,G1_tool,2,full_rank,200,35,35,1.0,2.9103830456733704e-11,-10.536049848239342,True
toolbench,rank,deepseek,G1_tool,2,top10,5,5,5,1.0,0.03125,-1.505149978319906,False
toolbench,rank,deepseek,G1_tool,2,top10,10,10,10,1.0,0.0009765625,-3.010299956639812,False
toolbench,rank,deepseek,G1_tool,2,top10,20,20,20,1.0,9.5367431640625e-07,-6.020599913279624,False
toolbench,rank,deepseek,G1_tool,2,top10,30,30,30,1.0,9.313225746154785e-10,-9.030899869919436,False
toolbench,rank,deepseek,G1_tool,2,top10,50,35,35,1.0,2.9103830456733704e-11,-10.536049848239342,True
toolbench,rank,deepseek,G1_tool,2,top10,80,35,35,1.0,2.9103830456733704e-11,-10.536049848239342,True
toolbench,rank,deepseek,G1_tool,2,top10,100,35,35,1.0,2.9103830456733704e-11,-10.536049848239342,True
toolbench,rank,deepseek,G1_tool,2,top10,150,35,35,1.0,2.9103830456733704e-11,-10.536049848239342,True
toolbench,rank,deepseek,G1_tool,2,top10,200,35,35,1.0,2.9103830456733704e-11,-10.536049848239342,True
toolbench,rank,deepseek,G1_tool,2,top2,5,5,5,1.0,0.03125,-1.505149978319906,False
toolbench,rank,deepseek,G1_tool,2,top2,10,10,10,1.0,0.0009765625,-3.010299956639812,False
toolbench,rank,deepseek,G1_tool,2,top2,20,16,16,1.0,1.52587890625e-05,-4.816479930623699,True
toolbench,rank,deepseek,G1_tool,2,top2,30,16,16,1.0,1.52587890625e-05,-4.816479930623699,True
toolbench,rank,deepseek,G1_tool,2,top2,50,16,16,1.0,1.52587890625e-05,-4.816479930623699,True
toolbench,rank,deepseek,G1_tool,2,top2,80,16,16,1.0,1.52587890625e-05,-4.816479930623699,True
toolbench,rank,deepseek,G1_tool,2,top2,100,16,16,1.0,1.52587890625e-05,-4.816479930623699,True
toolbench,rank,deepseek,G1_tool,2,top2,150,16,16,1.0,1.52587890625e-05,-4.816479930623699,True
toolbench,rank,deepseek,G1_tool,2,top2,200,16,16,1.0,1.52587890625e-05,-4.816479930623699,True
toolbench,rank,deepseek,G1_tool,2,top3,5,5,5,1.0,0.03125,-1.505149978319906,False
toolbench,rank,deepseek,G1_tool,2,top3,10,10,10,1.0,0.0009765625,-3.010299956639812,False
toolbench,rank,deepseek,G1_tool,2,top3,20,20,20,1.0,9.5367431640625e-07,-6.020599913279624,False
toolbench,rank,deepseek,G1_tool,2,top3,30,21,21,1.0,4.76837158203125e-07,-6.321629908943605,True
toolbench,rank,deepseek,G1_tool,2,top3,50,21,21,1.0,4.76837158203125e-07,-6.321629908943605,True
toolbench,rank,deepseek,G1_tool,2,top3,80,21,21,1.0,4.76837158203125e-07,-6.321629908943605,True
toolbench,rank,deepseek,G1_tool,2,top3,100,21,21,1.0,4.76837158203125e-07,-6.321629908943605,True
toolbench,rank,deepseek,G1_tool,2,top3,150,21,21,1.0,4.76837158203125e-07,-6.321629908943605,True
toolbench,rank,deepseek,G1_tool,2,top3,200,21,21,1.0,4.76837158203125e-07,-6.321629908943605,True
toolbench,rank,deepseek,G1_tool,2,top5,5,5,5,1.0,0.03125,-1.505149978319906,False
toolbench,rank,deepseek,G1_tool,2,top5,10,10,10,1.0,0.0009765625,-3.010299956639812,False
toolbench,rank,deepseek,G1_tool,2,top5,20,20,20,1.0,9.5367431640625e-07,-6.020599913279624,False
toolbench,rank,deepseek,G1_tool,2,top5,30,28,28,1.0,3.725290298461914e-09,-8.428839878591473,True
toolbench,rank,deepseek,G1_tool,2,top5,50,28,28,1.0,3.725290298461914e-09,-8.428839878591473,True
toolbench,rank,deepseek,G1_tool,2,top5,80,28,28,1.0,3.725290298461914e-09,-8.428839878591473,True
toolbench,rank,deepseek,G1_tool,2,top5,100,28,28,1.0,3.725290298461914e-09,-8.428839878591473,True
toolbench,rank,deepseek,G1_tool,2,top5,150,28,28,1.0,3.725290298461914e-09,-8.428839878591473,True
toolbench,rank,deepseek,G1_tool,2,top5,200,28,28,1.0,3.725290298461914e-09,-8.428839878591473,True
toolbench,rank,deepseek,G1_tool,3,full_rank,5,5,5,1.0,0.03125,-1.505149978319906,False
toolbench,rank,deepseek,G1_tool,3,full_rank,10,10,10,1.0,0.0009765625,-3.010299956639812,False
toolbench,rank,deepseek,G1_tool,3,full_rank,20,20,20,1.0,9.5367431640625e-07,-6.020599913279624,False
toolbench,rank,deepseek,G1_tool,3,full_rank,30,24,24,1.0,5.960464477539063e-08,-7.224719895935548,True
toolbench,rank,deepseek,G1_tool,3,full_rank,50,24,24,1.0,5.960464477539063e-08,-7.224719895935548,True
toolbench,rank,deepseek,G1_tool,3,full_rank,80,24,24,1.0,5.960464477539063e-08,-7.224719895935548,True
toolbench,rank,deepseek,G1_tool,3,full_rank,100,24,24,1.0,5.960464477539063e-08,-7.224719895935548,True
toolbench,rank,deepseek,G1_tool,3,full_rank,150,24,24,1.0,5.960464477539063e-08,-7.224719895935548,True
toolbench,rank,deepseek,G1_tool,3,full_rank,200,24,24,1.0,5.960464477539063e-08,-7.224719895935548,True
toolbench,rank,deepseek,G1_tool,3,top10,5,5,5,1.0,0.03125,-1.505149978319906,False
toolbench,rank,deepseek,G1_tool,3,top10,10,10,10,1.0,0.0009765625,-3.010299956639812,False
toolbench,rank,deepseek,G1_tool,3,top10,20,20,20,1.0,9.5367431640625e-07,-6.020599913279624,False
toolbench,rank,deepseek,G1_tool,3,top10,30,24,24,1.0,5.960464477539063e-08,-7.224719895935548,True
toolbench,rank,deepseek,G1_tool,3,top10,50,24,24,1.0,5.960464477539063e-08,-7.224719895935548,True
toolbench,rank,deepseek,G1_tool,3,top10,80,24,24,1.0,5.960464477539063e-08,-7.224719895935548,True
toolbench,rank,deepseek,G1_tool,3,top10,100,24,24,1.0,5.960464477539063e-08,-7.224719895935548,True
toolbench,rank,deepseek,G1_tool,3,top10,150,24,24,1.0,5.960464477539063e-08,-7.224719895935548,True
toolbench,rank,deepseek,G1_tool,3,top10,200,24,24,1.0,5.960464477539063e-08,-7.224719895935548,True
toolbench,rank,deepseek,G1_tool,3,top2,5,5,5,1.0,0.03125,-1.505149978319906,False
toolbench,rank,deepseek,G1_tool,3,top2,10,6,6,1.0,0.015625,-1.806179973983887,True
toolbench,rank,deepseek,G1_tool,3,top2,20,6,6,1.0,0.015625,-1.806179973983887,True
toolbench,rank,deepseek,G1_tool,3,top2,30,6,6,1.0,0.015625,-1.806179973983887,True
toolbench,rank,deepseek,G1_tool,3,top2,50,6,6,1.0,0.015625,-1.806179973983887,True
toolbench,rank,deepseek,G1_tool,3,top2,80,6,6,1.0,0.015625,-1.806179973983887,True
toolbench,rank,deepseek,G1_tool,3,top2,100,6,6,1.0,0.015625,-1.806179973983887,True
toolbench,rank,deepseek,G1_tool,3,top2,150,6,6,1.0,0.015625,-1.806179973983887,True
toolbench,rank,deepseek,G1_tool,3,top2,200,6,6,1.0,0.015625,-1.806179973983887,True
toolbench,rank,deepseek,G1_tool,3,top3,5,5,5,1.0,0.03125,-1.505149978319906,False
toolbench,rank,deepseek,G1_tool,3,top3,10,10,10,1.0,0.0009765625,-3.010299956639812,False
toolbench,rank,deepseek,G1_tool,3,top3,20,15,15,1.0,3.0517578125e-05,-4.515449934959718,True
toolbench,rank,deepseek,G1_tool,3,top3,30,15,15,1.0,3.0517578125e-05,-4.515449934959718,True
toolbench,rank,deepseek,G1_tool,3,top3,50,15,15,1.0,3.0517578125e-05,-4.515449934959718,True
toolbench,rank,deepseek,G1_tool,3,top3,80,15,15,1.0,3.0517578125e-05,-4.515449934959718,True
toolbench,rank,deepseek,G1_tool,3,top3,100,15,15,1.0,3.0517578125e-05,-4.515449934959718,True
toolbench,rank,deepseek,G1_tool,3,top3,150,15,15,1.0,3.0517578125e-05,-4.515449934959718,True
toolbench,rank,deepseek,G1_tool,3,top3,200,15,15,1.0,3.0517578125e-05,-4.515449934959718,True
toolbench,rank,deepseek,G1_tool,3,top5,5,5,5,1.0,0.03125,-1.505149978319906,False
toolbench,rank,deepseek,G1_tool,3,top5,10,10,10,1.0,0.0009765625,-3.010299956639812,False
toolbench,rank,deepseek,G1_tool,3,top5,20,17,17,1.0,7.62939453125e-06,-5.11750992628768,True
toolbench,rank,deepseek,G1_tool,3,top5,30,17,17,1.0,7.62939453125e-06,-5.11750992628768,True
toolbench,rank,deepseek,G1_tool,3,top5,50,17,17,1.0,7.62939453125e-06,-5.11750992628768,True
toolbench,rank,deepseek,G1_tool,3,top5,80,17,17,1.0,7.62939453125e-06,-5.11750992628768,True
toolbench,rank,deepseek,G1_tool,3,top5,100,17,17,1.0,7.62939453125e-06,-5.11750992628768,True
toolbench,rank,deepseek,G1_tool,3,top5,150,17,17,1.0,7.62939453125e-06,-5.11750992628768,True
toolbench,rank,deepseek,G1_tool,3,top5,200,17,17,1.0,7.62939453125e-06,-5.11750992628768,True
toolbench,rank,deepseek,G2_category,1,full_rank,5,5,5,1.0,0.03125,-1.505149978319906,False
toolbench,rank,deepseek,G2_category,1,full_rank,10,10,10,1.0,0.0009765625,-3.010299956639812,False
toolbench,rank,deepseek,G2_category,1,full_rank,20,20,20,1.0,9.5367431640625e-07,-6.020599913279624,False
toolbench,rank,deepseek,G2_category,1,full_rank,30,29,29,1.0,1.862645149230957e-09,-8.729869874255455,True
toolbench,rank,deepseek,G2_category,1,full_rank,50,29,29,1.0,1.862645149230957e-09,-8.729869874255455,True
toolbench,rank,deepseek,G2_category,1,full_rank,80,29,29,1.0,1.862645149230957e-09,-8.729869874255455,True
toolbench,rank,deepseek,G2_category,1,full_rank,100,29,29,1.0,1.862645149230957e-09,-8.729869874255455,True
toolbench,rank,deepseek,G2_category,1,full_rank,150,29,29,1.0,1.862645149230957e-09,-8.729869874255455,True
toolbench,rank,deepseek,G2_category,1,full_rank,200,29,29,1.0,1.862645149230957e-09,-8.729869874255455,True
toolbench,rank,deepseek,G2_category,1,top10,5,5,5,1.0,0.03125,-1.505149978319906,False
toolbench,rank,deepseek,G2_category,1,top10,10,10,10,1.0,0.0009765625,-3.010299956639812,False
toolbench,rank,deepseek,G2_category,1,top10,20,20,20,1.0,9.5367431640625e-07,-6.020599913279624,False
toolbench,rank,deepseek,G2_category,1,top10,30,29,29,1.0,1.862645149230957e-09,-8.729869874255455,True
toolbench,rank,deepseek,G2_category,1,top10,50,29,29,1.0,1.862645149230957e-09,-8.729869874255455,True
toolbench,rank,deepseek,G2_category,1,top10,80,29,29,1.0,1.862645149230957e-09,-8.729869874255455,True
toolbench,rank,deepseek,G2_category,1,top10,100,29,29,1.0,1.862645149230957e-09,-8.729869874255455,True
toolbench,rank,deepseek,G2_category,1,top10,150,29,29,1.0,1.862645149230957e-09,-8.729869874255455,True
toolbench,rank,deepseek,G2_category,1,top10,200,29,29,1.0,1.862645149230957e-09,-8.729869874255455,True
toolbench,rank,deepseek,G2_category,1,top2,5,5,5,1.0,0.03125,-1.505149978319906,False
toolbench,rank,deepseek,G2_category,1,top2,10,10,10,1.0,0.0009765625,-3.010299956639812,False
toolbench,rank,deepseek,G2_category,1,top2,20,13,13,1.0,0.0001220703125,-3.9133899436317554,True
toolbench,rank,deepseek,G2_category,1,top2,30,13,13,1.0,0.0001220703125,-3.9133899436317554,True
toolbench,rank,deepseek,G2_category,1,top2,50,13,13,1.0,0.0001220703125,-3.9133899436317554,True
toolbench,rank,deepseek,G2_category,1,top2,80,13,13,1.0,0.0001220703125,-3.9133899436317554,True
toolbench,rank,deepseek,G2_category,1,top2,100,13,13,1.0,0.0001220703125,-3.9133899436317554,True
toolbench,rank,deepseek,G2_category,1,top2,150,13,13,1.0,0.0001220703125,-3.9133899436317554,True
toolbench,rank,deepseek,G2_category,1,top2,200,13,13,1.0,0.0001220703125,-3.9133899436317554,True
toolbench,rank,deepseek,G2_category,1,top3,5,5,5,1.0,0.03125,-1.505149978319906,False
toolbench,rank,deepseek,G2_category,1,top3,10,10,10,1.0,0.0009765625,-3.010299956639812,False
toolbench,rank,deepseek,G2_category,1,top3,20,15,15,1.0,3.0517578125e-05,-4.515449934959718,True
toolbench,rank,deepseek,G2_category,1,top3,30,15,15,1.0,3.0517578125e-05,-4.515449934959718,True
toolbench,rank,deepseek,G2_category,1,top3,50,15,15,1.0,3.0517578125e-05,-4.515449934959718,True
toolbench,rank,deepseek,G2_category,1,top3,80,15,15,1.0,3.0517578125e-05,-4.515449934959718,True
toolbench,rank,deepseek,G2_category,1,top3,100,15,15,1.0,3.0517578125e-05,-4.515449934959718,True
toolbench,rank,deepseek,G2_category,1,top3,150,15,15,1.0,3.0517578125e-05,-4.515449934959718,True
toolbench,rank,deepseek,G2_category,1,top3,200,15,15,1.0,3.0517578125e-05,-4.515449934959718,True
toolbench,rank,deepseek,G2_category,1,top5,5,5,5,1.0,0.03125,-1.505149978319906,False
toolbench,rank,deepseek,G2_category,1,top5,10,10,10,1.0,0.0009765625,-3.010299956639812,False
toolbench,rank,deepseek,G2_category,1,top5,20,20,20,1.0,9.5367431640625e-07,-6.020599913279624,False
toolbench,rank,deepseek,G2_category,1,top5,30,24,24,1.0,5.960464477539063e-08,-7.224719895935548,True
toolbench,rank,deepseek,G2_category,1,top5,50,24,24,1.0,5.960464477539063e-08,-7.224719895935548,True
toolbench,rank,deepseek,G2_category,1,top5,80,24,24,1.0,5.960464477539063e-08,-7.224719895935548,True
toolbench,rank,deepseek,G2_category,1,top5,100,24,24,1.0,5.960464477539063e-08,-7.224719895935548,True
toolbench,rank,deepseek,G2_category,1,top5,150,24,24,1.0,5.960464477539063e-08,-7.224719895935548,True
toolbench,rank,deepseek,G2_category,1,top5,200,24,24,1.0,5.960464477539063e-08,-7.224719895935548,True
toolbench,rank,deepseek,G2_category,2,full_rank,5,5,5,1.0,0.03125,-1.505149978319906,False
toolbench,rank,deepseek,G2_category,2,full_rank,10,10,10,1.0,0.0009765625,-3.010299956639812,False
toolbench,rank,deepseek,G2_category,2,full_rank,20,20,20,1.0,9.5367431640625e-07,-6.020599913279624,False
toolbench,rank,deepseek,G2_category,2,full_rank,30,30,30,1.0,9.313225746154785e-10,-9.030899869919436,False
toolbench,rank,deepseek,G2_category,2,full_rank,50,33,33,1.0,1.1641532182693481e-10,-9.93398985691138,True
toolbench,rank,deepseek,G2_category,2,full_rank,80,33,33,1.0,1.1641532182693481e-10,-9.93398985691138,True
toolbench,rank,deepseek,G2_category,2,full_rank,100,33,33,1.0,1.1641532182693481e-10,-9.93398985691138,True
toolbench,rank,deepseek,G2_category,2,full_rank,150,33,33,1.0,1.1641532182693481e-10,-9.93398985691138,True
toolbench,rank,deepseek,G2_category,2,full_rank,200,33,33,1.0,1.1641532182693481e-10,-9.93398985691138,True
toolbench,rank,deepseek,G2_category,2,top10,5,5,5,1.0,0.03125,-1.505149978319906,False
toolbench,rank,deepseek,G2_category,2,top10,10,10,10,1.0,0.0009765625,-3.010299956639812,False
toolbench,rank,deepseek,G2_category,2,top10,20,20,20,1.0,9.5367431640625e-07,-6.020599913279624,False
toolbench,rank,deepseek,G2_category,2,top10,30,30,30,1.0,9.313225746154785e-10,-9.030899869919436,False
toolbench,rank,deepseek,G2_category,2,top10,50,31,31,1.0,4.656612873077393e-10,-9.331929865583417,True
toolbench,rank,deepseek,G2_category,2,top10,80,31,31,1.0,4.656612873077393e-10,-9.331929865583417,True
toolbench,rank,deepseek,G2_category,2,top10,100,31,31,1.0,4.656612873077393e-10,-9.331929865583417,True
toolbench,rank,deepseek,G2_category,2,top10,150,31,31,1.0,4.656612873077393e-10,-9.331929865583417,True
toolbench,rank,deepseek,G2_category,2,top10,200,31,31,1.0,4.656612873077393e-10,-9.331929865583417,True
toolbench,rank,deepseek,G2_category,2,top2,5,3,3,1.0,0.125,-0.9030899869919435,True
toolbench,rank,deepseek,G2_category,2,top2,10,3,3,1.0,0.125,-0.9030899869919435,True
toolbench,rank,deepseek,G2_category,2,top2,20,3,3,1.0,0.125,-0.9030899869919435,True
toolbench,rank,deepseek,G2_category,2,top2,30,3,3,1.0,0.125,-0.9030899869919435,True
toolbench,rank,deepseek,G2_category,2,top2,50,3,3,1.0,0.125,-0.9030899869919435,True
toolbench,rank,deepseek,G2_category,2,top2,80,3,3,1.0,0.125,-0.9030899869919435,True
toolbench,rank,deepseek,G2_category,2,top2,100,3,3,1.0,0.125,-0.9030899869919435,True
toolbench,rank,deepseek,G2_category,2,top2,150,3,3,1.0,0.125,-0.9030899869919435,True
toolbench,rank,deepseek,G2_category,2,top2,200,3,3,1.0,0.125,-0.9030899869919435,True
toolbench,rank,deepseek,G2_category,2,top3,5,5,5,1.0,0.03125,-1.505149978319906,False
toolbench,rank,deepseek,G2_category,2,top3,10,10,10,1.0,0.0009765625,-3.010299956639812,False
toolbench,rank,deepseek,G2_category,2,top3,20,12,12,1.0,0.000244140625,-3.612359947967774,True
toolbench,rank,deepseek,G2_category,2,top3,30,12,12,1.0,0.000244140625,-3.612359947967774,True
toolbench,rank,deepseek,G2_category,2,top3,50,12,12,1.0,0.000244140625,-3.612359947967774,True
toolbench,rank,deepseek,G2_category,2,top3,80,12,12,1.0,0.000244140625,-3.612359947967774,True
toolbench,rank,deepseek,G2_category,2,top3,100,12,12,1.0,0.000244140625,-3.612359947967774,True
toolbench,rank,deepseek,G2_category,2,top3,150,12,12,1.0,0.000244140625,-3.612359947967774,True
toolbench,rank,deepseek,G2_category,2,top3,200,12,12,1.0,0.000244140625,-3.612359947967774,True
toolbench,rank,deepseek,G2_category,2,top5,5,5,5,1.0,0.03125,-1.505149978319906,False
toolbench,rank,deepseek,G2_category,2,top5,10,10,10,1.0,0.0009765625,-3.010299956639812,False
toolbench,rank,deepseek,G2_category,2,top5,20,18,18,1.0,3.814697265625e-06,-5.418539921951662,True
toolbench,rank,deepseek,G2_category,2,top5,30,18,18,1.0,3.814697265625e-06,-5.418539921951662,True
toolbench,rank,deepseek,G2_category,2,top5,50,18,18,1.0,3.814697265625e-06,-5.418539921951662,True
toolbench,rank,deepseek,G2_category,2,top5,80,18,18,1.0,3.814697265625e-06,-5.418539921951662,True
toolbench,rank,deepseek,G2_category,2,top5,100,18,18,1.0,3.814697265625e-06,-5.418539921951662,True
toolbench,rank,deepseek,G2_category,2,top5,150,18,18,1.0,3.814697265625e-06,-5.418539921951662,True
toolbench,rank,deepseek,G2_category,2,top5,200,18,18,1.0,3.814697265625e-06,-5.418539921951662,True
toolbench,rank,deepseek,G2_category,3,full_rank,5,5,5,1.0,0.03125,-1.505149978319906,False
toolbench,rank,deepseek,G2_category,3,full_rank,10,10,10,1.0,0.0009765625,-3.010299956639812,False
toolbench,rank,deepseek,G2_category,3,full_rank,20,20,20,1.0,9.5367431640625e-07,-6.020599913279624,False
toolbench,rank,deepseek,G2_category,3,full_rank,30,30,30,1.0,9.313225746154785e-10,-9.030899869919436,False
toolbench,rank,deepseek,G2_category,3,full_rank,50,32,32,1.0,2.3283064365386963e-10,-9.632959861247398,True
toolbench,rank,deepseek,G2_category,3,full_rank,80,32,32,1.0,2.3283064365386963e-10,-9.632959861247398,True
toolbench,rank,deepseek,G2_category,3,full_rank,100,32,32,1.0,2.3283064365386963e-10,-9.632959861247398,True
toolbench,rank,deepseek,G2_category,3,full_rank,150,32,32,1.0,2.3283064365386963e-10,-9.632959861247398,True
toolbench,rank,deepseek,G2_category,3,full_rank,200,32,32,1.0,2.3283064365386963e-10,-9.632959861247398,True
toolbench,rank,deepseek,G2_category,3,top10,5,5,5,1.0,0.03125,-1.505149978319906,False
toolbench,rank,deepseek,G2_category,3,top10,10,10,10,1.0,0.0009765625,-3.010299956639812,False
toolbench,rank,deepseek,G2_category,3,top10,20,20,20,1.0,9.5367431640625e-07,-6.020599913279624,False
