model,split,topk,noise_model,epsilon,trajectories,strict_decode_success_rate,dedup_packet_mean,accepted_steps_mean,c_nom_proxy_bits,c_eff_proxy_bits,observed_accepted_over_cnom,prop2_flip_upper_curve
gemini-flash,G1_instruction,5,adjacent_swap,0.05,600,0.0,1.058333,0.875,1.058333,0.0,0.826772,0.142625
gemini-flash,G1_instruction,5,adjacent_swap,0.1,600,0.0,0.996667,0.833333,0.996667,0.0,0.83612,0.271
gemini-flash,G1_instruction,5,adjacent_swap,0.15,600,0.0,0.953333,0.8,0.953333,0.0,0.839161,0.385875
gemini-flash,G1_instruction,5,adjacent_swap,0.2,600,0.0,0.855,0.725,0.855,0.0,0.847953,0.488
gemini-flash,G1_instruction,5,adjacent_swap,0.25,600,0.0,0.843333,0.705,0.843333,0.0,0.835969,0.578125
gemini-flash,G1_instruction,5,adjacent_swap,0.3,600,0.0,0.726667,0.625,0.726667,0.0,0.860091,0.657
gemini-flash,G1_instruction,5,adjacent_swap,0.35,600,0.0,0.721667,0.626667,0.721667,0.0,0.86836,0.725375
gemini-flash,G1_instruction,5,adjacent_swap,0.4,600,0.0,0.668333,0.571667,0.668333,0.0,0.855363,0.784
gemini-flash,G1_instruction,5,adjacent_swap,0.45,600,0.0,0.573333,0.501667,0.573333,0.0,0.875001,0.833625
gemini-flash,G1_instruction,5,adjacent_swap,0.5,600,0.0,0.548333,0.485,0.548333,0.0,0.884499,0.875
gemini-flash,G1_instruction,10,adjacent_swap,0.0,600,0.0,1.3,1.0,1.3,0.0,0.769231,0.0
gemini-flash,G1_instruction,10,adjacent_swap,0.05,600,0.0,1.218333,0.94,1.218333,0.0,0.771546,0.185494
gemini-flash,G1_instruction,10,adjacent_swap,0.1,600,0.0,1.153333,0.898333,1.153333,0.0,0.778902,0.3439
gemini-flash,G1_instruction,10,adjacent_swap,0.15,600,0.0,1.013333,0.798333,1.013333,0.0,0.787829,0.477994
gemini-flash,G1_instruction,10,adjacent_swap,0.2,600,0.0,0.99,0.773333,0.99,0.0,0.781144,0.5904
gemini-flash,G1_instruction,10,adjacent_swap,0.25,600,0.0,0.921667,0.728333,0.921667,0.0,0.790234,0.683594
gemini-flash,G1_instruction,10,adjacent_swap,0.3,600,0.0,0.865,0.681667,0.865,0.0,0.788054,0.7599
gemini-flash,G1_instruction,10,adjacent_swap,0.35,600,0.0,0.806667,0.636667,0.806667,0.0,0.789256,0.821494
gemini-flash,G1_instruction,10,adjacent_swap,0.4,600,0.0,0.79,0.623333,0.79,0.0,0.789029,0.8704
gemini-flash,G1_instruction,10,adjacent_swap,0.45,600,0.0,0.668333,0.53,0.668333,0.0,0.793018,0.908494
gemini-flash,G1_instruction,10,adjacent_swap,0.5,600,0.0,0.683333,0.538333,0.683333,0.0,0.787805,0.9375
gemini-flash,G1_instruction,3,kendall_tau,0.0,600,0.0,0.583333,0.583333,0.583333,0.0,1.0,0.0
gemini-flash,G1_instruction,3,kendall_tau,0.05,600,0.0,0.583333,0.583333,0.583333,0.0,1.0,0.0975
gemini-flash,G1_instruction,3,kendall_tau,0.1,600,0.0,0.583333,0.583333,0.583333,0.0,1.0,0.19
gemini-flash,G1_instruction,3,kendall_tau,0.15,600,0.0,0.583333,0.583333,0.583333,0.0,1.0,0.2775
gemini-flash,G1_instruction,3,kendall_tau,0.2,600,0.0,0.583333,0.583333,0.583333,0.0,1.0,0.36
gemini-flash,G1_instruction,3,kendall_tau,0.25,600,0.0,0.583333,0.583333,0.583333,0.0,1.0,0.4375
gemini-flash,G1_instruction,3,kendall_tau,0.3,600,0.0,0.483333,0.483333,0.483333,0.0,1.0,0.51
gemini-flash,G1_instruction,3,kendall_tau,0.35,600,0.0,0.505,0.505,0.505,0.0,1.0,0.5775
gemini-flash,G1_instruction,3,kendall_tau,0.4,600,0.0,0.508333,0.508333,0.508333,0.0,1.0,0.64
gemini-flash,G1_instruction,3,kendall_tau,0.45,600,0.0,0.493333,0.493333,0.493333,0.0,1.0,0.6975
gemini-flash,G1_instruction,3,kendall_tau,0.5,600,0.0,0.493333,0.493333,0.493333,0.0,1.0,0.75
gemini-flash,G1_instruction,5,kendall_tau,0.0,600,0.0,1.116667,0.916667,1.116667,0.0,0.820896,0.0
gemini-flash,G1_instruction,5,kendall_tau,0.05,600,0.0,1.116667,0.916667,1.116667,0.0,0.820896,0.142625
gemini-flash,G1_instruction,5,kendall_tau,0.1,600,0.0,1.116667,0.916667,1.116667,0.0,0.820896,0.271
gemini-flash,G1_instruction,5,kendall_tau,0.15,600,0.0,0.8,0.706667,0.8,0.0,0.883334,0.385875
gemini-flash,G1_instruction,5,kendall_tau,0.2,600,0.0,0.878333,0.761667,0.878333,0.0,0.867173,0.488
gemini-flash,G1_instruction,5,kendall_tau,0.25,600,0.0,0.845,0.731667,0.845,0.0,0.865878,0.578125
gemini-flash,G1_instruction,5,kendall_tau,0.3,600,0.0,0.82,0.713333,0.82,0.0,0.869918,0.657
gemini-flash,G1_instruction,5,kendall_tau,0.35,600,0.0,0.81,0.705,0.81,0.0,0.87037,0.725375
gemini-flash,G1_instruction,5,kendall_tau,0.4,600,0.0,0.791667,0.696667,0.791667,0.0,0.88,0.784
gemini-flash,G1_instruction,5,kendall_tau,0.45,600,0.0,0.746667,0.666667,0.746667,0.0,0.892857,0.833625
gemini-flash,G1_instruction,5,kendall_tau,0.5,600,0.0,0.741667,0.663333,0.741667,0.0,0.894381,0.875
gemini-flash,G1_instruction,10,kendall_tau,0.0,600,0.0,1.3,1.0,1.3,0.0,0.769231,0.0
gemini-flash,G1_instruction,10,kendall_tau,0.05,600,0.0,1.3,1.0,1.3,0.0,0.769231,0.185494
gemini-flash,G1_instruction,10,kendall_tau,0.1,600,0.0,1.185,0.916667,1.185,0.0,0.773559,0.3439
gemini-flash,G1_instruction,10,kendall_tau,0.15,600,0.0,0.986667,0.793333,0.986667,0.0,0.804053,0.477994
gemini-flash,G1_instruction,10,kendall_tau,0.2,600,0.0,0.985,0.788333,0.985,0.0,0.800338,0.5904
gemini-flash,G1_instruction,10,kendall_tau,0.25,600,0.0,0.953333,0.773333,0.953333,0.0,0.811189,0.683594
gemini-flash,G1_instruction,10,kendall_tau,0.3,600,0.0,0.903333,0.726667,0.903333,0.0,0.804429,0.7599
gemini-flash,G1_instruction,10,kendall_tau,0.35,600,0.0,0.926667,0.738333,0.926667,0.0,0.796762,0.821494
gemini-flash,G1_instruction,10,kendall_tau,0.4,600,0.0,0.87,0.708333,0.87,0.0,0.814176,0.8704
gemini-flash,G1_instruction,10,kendall_tau,0.45,600,0.0,0.836667,0.691667,0.836667,0.0,0.826693,0.908494
gemini-flash,G1_instruction,10,kendall_tau,0.5,600,0.0,0.866667,0.71,0.866667,0.0,0.81923,0.9375
gemini-flash,G1_tool,3,adjacent_swap,0.0,600,0.0,0.566667,0.566667,0.566667,0.0,1.0,0.0
gemini-flash,G1_tool,3,adjacent_swap,0.05,600,0.0,0.551667,0.551667,0.551667,0.0,1.0,0.0975
gemini-flash,G1_tool,3,adjacent_swap,0.1,600,0.0,0.518333,0.518333,0.518333,0.0,1.0,0.19
gemini-flash,G1_tool,3,adjacent_swap,0.15,600,0.0,0.506667,0.506667,0.506667,0.0,1.0,0.2775
gemini-flash,G1_tool,3,adjacent_swap,0.2,600,0.0,0.5,0.5,0.5,0.0,1.0,0.36
gemini-flash,G1_tool,3,adjacent_swap,0.25,600,0.0,0.458333,0.458333,0.458333,0.0,1.0,0.4375
gemini-flash,G1_tool,3,adjacent_swap,0.3,600,0.0,0.45,0.45,0.45,0.0,1.0,0.51
gemini-flash,G1_tool,3,adjacent_swap,0.35,600,0.0,0.446667,0.446667,0.446667,0.0,1.0,0.5775
gemini-flash,G1_tool,3,adjacent_swap,0.4,600,0.0,0.413333,0.413333,0.413333,0.0,1.0,0.64
gemini-flash,G1_tool,3,adjacent_swap,0.45,600,0.0,0.4,0.4,0.4,0.0,1.0,0.6975
gemini-flash,G1_tool,3,adjacent_swap,0.5,600,0.0,0.366667,0.366667,0.366667,0.0,1.0,0.75
gemini-flash,G1_tool,5,adjacent_swap,0.0,600,0.0,0.783333,0.716667,0.783333,0.0,0.914894,0.0
gemini-flash,G1_tool,5,adjacent_swap,0.05,600,0.0,0.728333,0.671667,0.728333,0.0,0.922198,0.142625
gemini-flash,G1_tool,5,adjacent_swap,0.1,600,0.0,0.721667,0.661667,0.721667,0.0,0.916859,0.271
gemini-flash,G1_tool,5,adjacent_swap,0.15,600,0.0,0.668333,0.615,0.668333,0.0,0.9202,0.385875
gemini-flash,G1_tool,5,adjacent_swap,0.2,600,0.0,0.65,0.593333,0.65,0.0,0.91282,0.488
gemini-flash,G1_tool,5,adjacent_swap,0.25,600,0.0,0.581667,0.536667,0.581667,0.0,0.922636,0.578125
gemini-flash,G1_tool,5,adjacent_swap,0.3,600,0.0,0.55,0.51,0.55,0.0,0.927273,0.657
gemini-flash,G1_tool,5,adjacent_swap,0.35,600,0.0,0.521667,0.483333,0.521667,0.0,0.926516,0.725375
gemini-flash,G1_tool,5,adjacent_swap,0.4,600,0.0,0.475,0.446667,0.475,0.0,0.940352,0.784
gemini-flash,G1_tool,5,adjacent_swap,0.45,600,0.0,0.465,0.43,0.465,0.0,0.924731,0.833625
gemini-flash,G1_tool,5,adjacent_swap,0.5,600,0.0,0.431667,0.398333,0.431667,0.0,0.922778,0.875
gemini-flash,G1_tool,10,adjacent_swap,0.0,600,0.016667,1.083333,0.9,1.083333,0.018056,0.830769,0.0
gemini-flash,G1_tool,10,adjacent_swap,0.05,600,0.016667,1.03,0.85,1.03,0.017167,0.825243,0.185494
gemini-flash,G1_tool,10,adjacent_swap,0.1,600,0.016667,0.955,0.788333,0.955,0.015917,0.82548,0.3439
gemini-flash,G1_tool,10,adjacent_swap,0.15,600,0.013333,0.898333,0.751667,0.898333,0.011977,0.836735,0.477994
gemini-flash,G1_tool,10,adjacent_swap,0.2,600,0.006667,0.84,0.713333,0.84,0.0056,0.849206,0.5904
gemini-flash,G1_tool,10,adjacent_swap,0.25,600,0.01,0.786667,0.648333,0.786667,0.007867,0.824152,0.683594
gemini-flash,G1_tool,10,adjacent_swap,0.3,600,0.0,0.718333,0.598333,0.718333,0.0,0.832947,0.7599
gemini-flash,G1_tool,10,adjacent_swap,0.35,600,0.003333,0.653333,0.538333,0.653333,0.002178,0.82398,0.821494
gemini-flash,G1_tool,10,adjacent_swap,0.4,600,0.005,0.688333,0.575,0.688333,0.003442,0.835351,0.8704
gemini-flash,G1_tool,10,adjacent_swap,0.45,600,0.001667,0.615,0.5,0.615,0.001025,0.813008,0.908494
gemini-flash,G1_tool,10,adjacent_swap,0.5,600,0.001667,0.576667,0.473333,0.576667,0.000961,0.820808,0.9375
gemini-flash,G1_tool,3,kendall_tau,0.0,600,0.0,0.566667,0.566667,0.566667,0.0,1.0,0.0
gemini-flash,G1_tool,3,kendall_tau,0.05,600,0.0,0.566667,0.566667,0.566667,0.0,1.0,0.0975
gemini-flash,G1_tool,3,kendall_tau,0.1,600,0.0,0.566667,0.566667,0.566667,0.0,1.0,0.19
gemini-flash,G1_tool,3,kendall_tau,0.15,600,0.0,0.566667,0.566667,0.566667,0.0,1.0,0.2775
gemini-flash,G1_tool,3,kendall_tau,0.2,600,0.0,0.566667,0.566667,0.566667,0.0,1.0,0.36
gemini-flash,G1_tool,3,kendall_tau,0.25,600,0.0,0.566667,0.566667,0.566667,0.0,1.0,0.4375
gemini-flash,G1_tool,3,kendall_tau,0.3,600,0.0,0.468333,0.468333,0.468333,0.0,1.0,0.51
gemini-flash,G1_tool,3,kendall_tau,0.35,600,0.0,0.45,0.45,0.45,0.0,1.0,0.5775
gemini-flash,G1_tool,3,kendall_tau,0.4,600,0.0,0.456667,0.456667,0.456667,0.0,1.0,0.64
gemini-flash,G1_tool,3,kendall_tau,0.45,600,0.0,0.441667,0.441667,0.441667,0.0,1.0,0.6975
gemini-flash,G1_tool,3,kendall_tau,0.5,600,0.0,0.445,0.445,0.445,0.0,1.0,0.75
gemini-flash,G1_tool,5,kendall_tau,0.0,600,0.0,0.783333,0.716667,0.783333,0.0,0.914894,0.0
gemini-flash,G1_tool,5,kendall_tau,0.05,600,0.0,0.783333,0.716667,0.783333,0.0,0.914894,0.142625
gemini-flash,G1_tool,5,kendall_tau,0.1,600,0.0,0.783333,0.716667,0.783333,0.0,0.914894,0.271
gemini-flash,G1_tool,5,kendall_tau,0.15,600,0.0,0.681667,0.626667,0.681667,0.0,0.919315,0.385875
gemini-flash,G1_tool,5,kendall_tau,0.2,600,0.0,0.633333,0.59,0.633333,0.0,0.931579,0.488
gemini-flash,G1_tool,5,kendall_tau,0.25,600,0.0,0.595,0.561667,0.595,0.0,0.943978,0.578125
gemini-flash,G1_tool,5,kendall_tau,0.3,600,0.0,0.601667,0.558333,0.601667,0.0,0.927977,0.657
gemini-flash,G1_tool,5,kendall_tau,0.35,600,0.0,0.605,0.563333,0.605,0.0,0.931129,0.725375
gemini-flash,G1_tool,5,kendall_tau,0.4,600,0.0,0.551667,0.52,0.551667,0.0,0.942598,0.784
gemini-flash,G1_tool,5,kendall_tau,0.45,600,0.0,0.558333,0.52,0.558333,0.0,0.931344,0.833625
gemini-flash,G1_tool,5,kendall_tau,0.5,600,0.0,0.506667,0.485,0.506667,0.0,0.957236,0.875
gemini-flash,G1_tool,10,kendall_tau,0.0,600,0.016667,1.083333,0.9,1.083333,0.018056,0.830769,0.0
gemini-flash,G1_tool,10,kendall_tau,0.05,600,0.016667,1.083333,0.9,1.083333,0.018056,0.830769,0.185494
gemini-flash,G1_tool,10,kendall_tau,0.1,600,0.015,0.975,0.813333,0.975,0.014625,0.834188,0.3439
gemini-flash,G1_tool,10,kendall_tau,0.15,600,0.013333,0.96,0.801667,0.96,0.0128,0.83507,0.477994
gemini-flash,G1_tool,10,kendall_tau,0.2,600,0.006667,0.83,0.713333,0.83,0.005534,0.859437,0.5904
gemini-flash,G1_tool,10,kendall_tau,0.25,600,0.008333,0.83,0.703333,0.83,0.006916,0.847389,0.683594
gemini-flash,G1_tool,10,kendall_tau,0.3,600,0.006667,0.768333,0.641667,0.768333,0.005122,0.835142,0.7599
gemini-flash,G1_tool,10,kendall_tau,0.35,600,0.006667,0.748333,0.638333,0.748333,0.004989,0.853007,0.821494
gemini-flash,G1_tool,10,kendall_tau,0.4,600,0.008333,0.73,0.61,0.73,0.006083,0.835616,0.8704
gemini-flash,G1_tool,10,kendall_tau,0.45,600,0.006667,0.755,0.64,0.755,0.005034,0.847682,0.908494
gemini-flash,G1_tool,10,kendall_tau,0.5,600,0.003333,0.69,0.595,0.69,0.0023,0.862319,0.9375
gemini-flash,G2_category,3,adjacent_swap,0.0,600,0.0,0.483333,0.483333,0.483333,0.0,1.0,0.0
gemini-flash,G2_category,3,adjacent_swap,0.05,600,0.0,0.468333,0.468333,0.468333,0.0,1.0,0.0975
gemini-flash,G2_category,3,adjacent_swap,0.1,600,0.0,0.441667,0.441667,0.441667,0.0,1.0,0.19
gemini-flash,G2_category,3,adjacent_swap,0.15,600,0.0,0.43,0.43,0.43,0.0,1.0,0.2775
gemini-flash,G2_category,3,adjacent_swap,0.2,600,0.0,0.403333,0.403333,0.403333,0.0,1.0,0.36
gemini-flash,G2_category,3,adjacent_swap,0.25,600,0.0,0.42,0.42,0.42,0.0,1.0,0.4375
gemini-flash,G2_category,3,adjacent_swap,0.3,600,0.0,0.395,0.395,0.395,0.0,1.0,0.51
gemini-flash,G2_category,3,adjacent_swap,0.35,600,0.0,0.368333,0.368333,0.368333,0.0,1.0,0.5775
gemini-flash,G2_category,3,adjacent_swap,0.4,600,0.0,0.35,0.35,0.35,0.0,1.0,0.64
gemini-flash,G2_category,3,adjacent_swap,0.45,600,0.0,0.341667,0.341667,0.341667,0.0,1.0,0.6975
gemini-flash,G2_category,3,adjacent_swap,0.5,600,0.0,0.336667,0.336667,0.336667,0.0,1.0,0.75
gemini-flash,G2_category,5,adjacent_swap,0.0,600,0.0,0.766667,0.666667,0.766667,0.0,0.869565,0.0
gemini-flash,G2_category,5,adjacent_swap,0.05,600,0.0,0.703333,0.616667,0.703333,0.0,0.876778,0.142625
gemini-flash,G2_category,5,adjacent_swap,0.1,600,0.0,0.678333,0.598333,0.678333,0.0,0.882064,0.271
gemini-flash,G2_category,5,adjacent_swap,0.15,600,0.0,0.636667,0.558333,0.636667,0.0,0.876962,0.385875
gemini-flash,G2_category,5,adjacent_swap,0.2,600,0.0,0.595,0.53,0.595,0.0,0.890756,0.488
gemini-flash,G2_category,5,adjacent_swap,0.25,600,0.0,0.55,0.486667,0.55,0.0,0.884849,0.578125
gemini-flash,G2_category,5,adjacent_swap,0.3,600,0.0,0.543333,0.49,0.543333,0.0,0.901841,0.657
gemini-flash,G2_category,5,adjacent_swap,0.35,600,0.0,0.485,0.44,0.485,0.0,0.907216,0.725375
gemini-flash,G2_category,5,adjacent_swap,0.4,600,0.0,0.445,0.401667,0.445,0.0,0.902622,0.784
gemini-flash,G2_category,5,adjacent_swap,0.45,600,0.0,0.436667,0.391667,0.436667,0.0,0.896947,0.833625
gemini-flash,G2_category,5,adjacent_swap,0.5,600,0.0,0.415,0.376667,0.415,0.0,0.907631,0.875
gemini-flash,G2_category,10,adjacent_swap,0.0,600,0.016667,1.25,0.9,1.25,0.020834,0.72,0.0
gemini-flash,G2_category,10,adjacent_swap,0.05,600,0.01,1.195,0.866667,1.195,0.01195,0.725244,0.185494
gemini-flash,G2_category,10,adjacent_swap,0.1,600,0.003333,1.128333,0.815,1.128333,0.003761,0.722304,0.3439
gemini-flash,G2_category,10,adjacent_swap,0.15,600,0.005,1.043333,0.765,1.043333,0.005217,0.733227,0.477994
gemini-flash,G2_category,10,adjacent_swap,0.2,600,0.003333,0.988333,0.711667,0.988333,0.003294,0.720068,0.5904
gemini-flash,G2_category,10,adjacent_swap,0.25,600,0.0,0.921667,0.673333,0.921667,0.0,0.73056,0.683594
gemini-flash,G2_category,10,adjacent_swap,0.3,600,0.001667,0.896667,0.65,0.896667,0.001495,0.724907,0.7599
gemini-flash,G2_category,10,adjacent_swap,0.35,600,0.001667,0.823333,0.6,0.823333,0.001372,0.728745,0.821494
gemini-flash,G2_category,10,adjacent_swap,0.4,600,0.001667,0.823333,0.596667,0.823333,0.001372,0.724697,0.8704
gemini-flash,G2_category,10,adjacent_swap,0.45,600,0.0,0.713333,0.531667,0.713333,0.0,0.745328,0.908494
gemini-flash,G2_category,10,adjacent_swap,0.5,600,0.0,0.666667,0.481667,0.666667,0.0,0.7225,0.9375
gemini-flash,G2_category,3,kendall_tau,0.0,600,0.0,0.483333,0.483333,0.483333,0.0,1.0,0.0
gemini-flash,G2_category,3,kendall_tau,0.05,600,0.0,0.483333,0.483333,0.483333,0.0,1.0,0.0975
gemini-flash,G2_category,3,kendall_tau,0.1,600,0.0,0.483333,0.483333,0.483333,0.0,1.0,0.19
gemini-flash,G2_category,3,kendall_tau,0.15,600,0.0,0.483333,0.483333,0.483333,0.0,1.0,0.2775
gemini-flash,G2_category,3,kendall_tau,0.2,600,0.0,0.483333,0.483333,0.483333,0.0,1.0,0.36
gemini-flash,G2_category,3,kendall_tau,0.25,600,0.0,0.483333,0.483333,0.483333,0.0,1.0,0.4375
gemini-flash,G2_category,3,kendall_tau,0.3,600,0.0,0.348333,0.348333,0.348333,0.0,1.0,0.51
gemini-flash,G2_category,3,kendall_tau,0.35,600,0.0,0.34,0.34,0.34,0.0,1.0,0.5775
gemini-flash,G2_category,3,kendall_tau,0.4,600,0.0,0.345,0.345,0.345,0.0,1.0,0.64
gemini-flash,G2_category,3,kendall_tau,0.45,600,0.0,0.37,0.37,0.37,0.0,1.0,0.6975
gemini-flash,G2_category,3,kendall_tau,0.5,600,0.0,0.353333,0.353333,0.353333,0.0,1.0,0.75
gemini-flash,G2_category,5,kendall_tau,0.0,600,0.0,0.766667,0.666667,0.766667,0.0,0.869565,0.0
gemini-flash,G2_category,5,kendall_tau,0.05,600,0.0,0.766667,0.666667,0.766667,0.0,0.869565,0.142625
gemini-flash,G2_category,5,kendall_tau,0.1,600,0.0,0.766667,0.666667,0.766667,0.0,0.869565,0.271
gemini-flash,G2_category,5,kendall_tau,0.15,600,0.0,0.555,0.498333,0.555,0.0,0.897897,0.385875
gemini-flash,G2_category,5,kendall_tau,0.2,600,0.0,0.548333,0.503333,0.548333,0.0,0.917933,0.488
gemini-flash,G2_category,5,kendall_tau,0.25,600,0.0,0.515,0.481667,0.515,0.0,0.935276,0.578125
gemini-flash,G2_category,5,kendall_tau,0.3,600,0.0,0.501667,0.461667,0.501667,0.0,0.920266,0.657
gemini-flash,G2_category,5,kendall_tau,0.35,600,0.0,0.543333,0.493333,0.543333,0.0,0.907975,0.725375
gemini-flash,G2_category,5,kendall_tau,0.4,600,0.0,0.475,0.436667,0.475,0.0,0.919299,0.784
gemini-flash,G2_category,5,kendall_tau,0.45,600,0.0,0.478333,0.435,0.478333,0.0,0.909408,0.833625
gemini-flash,G2_category,5,kendall_tau,0.5,600,0.0,0.47,0.433333,0.47,0.0,0.921985,0.875
gemini-flash,G2_category,10,kendall_tau,0.0,600,0.016667,1.25,0.9,1.25,0.020834,0.72,0.0
gemini-flash,G2_category,10,kendall_tau,0.05,600,0.016667,1.25,0.9,1.25,0.020834,0.72,0.185494
gemini-flash,G2_category,10,kendall_tau,0.1,600,0.006667,1.098333,0.806667,1.098333,0.007323,0.734447,0.3439
gemini-flash,G2_category,10,kendall_tau,0.15,600,0.005,1.018333,0.745,1.018333,0.005092,0.731588,0.477994
gemini-flash,G2_category,10,kendall_tau,0.2,600,0.0,0.946667,0.7,0.946667,0.0,0.739436,0.5904
gemini-flash,G2_category,10,kendall_tau,0.25,600,0.0,0.906667,0.668333,0.906667,0.0,0.737132,0.683594
gemini-flash,G2_category,10,kendall_tau,0.3,600,0.0,0.935,0.676667,0.935,0.0,0.723708,0.7599
gemini-flash,G2_category,10,kendall_tau,0.35,600,0.0,0.9,0.651667,0.9,0.0,0.724074,0.821494
gemini-flash,G2_category,10,kendall_tau,0.4,600,0.001667,0.79,0.581667,0.79,0.001317,0.736287,0.8704
gemini-flash,G2_category,10,kendall_tau,0.45,600,0.001667,0.828333,0.608333,0.828333,0.001381,0.734406,0.908494
gemini-flash,G2_category,10,kendall_tau,0.5,600,0.001667,0.781667,0.578333,0.781667,0.001303,0.739871,0.9375
gemini-flash,G2_instruction,3,adjacent_swap,0.0,600,0.0,0.45,0.45,0.45,0.0,1.0,0.0
gemini-flash,G2_instruction,3,adjacent_swap,0.05,600,0.0,0.43,0.43,0.43,0.0,1.0,0.0975
gemini-flash,G2_instruction,3,adjacent_swap,0.1,600,0.0,0.416667,0.416667,0.416667,0.0,1.0,0.19
gemini-flash,G2_instruction,3,adjacent_swap,0.15,600,0.0,0.39,0.39,0.39,0.0,1.0,0.2775
gemini-flash,G2_instruction,3,adjacent_swap,0.2,600,0.0,0.383333,0.383333,0.383333,0.0,1.0,0.36
gemini-flash,G2_instruction,3,adjacent_swap,0.25,600,0.0,0.356667,0.356667,0.356667,0.0,1.0,0.4375
gemini-flash,G2_instruction,3,adjacent_swap,0.3,600,0.0,0.341667,0.341667,0.341667,0.0,1.0,0.51
gemini-flash,G2_instruction,3,adjacent_swap,0.35,600,0.0,0.335,0.335,0.335,0.0,1.0,0.5775
gemini-flash,G2_instruction,3,adjacent_swap,0.4,600,0.0,0.313333,0.313333,0.313333,0.0,1.0,0.64
gemini-flash,G2_instruction,3,adjacent_swap,0.45,600,0.0,0.293333,0.293333,0.293333,0.0,1.0,0.6975
gemini-flash,G2_instruction,3,adjacent_swap,0.5,600,0.0,0.261667,0.261667,0.261667,0.0,1.0,0.75
gemini-flash,G2_instruction,5,adjacent_swap,0.0,600,0.0,0.633333,0.566667,0.633333,0.0,0.894738,0.0
gemini-flash,G2_instruction,5,adjacent_swap,0.05,600,0.0,0.608333,0.548333,0.608333,0.0,0.90137,0.142625
gemini-flash,G2_instruction,5,adjacent_swap,0.1,600,0.0,0.573333,0.513333,0.573333,0.0,0.895349,0.271
gemini-flash,G2_instruction,5,adjacent_swap,0.15,600,0.0,0.535,0.485,0.535,0.0,0.906542,0.385875
gemini-flash,G2_instruction,5,adjacent_swap,0.2,600,0.0,0.486667,0.445,0.486667,0.0,0.914383,0.488
gemini-flash,G2_instruction,5,adjacent_swap,0.25,600,0.0,0.465,0.425,0.465,0.0,0.913978,0.578125
gemini-flash,G2_instruction,5,adjacent_swap,0.3,600,0.0,0.425,0.39,0.425,0.0,0.917647,0.657
gemini-flash,G2_instruction,5,adjacent_swap,0.35,600,0.0,0.42,0.388333,0.42,0.0,0.924602,0.725375
gemini-flash,G2_instruction,5,adjacent_swap,0.4,600,0.0,0.408333,0.371667,0.408333,0.0,0.910206,0.784
gemini-flash,G2_instruction,5,adjacent_swap,0.45,600,0.0,0.366667,0.331667,0.366667,0.0,0.904546,0.833625
gemini-flash,G2_instruction,5,adjacent_swap,0.5,600,0.0,0.336667,0.316667,0.336667,0.0,0.940594,0.875
gemini-flash,G2_instruction,10,adjacent_swap,0.0,600,0.0,1.033333,0.766667,1.033333,0.0,0.741936,0.0
gemini-flash,G2_instruction,10,adjacent_swap,0.05,600,0.0,0.96,0.72,0.96,0.0,0.75,0.185494
gemini-flash,G2_instruction,10,adjacent_swap,0.1,600,0.0,0.921667,0.685,0.921667,0.0,0.743219,0.3439
gemini-flash,G2_instruction,10,adjacent_swap,0.15,600,0.0,0.858333,0.641667,0.858333,0.0,0.747573,0.477994
gemini-flash,G2_instruction,10,adjacent_swap,0.2,600,0.0,0.821667,0.613333,0.821667,0.0,0.74645,0.5904
gemini-flash,G2_instruction,10,adjacent_swap,0.25,600,0.0,0.783333,0.565,0.783333,0.0,0.721277,0.683594
gemini-flash,G2_instruction,10,adjacent_swap,0.3,600,0.0,0.733333,0.536667,0.733333,0.0,0.731819,0.7599
gemini-flash,G2_instruction,10,adjacent_swap,0.35,600,0.0,0.716667,0.521667,0.716667,0.0,0.727907,0.821494
gemini-flash,G2_instruction,10,adjacent_swap,0.4,600,0.0,0.613333,0.463333,0.613333,0.0,0.755435,0.8704
gemini-flash,G2_instruction,10,adjacent_swap,0.45,600,0.0,0.576667,0.425,0.576667,0.0,0.736994,0.908494
gemini-flash,G2_instruction,10,adjacent_swap,0.5,600,0.0,0.533333,0.386667,0.533333,0.0,0.725001,0.9375
gemini-flash,G2_instruction,3,kendall_tau,0.0,600,0.0,0.45,0.45,0.45,0.0,1.0,0.0
gemini-flash,G2_instruction,3,kendall_tau,0.05,600,0.0,0.45,0.45,0.45,0.0,1.0,0.0975
gemini-flash,G2_instruction,3,kendall_tau,0.1,600,0.0,0.45,0.45,0.45,0.0,1.0,0.19
gemini-flash,G2_instruction,3,kendall_tau,0.15,600,0.0,0.45,0.45,0.45,0.0,1.0,0.2775
gemini-flash,G2_instruction,3,kendall_tau,0.2,600,0.0,0.45,0.45,0.45,0.0,1.0,0.36
gemini-flash,G2_instruction,3,kendall_tau,0.25,600,0.0,0.45,0.45,0.45,0.0,1.0,0.4375
gemini-flash,G2_instruction,3,kendall_tau,0.3,600,0.0,0.33,0.33,0.33,0.0,1.0,0.51
gemini-flash,G2_instruction,3,kendall_tau,0.35,600,0.0,0.348333,0.348333,0.348333,0.0,1.0,0.5775
gemini-flash,G2_instruction,3,kendall_tau,0.4,600,0.0,0.331667,0.331667,0.331667,0.0,1.0,0.64
gemini-flash,G2_instruction,3,kendall_tau,0.45,600,0.0,0.336667,0.336667,0.336667,0.0,1.0,0.6975
gemini-flash,G2_instruction,3,kendall_tau,0.5,600,0.0,0.34,0.34,0.34,0.0,1.0,0.75
