dataset,model,split,run,task_id,step_index,topk,candidate_count,selected_in_topk,exact_bin_size,topk_bin_size,rank_stable_bin_changed,rank_stable_bit_changed,exact_bits_len,topk_bits_len
alfworld,gemini-flash,OOD,1,053,17,8,28,1,3,3,0,0,2,2
alfworld,gemini-flash,OOD,1,053,17,6,28,1,3,3,0,0,2,2
alfworld,gemini-flash,OOD,1,053,17,4,28,1,3,3,0,0,2,2
alfworld,gemini-flash,OOD,1,053,17,2,28,1,3,2,1,1,2,1
alfworld,gemini-flash,OOD,1,053,19,10,28,1,3,3,0,0,1,1
alfworld,gemini-flash,OOD,1,053,19,8,28,1,3,3,0,0,1,1
alfworld,gemini-flash,OOD,1,053,19,6,28,1,3,3,0,0,1,1
alfworld,gemini-flash,OOD,1,053,19,4,28,1,3,3,0,0,1,1
alfworld,gemini-flash,OOD,1,053,19,2,28,1,3,2,1,1,1,1
alfworld,gemini-flash,OOD,1,053,20,10,8,1,2,2,0,0,1,1
alfworld,gemini-flash,OOD,1,053,20,8,8,1,2,2,0,0,1,1
alfworld,gemini-flash,OOD,1,053,20,6,8,1,2,2,0,0,1,1
alfworld,gemini-flash,OOD,1,053,20,4,8,1,2,2,0,0,1,1
alfworld,gemini-flash,OOD,1,053,20,2,8,1,2,2,0,0,1,1
alfworld,gemini-flash,OOD,1,053,21,10,28,1,12,10,1,1,3,3
alfworld,gemini-flash,OOD,1,053,21,8,28,1,12,8,1,1,3,3
alfworld,gemini-flash,OOD,1,053,21,6,28,0,12,0,0,0,3,0
alfworld,gemini-flash,OOD,1,053,21,4,28,0,12,0,0,0,3,0
alfworld,gemini-flash,OOD,1,053,21,2,28,0,12,0,0,0,3,0
alfworld,gemini-flash,OOD,1,053,23,10,27,0,12,0,0,0,4,0
alfworld,gemini-flash,OOD,1,053,23,8,27,0,12,0,0,0,4,0
alfworld,gemini-flash,OOD,1,053,23,6,27,0,12,0,0,0,4,0
alfworld,gemini-flash,OOD,1,053,23,4,27,0,12,0,0,0,4,0
alfworld,gemini-flash,OOD,1,053,23,2,27,0,12,0,0,0,4,0
alfworld,gemini-flash,OOD,1,053,24,10,28,0,12,0,0,0,3,0
alfworld,gemini-flash,OOD,1,053,24,8,28,0,12,0,0,0,3,0
alfworld,gemini-flash,OOD,1,053,24,6,28,0,12,0,0,0,3,0
alfworld,gemini-flash,OOD,1,053,24,4,28,0,12,0,0,0,3,0
alfworld,gemini-flash,OOD,1,053,24,2,28,0,12,0,0,0,3,0
alfworld,gemini-flash,OOD,1,053,26,10,28,1,9,9,0,0,3,3
alfworld,gemini-flash,OOD,1,053,26,8,28,1,9,8,1,0,3,3
alfworld,gemini-flash,OOD,1,053,26,6,28,1,9,6,1,1,3,2
alfworld,gemini-flash,OOD,1,053,26,4,28,1,9,4,1,1,3,2
alfworld,gemini-flash,OOD,1,053,26,2,28,1,9,2,1,1,3,1
alfworld,gemini-flash,OOD,1,053,27,10,26,1,2,2,0,0,1,1
alfworld,gemini-flash,OOD,1,053,27,8,26,1,2,2,0,0,1,1
alfworld,gemini-flash,OOD,1,053,27,6,26,1,2,2,0,0,1,1
alfworld,gemini-flash,OOD,1,053,27,4,26,1,2,2,0,0,1,1
alfworld,gemini-flash,OOD,1,053,27,2,26,1,2,2,0,0,1,1
alfworld,gemini-flash,OOD,1,053,28,10,28,0,28,0,0,0,5,0
alfworld,gemini-flash,OOD,1,053,28,8,28,0,28,0,0,0,5,0
alfworld,gemini-flash,OOD,1,053,28,6,28,0,28,0,0,0,5,0
alfworld,gemini-flash,OOD,1,053,28,4,28,0,28,0,0,0,5,0
alfworld,gemini-flash,OOD,1,053,28,2,28,0,28,0,0,0,5,0
alfworld,gemini-flash,OOD,1,053,29,10,26,1,26,10,1,1,5,3
alfworld,gemini-flash,OOD,1,053,29,8,26,1,26,8,1,1,5,3
alfworld,gemini-flash,OOD,1,053,29,6,26,1,26,6,1,1,5,2
alfworld,gemini-flash,OOD,1,053,29,4,26,1,26,4,1,1,5,2
alfworld,gemini-flash,OOD,1,053,29,2,26,0,26,0,0,0,5,0
alfworld,gemini-flash,OOD,1,054,0,10,25,1,4,4,0,0,2,2
alfworld,gemini-flash,OOD,1,054,0,8,25,1,4,4,0,0,2,2
alfworld,gemini-flash,OOD,1,054,0,6,25,1,4,4,0,0,2,2
alfworld,gemini-flash,OOD,1,054,0,4,25,1,4,4,0,0,2,2
alfworld,gemini-flash,OOD,1,054,0,2,25,1,4,2,1,1,2,1
alfworld,gemini-flash,OOD,1,054,1,10,12,1,12,10,1,0,4,4
alfworld,gemini-flash,OOD,1,054,1,8,12,1,12,8,1,1,4,3
alfworld,gemini-flash,OOD,1,054,1,6,12,1,12,6,1,1,4,3
alfworld,gemini-flash,OOD,1,054,1,4,12,0,12,0,0,0,4,0
alfworld,gemini-flash,OOD,1,054,1,2,12,0,12,0,0,0,4,0
alfworld,gemini-flash,OOD,1,054,2,10,26,0,26,0,0,0,5,0
alfworld,gemini-flash,OOD,1,054,2,8,26,0,26,0,0,0,5,0
alfworld,gemini-flash,OOD,1,054,2,6,26,0,26,0,0,0,5,0
alfworld,gemini-flash,OOD,1,054,2,4,26,0,26,0,0,0,5,0
alfworld,gemini-flash,OOD,1,054,2,2,26,0,26,0,0,0,5,0
alfworld,gemini-flash,OOD,1,054,5,10,4,1,3,3,0,0,1,1
alfworld,gemini-flash,OOD,1,054,5,8,4,1,3,3,0,0,1,1
alfworld,gemini-flash,OOD,1,054,5,6,4,1,3,3,0,0,1,1
alfworld,gemini-flash,OOD,1,054,5,4,4,1,3,3,0,0,1,1
alfworld,gemini-flash,OOD,1,054,5,2,4,0,3,0,0,0,1,0
alfworld,gemini-flash,OOD,1,054,7,10,33,0,33,0,0,0,5,0
alfworld,gemini-flash,OOD,1,054,7,8,33,0,33,0,0,0,5,0
alfworld,gemini-flash,OOD,1,054,7,6,33,0,33,0,0,0,5,0
alfworld,gemini-flash,OOD,1,054,7,4,33,0,33,0,0,0,5,0
alfworld,gemini-flash,OOD,1,054,7,2,33,0,33,0,0,0,5,0
alfworld,gemini-flash,OOD,1,054,9,10,27,0,27,0,0,0,4,0
alfworld,gemini-flash,OOD,1,054,9,8,27,0,27,0,0,0,4,0
alfworld,gemini-flash,OOD,1,054,9,6,27,0,27,0,0,0,4,0
alfworld,gemini-flash,OOD,1,054,9,4,27,0,27,0,0,0,4,0
alfworld,gemini-flash,OOD,1,054,9,2,27,0,27,0,0,0,4,0
alfworld,gemini-flash,OOD,1,054,12,10,2,1,2,2,0,0,1,1
alfworld,gemini-flash,OOD,1,054,12,8,2,1,2,2,0,0,1,1
alfworld,gemini-flash,OOD,1,054,12,6,2,1,2,2,0,0,1,1
alfworld,gemini-flash,OOD,1,054,12,4,2,1,2,2,0,0,1,1
alfworld,gemini-flash,OOD,1,054,12,2,2,1,2,2,0,0,1,1
alfworld,gemini-flash,OOD,1,054,13,10,29,0,29,0,0,0,5,0
alfworld,gemini-flash,OOD,1,054,13,8,29,0,29,0,0,0,5,0
alfworld,gemini-flash,OOD,1,054,13,6,29,0,29,0,0,0,5,0
alfworld,gemini-flash,OOD,1,054,13,4,29,0,29,0,0,0,5,0
alfworld,gemini-flash,OOD,1,054,13,2,29,0,29,0,0,0,5,0
alfworld,gemini-flash,OOD,1,054,14,10,26,0,26,0,0,0,5,0
alfworld,gemini-flash,OOD,1,054,14,8,26,0,26,0,0,0,5,0
alfworld,gemini-flash,OOD,1,054,14,6,26,0,26,0,0,0,5,0
alfworld,gemini-flash,OOD,1,054,14,4,26,0,26,0,0,0,5,0
alfworld,gemini-flash,OOD,1,054,14,2,26,0,26,0,0,0,5,0
alfworld,gemini-flash,OOD,1,054,16,10,2,1,2,2,0,0,1,1
alfworld,gemini-flash,OOD,1,054,16,8,2,1,2,2,0,0,1,1
alfworld,gemini-flash,OOD,1,054,16,6,2,1,2,2,0,0,1,1
alfworld,gemini-flash,OOD,1,054,16,4,2,1,2,2,0,0,1,1
alfworld,gemini-flash,OOD,1,054,16,2,2,1,2,2,0,0,1,1
alfworld,gemini-flash,OOD,1,054,18,10,29,0,29,0,0,0,5,0
alfworld,gemini-flash,OOD,1,054,18,8,29,0,29,0,0,0,5,0
alfworld,gemini-flash,OOD,1,054,18,6,29,0,29,0,0,0,5,0
alfworld,gemini-flash,OOD,1,054,18,4,29,0,29,0,0,0,5,0
alfworld,gemini-flash,OOD,1,054,18,2,29,0,29,0,0,0,5,0
alfworld,gemini-flash,OOD,1,054,20,10,29,1,29,10,1,1,5,3
alfworld,gemini-flash,OOD,1,054,20,8,29,1,29,8,1,1,5,3
alfworld,gemini-flash,OOD,1,054,20,6,29,1,29,6,1,1,5,3
alfworld,gemini-flash,OOD,1,054,20,4,29,1,29,4,1,1,5,2
alfworld,gemini-flash,OOD,1,054,20,2,29,0,29,0,0,0,5,0
alfworld,gemini-flash,OOD,1,054,21,10,26,1,3,3,0,0,1,1
alfworld,gemini-flash,OOD,1,054,21,8,26,1,3,3,0,0,1,1
alfworld,gemini-flash,OOD,1,054,21,6,26,1,3,3,0,0,1,1
alfworld,gemini-flash,OOD,1,054,21,4,26,1,3,3,0,0,1,1
alfworld,gemini-flash,OOD,1,054,21,2,26,0,3,0,0,0,1,0
alfworld,gemini-flash,OOD,1,054,26,10,27,1,27,3,1,1,5,0
alfworld,gemini-flash,OOD,1,054,26,8,27,0,27,0,0,0,5,0
alfworld,gemini-flash,OOD,1,054,26,6,27,0,27,0,0,0,5,0
alfworld,gemini-flash,OOD,1,054,26,4,27,0,27,0,0,0,5,0
alfworld,gemini-flash,OOD,1,054,26,2,27,0,27,0,0,0,5,0
alfworld,gemini-flash,OOD,1,054,27,10,24,1,3,3,0,0,2,2
alfworld,gemini-flash,OOD,1,054,27,8,24,1,3,3,0,0,2,2
alfworld,gemini-flash,OOD,1,054,27,6,24,1,3,3,0,0,2,2
alfworld,gemini-flash,OOD,1,054,27,4,24,1,3,3,0,0,2,2
alfworld,gemini-flash,OOD,1,054,27,2,24,0,3,0,0,0,2,0
alfworld,gemini-flash,OOD,1,055,0,10,20,1,3,3,0,0,2,2
alfworld,gemini-flash,OOD,1,055,0,8,20,1,3,3,0,0,2,2
alfworld,gemini-flash,OOD,1,055,0,6,20,1,3,3,0,0,2,2
alfworld,gemini-flash,OOD,1,055,0,4,20,1,3,3,0,0,2,2
alfworld,gemini-flash,OOD,1,055,0,2,20,1,3,2,1,1,2,1
alfworld,gemini-flash,OOD,1,055,1,10,16,0,16,0,0,0,4,0
alfworld,gemini-flash,OOD,1,055,1,8,16,0,16,0,0,0,4,0
alfworld,gemini-flash,OOD,1,055,1,6,16,0,16,0,0,0,4,0
alfworld,gemini-flash,OOD,1,055,1,4,16,0,16,0,0,0,4,0
alfworld,gemini-flash,OOD,1,055,1,2,16,0,16,0,0,0,4,0
alfworld,gemini-flash,OOD,1,055,3,10,8,1,3,3,0,0,1,1
alfworld,gemini-flash,OOD,1,055,3,8,8,1,3,3,0,0,1,1
alfworld,gemini-flash,OOD,1,055,3,6,8,1,3,3,0,0,1,1
alfworld,gemini-flash,OOD,1,055,3,4,8,1,3,3,0,0,1,1
alfworld,gemini-flash,OOD,1,055,3,2,8,1,3,2,1,0,1,1
alfworld,gemini-flash,OOD,1,055,5,10,28,1,28,10,1,1,5,4
alfworld,gemini-flash,OOD,1,055,5,8,28,0,28,0,0,0,5,0
alfworld,gemini-flash,OOD,1,055,5,6,28,0,28,0,0,0,5,0
alfworld,gemini-flash,OOD,1,055,5,4,28,0,28,0,0,0,5,0
alfworld,gemini-flash,OOD,1,055,5,2,28,0,28,0,0,0,5,0
alfworld,gemini-flash,OOD,1,055,6,10,26,0,21,0,0,0,5,0
alfworld,gemini-flash,OOD,1,055,6,8,26,0,21,0,0,0,5,0
alfworld,gemini-flash,OOD,1,055,6,6,26,0,21,0,0,0,5,0
alfworld,gemini-flash,OOD,1,055,6,4,26,0,21,0,0,0,5,0
alfworld,gemini-flash,OOD,1,055,6,2,26,0,21,0,0,0,5,0
alfworld,gemini-flash,OOD,1,055,7,10,19,1,13,10,1,1,3,3
alfworld,gemini-flash,OOD,1,055,7,8,19,1,13,8,1,0,3,3
alfworld,gemini-flash,OOD,1,055,7,6,19,1,13,6,1,0,3,3
alfworld,gemini-flash,OOD,1,055,7,4,19,0,13,0,0,0,3,0
alfworld,gemini-flash,OOD,1,055,7,2,19,0,13,0,0,0,3,0
alfworld,gemini-flash,OOD,1,055,8,10,25,1,5,3,1,1,2,0
alfworld,gemini-flash,OOD,1,055,8,8,25,1,5,3,1,1,2,0
alfworld,gemini-flash,OOD,1,055,8,6,25,1,5,3,1,1,2,0
alfworld,gemini-flash,OOD,1,055,8,4,25,1,5,3,1,1,2,0
alfworld,gemini-flash,OOD,1,055,8,2,25,0,5,0,0,0,2,0
alfworld,gemini-flash,OOD,1,056,0,10,20,1,3,3,0,0,2,2
alfworld,gemini-flash,OOD,1,056,0,8,20,1,3,3,0,0,2,2
alfworld,gemini-flash,OOD,1,056,0,6,20,1,3,3,0,0,2,2
alfworld,gemini-flash,OOD,1,056,0,4,20,1,3,3,0,0,2,2
alfworld,gemini-flash,OOD,1,056,0,2,20,1,3,2,1,1,2,1
alfworld,gemini-flash,OOD,1,056,1,10,16,0,16,0,0,0,4,0
alfworld,gemini-flash,OOD,1,056,1,8,16,0,16,0,0,0,4,0
alfworld,gemini-flash,OOD,1,056,1,6,16,0,16,0,0,0,4,0
alfworld,gemini-flash,OOD,1,056,1,4,16,0,16,0,0,0,4,0
alfworld,gemini-flash,OOD,1,056,1,2,16,0,16,0,0,0,4,0
alfworld,gemini-flash,OOD,1,056,3,10,27,1,10,10,0,0,3,3
alfworld,gemini-flash,OOD,1,056,3,8,27,0,10,0,0,0,3,0
alfworld,gemini-flash,OOD,1,056,3,6,27,0,10,0,0,0,3,0
alfworld,gemini-flash,OOD,1,056,3,4,27,0,10,0,0,0,3,0
alfworld,gemini-flash,OOD,1,056,3,2,27,0,10,0,0,0,3,0
alfworld,gemini-flash,OOD,1,056,4,10,26,1,15,10,1,1,4,3
alfworld,gemini-flash,OOD,1,056,4,8,26,0,15,0,0,0,4,0
alfworld,gemini-flash,OOD,1,056,4,6,26,0,15,0,0,0,4,0
alfworld,gemini-flash,OOD,1,056,4,4,26,0,15,0,0,0,4,0
alfworld,gemini-flash,OOD,1,056,4,2,26,0,15,0,0,0,4,0
alfworld,gemini-flash,OOD,1,056,6,10,26,0,26,0,0,0,5,0
alfworld,gemini-flash,OOD,1,056,6,8,26,0,26,0,0,0,5,0
alfworld,gemini-flash,OOD,1,056,6,6,26,0,26,0,0,0,5,0
alfworld,gemini-flash,OOD,1,056,6,4,26,0,26,0,0,0,5,0
alfworld,gemini-flash,OOD,1,056,6,2,26,0,26,0,0,0,5,0
alfworld,gemini-flash,OOD,1,057,1,10,27,1,27,10,1,1,5,4
alfworld,gemini-flash,OOD,1,057,1,8,27,1,27,8,1,1,5,3
alfworld,gemini-flash,OOD,1,057,1,6,27,1,27,1,1,1,5,0
alfworld,gemini-flash,OOD,1,057,1,4,27,1,27,1,1,1,5,0
alfworld,gemini-flash,OOD,1,057,1,2,27,1,27,1,1,1,5,0
alfworld,gemini-flash,OOD,1,057,3,10,26,1,16,7,1,1,4,0
alfworld,gemini-flash,OOD,1,057,3,8,26,0,16,0,0,0,4,0
alfworld,gemini-flash,OOD,1,057,3,6,26,0,16,0,0,0,4,0
alfworld,gemini-flash,OOD,1,057,3,4,26,0,16,0,0,0,4,0
alfworld,gemini-flash,OOD,1,057,3,2,26,0,16,0,0,0,4,0
alfworld,gemini-flash,OOD,1,057,4,10,6,1,6,6,0,0,2,2
alfworld,gemini-flash,OOD,1,057,4,8,6,1,6,6,0,0,2,2
alfworld,gemini-flash,OOD,1,057,4,6,6,1,6,6,0,0,2,2
alfworld,gemini-flash,OOD,1,057,4,4,6,1,6,4,1,1,2,2
alfworld,gemini-flash,OOD,1,057,4,2,6,1,6,2,1,1,2,1
alfworld,gemini-flash,OOD,1,057,7,10,27,1,2,2,0,0,1,1
alfworld,gemini-flash,OOD,1,057,7,8,27,1,2,2,0,0,1,1
alfworld,gemini-flash,OOD,1,057,7,6,27,1,2,2,0,0,1,1
alfworld,gemini-flash,OOD,1,057,7,4,27,1,2,2,0,0,1,1
alfworld,gemini-flash,OOD,1,057,7,2,27,1,2,2,0,0,1,1
alfworld,gemini-flash,OOD,1,057,9,10,27,1,27,10,1,1,5,4
alfworld,gemini-flash,OOD,1,057,9,8,27,1,27,8,1,1,5,3
alfworld,gemini-flash,OOD,1,057,9,6,27,1,27,6,1,1,5,3
alfworld,gemini-flash,OOD,1,057,9,4,27,1,27,4,1,1,5,2
alfworld,gemini-flash,OOD,1,057,9,2,27,0,27,0,0,0,5,0
alfworld,gemini-flash,OOD,1,057,10,10,25,1,4,4,0,0,2,2
alfworld,gemini-flash,OOD,1,057,10,8,25,1,4,4,0,0,2,2
alfworld,gemini-flash,OOD,1,057,10,6,25,1,4,4,0,0,2,2
alfworld,gemini-flash,OOD,1,057,10,4,25,1,4,4,0,0,2,2
alfworld,gemini-flash,OOD,1,057,10,2,25,1,4,2,1,1,2,1
alfworld,gemini-flash,OOD,1,057,11,10,25,1,25,10,1,1,5,4
alfworld,gemini-flash,OOD,1,057,11,8,25,1,25,8,1,1,5,3
alfworld,gemini-flash,OOD,1,057,11,6,25,1,25,6,1,1,5,3
alfworld,gemini-flash,OOD,1,057,11,4,25,1,25,4,1,1,5,2
alfworld,gemini-flash,OOD,1,057,11,2,25,1,25,2,1,1,5,1
alfworld,gemini-flash,OOD,1,057,12,10,26,1,14,10,1,1,3,3
alfworld,gemini-flash,OOD,1,057,12,8,26,1,14,8,1,1,3,3
alfworld,gemini-flash,OOD,1,057,12,6,26,1,14,6,1,1,3,3
alfworld,gemini-flash,OOD,1,057,12,4,26,0,14,0,0,0,3,0
alfworld,gemini-flash,OOD,1,057,12,2,26,0,14,0,0,0,3,0
alfworld,gemini-flash,OOD,1,057,13,10,25,1,25,10,1,1,5,4
alfworld,gemini-flash,OOD,1,057,13,8,25,0,25,0,0,0,5,0
alfworld,gemini-flash,OOD,1,057,13,6,25,0,25,0,0,0,5,0
alfworld,gemini-flash,OOD,1,057,13,4,25,0,25,0,0,0,5,0
alfworld,gemini-flash,OOD,1,057,13,2,25,0,25,0,0,0,5,0
alfworld,gemini-flash,OOD,1,057,14,10,23,1,16,1,1,1,4,0
alfworld,gemini-flash,OOD,1,057,14,8,23,0,16,0,0,0,4,0
alfworld,gemini-flash,OOD,1,057,14,6,23,0,16,0,0,0,4,0
alfworld,gemini-flash,OOD,1,057,14,4,23,0,16,0,0,0,4,0
alfworld,gemini-flash,OOD,1,057,14,2,23,0,16,0,0,0,4,0
alfworld,gemini-flash,OOD,1,057,15,10,25,1,2,2,0,0,1,1
alfworld,gemini-flash,OOD,1,057,15,8,25,1,2,2,0,0,1,1
alfworld,gemini-flash,OOD,1,057,15,6,25,1,2,2,0,0,1,1
alfworld,gemini-flash,OOD,1,057,15,4,25,1,2,2,0,0,1,1
alfworld,gemini-flash,OOD,1,057,15,2,25,1,2,2,0,0,1,1
alfworld,gemini-flash,OOD,1,057,16,10,27,0,27,0,0,0,5,0
alfworld,gemini-flash,OOD,1,057,16,8,27,0,27,0,0,0,5,0
alfworld,gemini-flash,OOD,1,057,16,6,27,0,27,0,0,0,5,0
alfworld,gemini-flash,OOD,1,057,16,4,27,0,27,0,0,0,5,0
alfworld,gemini-flash,OOD,1,057,16,2,27,0,27,0,0,0,5,0
alfworld,gemini-flash,OOD,1,057,17,10,15,0,15,0,0,0,4,0
alfworld,gemini-flash,OOD,1,057,17,8,15,0,15,0,0,0,4,0
alfworld,gemini-flash,OOD,1,057,17,6,15,0,15,0,0,0,4,0
alfworld,gemini-flash,OOD,1,057,17,4,15,0,15,0,0,0,4,0
alfworld,gemini-flash,OOD,1,057,17,2,15,0,15,0,0,0,4,0
alfworld,gemini-flash,OOD,1,057,18,10,27,0,27,0,0,0,5,0
alfworld,gemini-flash,OOD,1,057,18,8,27,0,27,0,0,0,5,0
alfworld,gemini-flash,OOD,1,057,18,6,27,0,27,0,0,0,5,0
alfworld,gemini-flash,OOD,1,057,18,4,27,0,27,0,0,0,5,0
alfworld,gemini-flash,OOD,1,057,18,2,27,0,27,0,0,0,5,0
alfworld,gemini-flash,OOD,1,057,20,10,24,1,24,10,1,1,4,3
alfworld,gemini-flash,OOD,1,057,20,8,24,1,24,8,1,1,4,3
alfworld,gemini-flash,OOD,1,057,20,6,24,1,24,6,1,1,4,3
alfworld,gemini-flash,OOD,1,057,20,4,24,0,24,0,0,0,4,0
alfworld,gemini-flash,OOD,1,057,20,2,24,0,24,0,0,0,4,0
alfworld,gemini-flash,OOD,1,057,23,10,27,0,27,0,0,0,5,0
alfworld,gemini-flash,OOD,1,057,23,8,27,0,27,0,0,0,5,0
alfworld,gemini-flash,OOD,1,057,23,6,27,0,27,0,0,0,5,0
alfworld,gemini-flash,OOD,1,057,23,4,27,0,27,0,0,0,5,0
alfworld,gemini-flash,OOD,1,057,23,2,27,0,27,0,0,0,5,0
alfworld,gemini-flash,OOD,1,057,25,10,29,0,29,0,0,0,5,0
alfworld,gemini-flash,OOD,1,057,25,8,29,0,29,0,0,0,5,0
alfworld,gemini-flash,OOD,1,057,25,6,29,0,29,0,0,0,5,0
alfworld,gemini-flash,OOD,1,057,25,4,29,0,29,0,0,0,5,0
alfworld,gemini-flash,OOD,1,057,25,2,29,0,29,0,0,0,5,0
alfworld,gemini-flash,OOD,1,057,26,10,24,1,11,10,1,0,3,3
alfworld,gemini-flash,OOD,1,057,26,8,24,0,11,0,0,0,3,0
alfworld,gemini-flash,OOD,1,057,26,6,24,0,11,0,0,0,3,0
alfworld,gemini-flash,OOD,1,057,26,4,24,0,11,0,0,0,3,0
alfworld,gemini-flash,OOD,1,057,26,2,24,0,11,0,0,0,3,0
alfworld,gemini-flash,OOD,1,057,27,10,25,0,25,0,0,0,4,0
alfworld,gemini-flash,OOD,1,057,27,8,25,0,25,0,0,0,4,0
alfworld,gemini-flash,OOD,1,057,27,6,25,0,25,0,0,0,4,0
alfworld,gemini-flash,OOD,1,057,27,4,25,0,25,0,0,0,4,0
alfworld,gemini-flash,OOD,1,057,27,2,25,0,25,0,0,0,4,0
alfworld,gemini-flash,OOD,1,057,28,10,24,1,24,10,1,1,4,3
alfworld,gemini-flash,OOD,1,057,28,8,24,0,24,0,0,0,4,0
alfworld,gemini-flash,OOD,1,057,28,6,24,0,24,0,0,0,4,0
alfworld,gemini-flash,OOD,1,057,28,4,24,0,24,0,0,0,4,0
alfworld,gemini-flash,OOD,1,057,28,2,24,0,24,0,0,0,4,0
alfworld,gemini-flash,OOD,1,057,29,10,24,0,24,0,0,0,5,0
alfworld,gemini-flash,OOD,1,057,29,8,24,0,24,0,0,0,5,0
alfworld,gemini-flash,OOD,1,057,29,6,24,0,24,0,0,0,5,0
alfworld,gemini-flash,OOD,1,057,29,4,24,0,24,0,0,0,5,0
alfworld,gemini-flash,OOD,1,057,29,2,24,0,24,0,0,0,5,0
alfworld,gemini-flash,OOD,1,058,0,10,25,1,4,4,0,0,2,2
alfworld,gemini-flash,OOD,1,058,0,8,25,1,4,4,0,0,2,2
alfworld,gemini-flash,OOD,1,058,0,6,25,1,4,4,0,0,2,2
alfworld,gemini-flash,OOD,1,058,0,4,25,1,4,4,0,0,2,2
alfworld,gemini-flash,OOD,1,058,0,2,25,1,4,2,1,1,2,1
alfworld,gemini-flash,OOD,1,059,0,10,25,1,4,4,0,0,2,2
alfworld,gemini-flash,OOD,1,059,0,8,25,1,4,4,0,0,2,2
alfworld,gemini-flash,OOD,1,059,0,6,25,1,4,4,0,0,2,2
alfworld,gemini-flash,OOD,1,059,0,4,25,1,4,4,0,0,2,2
alfworld,gemini-flash,OOD,1,059,0,2,25,1,4,2,1,1,2,1
alfworld,gemini-flash,OOD,1,060,0,10,25,1,3,3,0,0,2,2
alfworld,gemini-flash,OOD,1,060,0,8,25,1,3,3,0,0,2,2
alfworld,gemini-flash,OOD,1,060,0,6,25,1,3,3,0,0,2,2
alfworld,gemini-flash,OOD,1,060,0,4,25,1,3,3,0,0,2,2
alfworld,gemini-flash,OOD,1,060,0,2,25,1,3,2,1,1,2,1
alfworld,gemini-flash,OOD,1,060,4,10,26,0,26,0,0,0,5,0
alfworld,gemini-flash,OOD,1,060,4,8,26,0,26,0,0,0,5,0
alfworld,gemini-flash,OOD,1,060,4,6,26,0,26,0,0,0,5,0
alfworld,gemini-flash,OOD,1,060,4,4,26,0,26,0,0,0,5,0
alfworld,gemini-flash,OOD,1,060,4,2,26,0,26,0,0,0,5,0
alfworld,gemini-flash,OOD,1,061,1,10,24,1,24,10,1,1,5,4
alfworld,gemini-flash,OOD,1,061,1,8,24,1,24,8,1,1,5,3
alfworld,gemini-flash,OOD,1,061,1,6,24,1,24,6,1,1,5,3
alfworld,gemini-flash,OOD,1,061,1,4,24,1,24,4,1,1,5,2
alfworld,gemini-flash,OOD,1,061,1,2,24,0,24,0,0,0,5,0
alfworld,gemini-flash,OOD,1,061,2,10,20,1,20,10,1,1,4,4
alfworld,gemini-flash,OOD,1,061,2,8,20,1,20,8,1,1,4,3
alfworld,gemini-flash,OOD,1,061,2,6,20,1,20,6,1,1,4,2
alfworld,gemini-flash,OOD,1,061,2,4,20,1,20,4,1,1,4,2
alfworld,gemini-flash,OOD,1,061,2,2,20,1,20,2,1,1,4,1
alfworld,gemini-flash,OOD,1,061,6,10,4,1,4,4,0,0,2,2
alfworld,gemini-flash,OOD,1,061,6,8,4,1,4,4,0,0,2,2
alfworld,gemini-flash,OOD,1,061,6,6,4,1,4,4,0,0,2,2
alfworld,gemini-flash,OOD,1,061,6,4,4,1,4,4,0,0,2,2
alfworld,gemini-flash,OOD,1,061,6,2,4,1,4,2,1,1,2,1
alfworld,gemini-flash,OOD,1,062,0,10,25,0,16,0,0,0,4,0
alfworld,gemini-flash,OOD,1,062,0,8,25,0,16,0,0,0,4,0
alfworld,gemini-flash,OOD,1,062,0,6,25,0,16,0,0,0,4,0
alfworld,gemini-flash,OOD,1,062,0,4,25,0,16,0,0,0,4,0
alfworld,gemini-flash,OOD,1,062,0,2,25,0,16,0,0,0,4,0
alfworld,gemini-flash,OOD,1,062,2,10,27,0,27,0,0,0,5,0
alfworld,gemini-flash,OOD,1,062,2,8,27,0,27,0,0,0,5,0
alfworld,gemini-flash,OOD,1,062,2,6,27,0,27,0,0,0,5,0
alfworld,gemini-flash,OOD,1,062,2,4,27,0,27,0,0,0,5,0
alfworld,gemini-flash,OOD,1,062,2,2,27,0,27,0,0,0,5,0
alfworld,gemini-flash,OOD,1,062,3,10,13,0,13,0,0,0,3,0
alfworld,gemini-flash,OOD,1,062,3,8,13,0,13,0,0,0,3,0
alfworld,gemini-flash,OOD,1,062,3,6,13,0,13,0,0,0,3,0
alfworld,gemini-flash,OOD,1,062,3,4,13,0,13,0,0,0,3,0
alfworld,gemini-flash,OOD,1,062,3,2,13,0,13,0,0,0,3,0
alfworld,gemini-flash,OOD,1,062,4,10,24,1,3,3,0,0,2,2
alfworld,gemini-flash,OOD,1,062,4,8,24,1,3,3,0,0,2,2
alfworld,gemini-flash,OOD,1,062,4,6,24,1,3,3,0,0,2,2
alfworld,gemini-flash,OOD,1,062,4,4,24,1,3,3,0,0,2,2
alfworld,gemini-flash,OOD,1,062,4,2,24,1,3,2,1,1,2,1
alfworld,gemini-flash,OOD,1,062,5,10,24,1,17,10,1,1,4,3
alfworld,gemini-flash,OOD,1,062,5,8,24,1,17,8,1,1,4,3
alfworld,gemini-flash,OOD,1,062,5,6,24,1,17,6,1,1,4,3
